             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2     comb_sigma    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape
  mc.p5.hnu.350.nodk            350        0.12250        0.35000        0.27773        0.00230        0.19769        0.00048        0.89262        0.01961      563.33420     1080.43483       44.67739     1170.00000    4.60899e+02    2.33141e+03    9.11157e+01    7.71072e-06    3.60221e-06    5.54662e+01    1.46937e+02    1.24346e-05    5.80907e-06    5.04977e+01    4.27340e-06    1.99640e-06    2.03766e+02    1.72439e-05    8.05579e-06    3.19405e+01    2.70298e-06    1.26275e-06    2.59574e+02    2.19666e-05    1.02621e-05    2.25933e+01    1.91197e-06    8.93212e-07    1.82456e+02    1.54405e-05    7.21331e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.73099e+02    5.02777e-02    1.16734e+02    2.91835e+01    4.48385e+01    1.08867e+03    2.15439e+01    2.19479e+01
  mc.p5.hnu.351.nodk            351        0.12320        0.35100        0.27429        0.00230        0.19692        0.00048        0.87500        0.02090      651.91496     1068.87830       48.50573     1158.00000    4.85556e+02    2.46575e+03    9.56157e+01    8.12322e-06    3.83984e-06    5.84952e+01    1.55449e+02    1.32064e-05    6.24267e-06    5.35411e+01    4.54869e-06    2.15016e-06    2.14264e+02    1.82032e-05    8.60464e-06    3.35895e+01    2.85367e-06    1.34892e-06    2.74086e+02    2.32856e-05    1.10070e-05    2.37735e+01    2.01973e-06    9.54723e-07    1.86885e+02    1.58772e-05    7.50514e-06    0.00000e+00    0.00000e+00    0.00000e+00    8.15211e+02    4.92079e-02    1.14250e+02    2.85625e+01    6.86678e+01    1.24036e+03    2.21974e+01    6.35082e+01
  mc.p5.hnu.352.nodk            352        0.12390        0.35200        0.27227        0.00230        0.19644        0.00048        0.88449        0.02001      579.27896     1064.07064       46.30430     1161.00000    4.75466e+02    2.42047e+03    9.33984e+01    7.95442e-06    3.80609e-06    5.66406e+01    1.50218e+02    1.27936e-05    6.12157e-06    5.18237e+01    4.41365e-06    2.11188e-06    2.08045e+02    1.77185e-05    8.47809e-06    3.25426e+01    2.77154e-06    1.32615e-06    2.64851e+02    2.25565e-05    1.07930e-05    2.30479e+01    1.96291e-06    9.39229e-07    1.91814e+02    1.63361e-05    7.81664e-06    2.67907e+00    2.28167e-07    1.09175e-07    7.12842e+02    2.34005e-04    1.13225e+02    2.83062e+01    9.14077e+01    1.16279e+03    2.21347e+01    1.33784e+01
  mc.p5.hnu.353.nodk            353        0.12461        0.35300        0.27011        0.00210        0.18533        0.00047        0.89416        0.02041      500.05992      979.88444       46.50348     1013.00000    4.94252e+02    2.66687e+03    9.15996e+01    8.26870e-06    4.00664e-06    5.60576e+01    1.48424e+02    1.33983e-05    6.49219e-06    5.10703e+01    4.61012e-06    2.23386e-06    2.05246e+02    1.85275e-05    8.97761e-06    3.21780e+01    2.90471e-06    1.40749e-06    2.63074e+02    2.37477e-05    1.15071e-05    2.27045e+01    2.04954e-06    9.93114e-07    1.26099e+02    1.13830e-05    5.51569e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.10029e+02    1.98442e-04    9.60174e+01    2.40043e+01    1.24416e+02    1.25473e+03    2.09043e+01    3.24718e+01
  mc.p5.hnu.354.nodk            354        0.12532        0.35400        0.26766        0.00210        0.18611        0.00047        0.91045        0.01931      447.06967      996.79541       50.74723     1014.00000    5.25280e+02    2.82240e+03    9.77603e+01    8.78779e-06    4.31409e-06    5.97669e+01    1.58591e+02    1.42559e-05    6.99850e-06    5.48538e+01    4.93088e-06    2.42066e-06    2.19417e+02    1.97236e-05    9.68272e-06    3.44409e+01    3.09594e-06    1.51986e-06    2.80236e+02    2.51908e-05    1.23666e-05    2.42515e+01    2.18000e-06    1.07020e-06    1.16008e+02    1.04281e-05    5.11937e-06    0.00000e+00    0.00000e+00    0.00000e+00    5.38616e+02    2.05351e-04    9.93601e+01    2.48400e+01    2.51670e+02    1.49939e+03    2.33038e+01    1.38101e+02
  mc.p5.hnu.355.nodk            355        0.12602        0.35500        0.26585        0.00210        0.18650        0.00047        0.91165        0.02000      460.81979      978.54018       50.15633     1003.00000    5.19794e+02    2.78712e+03    9.69411e+01    8.69602e-06    4.32717e-06    5.91117e+01    1.56768e+02    1.40628e-05    6.99767e-06    5.40541e+01    4.84888e-06    2.41282e-06    2.16589e+02    1.94290e-05    9.66791e-06    3.40431e+01    3.05381e-06    1.51958e-06    2.76404e+02    2.47946e-05    1.23379e-05    2.40125e+01    2.15402e-06    1.07185e-06    1.22292e+02    1.09701e-05    5.45874e-06    0.00000e+00    0.00000e+00    0.00000e+00    5.48689e+02    3.55681e-02    9.57541e+01    2.39385e+01    1.82211e+02    1.53277e+03    2.78480e+01    1.04408e+02
  mc.p5.hnu.356.nodk            356        0.12674        0.35600        0.26337        0.00210        0.18590        0.00047        0.90226        0.02009      417.01548      917.20839       44.69323     1021.00000    4.78117e+02    2.57197e+03    8.88797e+01    7.99878e-06    4.03643e-06    5.39879e+01    1.43710e+02    1.29332e-05    6.52650e-06    4.94528e+01    4.45053e-06    2.24587e-06    1.98532e+02    1.78670e-05    9.01623e-06    3.10838e+01    2.79741e-06    1.41166e-06    2.53349e+02    2.28002e-05    1.15057e-05    2.18929e+01    1.97026e-06    9.94254e-07    1.94471e+02    1.75016e-05    8.83181e-06    1.37224e+01    1.23496e-06    6.23196e-07    5.06440e+02    4.29477e-03    8.41271e+01    2.10318e+01    1.59130e+01    1.33456e+03    3.03430e+01    5.06135e+00
  mc.p5.hnu.357.nodk            357        0.12745        0.35700        0.25822        0.00210        0.18387        0.00046        0.88060        0.02166      426.94670      839.93894       44.11225     1024.00000    4.68505e+02    2.54798e+03    8.61455e+01    7.83796e-06    4.01326e-06    5.27810e+01    1.39974e+02    1.27356e-05    6.52096e-06    4.83522e+01    4.39933e-06    2.25258e-06    1.93801e+02    1.76330e-05    9.02861e-06    3.03216e+01    2.75881e-06    1.41259e-06    2.47619e+02    2.25297e-05    1.15358e-05    2.13214e+01    1.93993e-06    9.93297e-07    2.74018e+02    2.49316e-05    1.27657e-05    9.47276e+01    8.61880e-06    4.41307e-06    5.51772e+02    3.60163e-03    7.05497e+01    1.76374e+01    2.00982e+01    1.23370e+03    3.42329e+01    1.79019e+01
  mc.p5.hnu.358.nodk            358        0.12816        0.35800        0.25622        0.00210        0.18396        0.00046        0.89384        0.01974      353.88311      851.97385       43.43936     1013.00000    4.64158e+02    2.52316e+03    8.53858e+01    7.76523e-06    4.03657e-06    5.23350e+01    1.39222e+02    1.26612e-05    6.58164e-06    4.77161e+01    4.33944e-06    2.25576e-06    1.92039e+02    1.74646e-05    9.07855e-06    3.00875e+01    2.73625e-06    1.42237e-06    2.44848e+02    2.22672e-05    1.15751e-05    2.11002e+01    1.91891e-06    9.97503e-07    2.49926e+02    2.27290e-05    1.18151e-05    7.27580e+01    6.61682e-06    3.43960e-06    4.51371e+02    3.70558e-03    7.25859e+01    1.81465e+01    6.41837e+01    1.21314e+03    3.78585e+01    2.96883e+01
  mc.p5.hnu.359.nodk            359        0.12888        0.35900        0.25244        0.00210        0.18359        0.00046        0.88806        0.02112      446.40032      888.47538       48.96122      978.00000    5.12283e+02    2.79032e+03    9.40518e+01    8.57036e-06    4.52566e-06    5.73208e+01    1.51876e+02    1.38396e-05    7.30810e-06    5.25199e+01    4.78581e-06    2.52719e-06    2.10709e+02    1.92006e-05    1.01391e-05    3.28555e+01    2.99392e-06    1.58097e-06    2.68520e+02    2.44686e-05    1.29209e-05    2.32049e+01    2.11452e-06    1.11659e-06    1.85351e+02    1.68899e-05    8.91886e-06    0.00000e+00    0.00000e+00    0.00000e+00    5.78833e+02    2.32644e-03    7.89388e+01    1.97347e+01    3.93406e+01    1.61650e+03    4.36654e+01    2.01879e+01
  mc.p5.hnu.360.nodk            360        0.12960        0.36000        0.24800        0.00190        0.17079        0.00045        0.91213        0.02041      360.34102      848.33182       49.28880      852.00000    5.50802e+02    3.22500e+03    9.40721e+01    9.21477e-06    4.94615e-06    5.72514e+01    1.51898e+02    1.48791e-05    7.98655e-06    5.24790e+01    5.14055e-06    2.75926e-06    2.09718e+02    2.05428e-05    1.10266e-05    3.28007e+01    3.21297e-06    1.72460e-06    2.68544e+02    2.63051e-05    1.41196e-05    2.31514e+01    2.26778e-06    1.21726e-06    9.81296e+01    9.61222e-06    5.15949e-06    0.00000e+00    0.00000e+00    0.00000e+00    4.44295e+02    3.53683e-01    7.19667e+01    1.79917e+01    5.91380e+01    1.68074e+03    3.83337e+01    1.16572e+02
  mc.p5.hnu.361.nodk            361        0.13032        0.36100        0.24385        0.00190        0.16924        0.00045        0.88393        0.02362      495.09432      832.64586       56.58057      838.00000    6.14553e+02    3.63120e+03    1.04009e+02    1.02813e-05    5.61342e-06    6.35138e+01    1.68843e+02    1.66902e-05    9.11258e-06    5.81902e+01    5.75214e-06    3.14057e-06    2.32660e+02    2.29986e-05    1.25569e-05    3.64768e+01    3.60575e-06    1.96868e-06    2.97484e+02    2.94065e-05    1.60554e-05    2.57810e+01    2.54847e-06    1.39142e-06    1.10085e+02    1.08819e-05    5.94136e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.75714e+02    3.40725e-01    6.93299e+01    1.73325e+01    1.76027e+02    1.97353e+03    3.94475e+01    2.49636e+02
  mc.p5.hnu.362.nodk            362        0.13104        0.36200        0.23915        0.00190        0.16810        0.00045        0.89831        0.02179      396.63881      821.03780       57.78277      791.00000    6.31956e+02    3.75940e+03    1.06232e+02    1.05725e-05    5.87580e-06    6.44972e+01    1.71056e+02    1.70239e-05    9.46129e-06    5.88914e+01    5.86102e-06    3.25735e-06    2.36887e+02    2.35756e-05    1.31025e-05    3.71776e+01    3.70001e-06    2.05633e-06    3.01697e+02    3.00256e-05    1.66872e-05    2.61286e+01    2.60038e-06    1.44520e-06    8.00382e+01    7.96560e-06    4.42700e-06    0.00000e+00    0.00000e+00    0.00000e+00    5.44389e+02    1.57135e+00    6.74103e+01    1.68526e+01    3.77305e+02    2.07525e+03    4.00869e+01    2.15980e+02
  mc.p5.hnu.363.nodk            363        0.13177        0.36300        0.23457        0.00190        0.16683        0.00045        0.87850        0.02465      439.81891      747.35152       55.93077      802.00000    6.12714e+02    3.67263e+03    1.02221e+02    1.02506e-05    5.80351e-06    6.22543e+01    1.65048e+02    1.65508e-05    9.37051e-06    5.70270e+01    5.71859e-06    3.23767e-06    2.27869e+02    2.28504e-05    1.29371e-05    3.56648e+01    3.57642e-06    2.02484e-06    2.91697e+02    2.92509e-05    1.65609e-05    2.51703e+01    2.52404e-06    1.42903e-06    1.57955e+02    1.58395e-05    8.96780e-06    0.00000e+00    0.00000e+00    0.00000e+00    6.34837e+02    1.92082e+00    5.58534e+01    1.39634e+01    2.67552e+02    1.99701e+03    4.19364e+01    1.15177e+02
  mc.p5.hnu.364.nodk            364        0.13250        0.36400        0.22889        0.00190        0.16464        0.00044        0.90909        0.02228      328.78851      739.81235       51.03846      790.00000    5.74030e+02    3.48649e+03    9.45106e+01    9.60336e-06    5.54351e-06    5.78337e+01    1.53341e+02    1.55812e-05    8.99420e-06    5.25404e+01    5.33871e-06    3.08175e-06    2.12167e+02    2.15586e-05    1.24446e-05    3.32532e+01    3.37891e-06    1.95047e-06    2.70986e+02    2.75353e-05    1.58947e-05    2.33780e+01    2.37547e-06    1.37123e-06    1.46241e+02    1.48597e-05    8.57774e-06    0.00000e+00    0.00000e+00    0.00000e+00    4.22695e+02    1.88226e+00    5.47322e+01    1.36831e+01    8.05331e+01    1.90745e+03    4.44587e+01    7.94947e+01
  mc.p5.hnu.365.nodk            365        0.13322        0.36500        0.22261        0.00190        0.16209        0.00044        0.91089        0.02253      323.34072      727.12909       50.42787      830.00000    5.80735e+02    3.58270e+03    9.41340e+01    9.71555e-06    5.72325e-06    5.71848e+01    1.51963e+02    1.56840e-05    9.23916e-06    5.19579e+01    5.36256e-06    3.15898e-06    2.09784e+02    2.16517e-05    1.27546e-05    3.27305e+01    3.37811e-06    1.98998e-06    2.67598e+02    2.76187e-05    1.62696e-05    2.30729e+01    2.38134e-06    1.40280e-06    1.98626e+02    2.05001e-05    1.20762e-05    7.56054e+00    7.80321e-07    4.59672e-07    4.13276e+02    1.81828e+00    5.28717e+01    1.32179e+01    5.58298e+01    1.88623e+03    4.56239e+01    7.41053e+01
  mc.p5.hnu.366.nodk            366        0.13396        0.36600        0.21453        0.00170        0.14779        0.00043        0.92021        0.02244      254.17825      653.88147       49.29463      717.00000    6.13372e+02    4.15042e+03    9.06474e+01    1.02616e-05    6.17492e-06    5.55324e+01    1.47482e+02    1.66953e-05    1.00465e-05    5.07060e+01    5.74007e-06    3.45410e-06    2.03298e+02    2.30139e-05    1.38487e-05    3.17289e+01    3.59181e-06    2.16138e-06    2.60121e+02    2.94465e-05    1.77195e-05    2.23967e+01    2.53538e-06    1.52567e-06    1.55601e+02    1.76145e-05    1.05996e-05    0.00000e+00    0.00000e+00    0.00000e+00    3.22856e+02    2.12438e+00    4.27561e+01    1.06890e+01    7.68015e+01    1.80512e+03    4.21585e+01    1.27454e+02
  mc.p5.hnu.367.nodk            367        0.13469        0.36700        0.20830        0.00170        0.14525        0.00042        0.89894        0.02464      273.25716      603.16651       50.66212      675.00000    6.37610e+02    4.38972e+03    9.26133e+01    1.06670e-05    6.56407e-06    5.63011e+01    1.49441e+02    1.72123e-05    1.05918e-05    5.11429e+01    5.89055e-06    3.62480e-06    2.06261e+02    2.37567e-05    1.46189e-05    3.22125e+01    3.71018e-06    2.28309e-06    2.64088e+02    3.04172e-05    1.87175e-05    2.26935e+01    2.61380e-06    1.60843e-06    1.65676e+02    1.90823e-05    1.17424e-05    0.00000e+00    0.00000e+00    0.00000e+00    3.90246e+02    1.02729e+00    3.63810e+01    9.09525e+00    8.54347e+01    1.89017e+03    5.01572e+01    1.04140e+02
  mc.p5.hnu.368.nodk            368        0.13542        0.36800        0.19899        0.00170        0.14040        0.00042        0.91351        0.02338      263.40527      634.24422       56.16031      608.00000    7.20409e+02    5.13114e+03    1.01145e+02    1.20523e-05    7.59310e-06    6.15486e+01    1.62969e+02    1.94191e-05    1.22344e-05    5.60551e+01    6.67943e-06    4.20814e-06    2.25800e+02    2.69059e-05    1.69511e-05    3.53756e+01    4.21529e-06    2.65570e-06    2.87610e+02    3.42711e-05    2.15913e-05    2.48357e+01    2.95937e-06    1.86445e-06    7.81567e+01    9.31301e-06    5.86734e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.68177e+02    1.13588e+00    4.02266e+01    1.00566e+01    2.33000e+02    2.11693e+03    4.80885e+01    3.36367e+02
  mc.p5.hnu.369.nodk            369        0.13616        0.36900        0.19150        0.00170        0.13766        0.00041        0.93289        0.02389      232.90449      595.83259       49.95574      572.00000    6.59546e+02    4.79125e+03    9.07908e+01    1.10340e-05    7.12639e-06    5.56004e+01    1.47625e+02    1.79412e-05    1.15874e-05    5.08047e+01    6.17443e-06    3.98778e-06    2.04455e+02    2.48479e-05    1.60482e-05    3.17866e+01    3.86311e-06    2.49501e-06    2.60263e+02    3.16304e-05    2.04287e-05    2.24300e+01    2.72597e-06    1.76058e-06    7.05150e+01    8.56987e-06    5.53489e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.83582e+02    3.65781e-01    3.55016e+01    8.87541e+00    1.84354e+02    1.77361e+03    3.69118e+01    1.72377e+02
  mc.p5.hnu.370.nodk            370        0.13690        0.37000        0.18159        0.00170        0.13185        0.00041        0.94928        0.02239      192.92042      588.97026       51.52832      534.00000    7.04405e+02    5.34256e+03    9.28744e+01    1.17845e-05    7.81361e-06    5.69573e+01    1.50702e+02    1.91220e-05    1.26787e-05    5.21549e+01    6.61776e-06    4.38784e-06    2.08527e+02    2.64593e-05    1.75436e-05    3.27057e+01    4.14992e-06    2.75156e-06    2.66345e+02    3.37956e-05    2.24078e-05    2.29789e+01    2.91572e-06    1.93324e-06    5.31472e+01    6.74366e-06    4.47132e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.23846e+02    7.71053e-03    3.46886e+01    8.67215e+00    3.94447e+02    1.73033e+03    3.19820e+01    2.31194e+02
  mc.p5.hnu.371.nodk            371        0.13764        0.37100        0.17207        0.00150        0.11818        0.00039        0.91935        0.02850      206.64169      463.68236       44.67080      450.00000    6.85819e+02    5.80310e+03    8.10512e+01    1.14736e-05    7.82228e-06    4.95899e+01    1.31889e+02    1.86701e-05    1.27286e-05    4.53070e+01    6.41363e-06    4.37259e-06    1.81703e+02    2.57219e-05    1.75363e-05    2.82632e+01    4.00093e-06    2.72770e-06    2.32526e+02    3.29163e-05    2.24412e-05    1.97747e+01    2.79930e-06    1.90847e-06    6.89752e+01    9.76410e-06    6.65682e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.67505e+02    4.77902e-03    2.15001e+01    5.37503e+00    1.92735e+02    1.37172e+03    2.41497e+01    1.12490e+02
  mc.p5.hnu.372.nodk            372        0.13838        0.37200        0.16242        0.00150        0.11392        0.00038        0.91743        0.03096      189.15290      407.52842       39.74925      435.00000    6.40681e+02    5.62419e+03    7.29834e+01    1.07184e-05    7.52717e-06    4.45817e+01    1.18824e+02    1.74506e-05    1.22549e-05    4.02746e+01    5.91478e-06    4.15374e-06    1.63637e+02    2.40319e-05    1.68768e-05    2.53596e+01    3.72434e-06    2.61547e-06    2.09460e+02    3.07615e-05    2.16027e-05    1.76968e+01    2.59897e-06    1.82517e-06    1.01507e+02    1.49074e-05    1.04690e-05    0.00000e+00    0.00000e+00    0.00000e+00    2.41325e+02    1.69645e-01    1.66079e+01    4.15199e+00    5.45347e+01    1.20757e+03    2.30329e+01    3.26110e+01
  mc.p5.hnu.373.nodk            373        0.13913        0.37300        0.15112        0.00150        0.10806        0.00037        0.94118        0.02829      134.93401      386.52034       36.96837      412.00000    6.34369e+02    5.87078e+03    6.85469e+01    1.06128e-05    7.69247e-06    4.18710e+01    1.11382e+02    1.72449e-05    1.24996e-05    3.79272e+01    5.87211e-06    4.25627e-06    1.54209e+02    2.38755e-05    1.73056e-05    2.36837e+01    3.66685e-06    2.65784e-06    1.97025e+02    3.05045e-05    2.21105e-05    1.65569e+01    2.56343e-06    1.85805e-06    9.50647e+01    1.47185e-05    1.06684e-05    0.00000e+00    0.00000e+00    0.00000e+00    1.58565e+02    1.52605e-01    1.49398e+01    3.73495e+00    4.02433e+01    1.11059e+03    2.12424e+01    1.71881e+01
  mc.p5.hnu.374.nodk            374        0.13988        0.37400        0.13918        0.00150        0.10205        0.00036        0.93103        0.03297      198.90884      398.27377       42.24498      384.00000    7.51966e+02    7.36835e+03    7.67408e+01    1.25802e-05    9.43283e-06    4.67216e+01    1.23561e+02    2.02555e-05    1.51879e-05    4.24214e+01    6.95419e-06    5.21436e-06    1.71391e+02    2.80962e-05    2.10670e-05    2.64863e+01    4.34193e-06    3.25565e-06    2.19211e+02    3.59355e-05    2.69451e-05    1.86534e+01    3.05788e-06    2.29284e-06    6.38121e+01    1.04608e-05    7.84366e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.40868e+02    1.48402e-06    1.58622e+01    3.96555e+00    2.02523e+02    1.20754e+03    1.77324e+01    9.61471e+01
  mc.p5.hnu.375.nodk            375        0.14062        0.37500        0.12469        0.00130        0.08535        0.00034        0.94030        0.03652      171.87096      337.51494       43.83189      296.00000    9.11450e+02    1.06794e+04    7.77893e+01    1.52483e-05    1.18584e-05    4.75263e+01    1.26630e+02    2.48222e-05    1.93038e-05    4.29173e+01    8.41267e-06    6.54241e-06    1.74447e+02    3.41951e-05    2.65930e-05    2.70028e+01    5.29310e-06    4.11636e-06    2.23271e+02    4.37658e-05    3.40360e-05    1.88429e+01    3.69360e-06    2.87245e-06    4.65044e+01    9.11582e-06    7.08923e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.07547e+02    3.05877e-01    1.13916e+01    2.84791e+00    3.40943e+02    1.11970e+03    9.24939e+00    2.29250e+02
  mc.p5.hnu.376.nodk            376        0.14138        0.37600        0.10959        0.00130        0.07716        0.00032        0.95238        0.03498       99.18022      271.13072       36.69530      248.00000    8.57665e+02    1.11152e+04    6.61789e+01    1.43485e-05    1.16082e-05    4.02203e+01    1.07010e+02    2.32013e-05    1.87703e-05    3.62132e+01    7.85153e-06    6.35204e-06    1.47831e+02    3.20518e-05    2.59306e-05    2.26586e+01    4.91271e-06    3.97448e-06    1.88641e+02    4.09000e-05    3.30889e-05    1.58350e+01    3.43324e-06    2.77756e-06    4.66615e+01    1.01169e-05    8.18474e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.16319e+02    1.97387e-01    7.35119e+00    1.83780e+00    1.79179e+02    9.03701e+02    7.34941e+00    1.30610e+02
  mc.p5.hnu.377.nodk            377        0.14213        0.37700        0.09306        0.00130        0.06678        0.00030        0.93333        0.04834      133.56604      223.12978       34.10993      209.00000    9.17485e+02    1.37395e+04    6.12671e+01    1.53493e-05    1.29638e-05    3.72373e+01    9.90987e+01    2.48273e-05    2.09688e-05    3.34527e+01    8.38094e-06    7.07845e-06    1.36919e+02    3.43024e-05    2.89715e-05    2.08945e+01    5.23472e-06    4.42119e-06    1.74729e+02    4.37751e-05    3.69719e-05    1.45670e+01    3.64948e-06    3.08231e-06    4.85715e+01    1.21687e-05    1.02775e-05    0.00000e+00    0.00000e+00    0.00000e+00    1.64311e+02    9.74901e-02    4.97869e+00    1.24467e+00    8.15218e+01    8.04696e+02    5.53461e+00    1.01103e+02
  mc.p5.hnu.378.nodk            378        0.14288        0.37800        0.07658        0.00130        0.05711        0.00028        0.86486        0.06909      187.51266      171.40694       32.81442      184.00000    1.01244e+03    1.77266e+04    5.78252e+01    1.69379e-05    1.49972e-05    3.53298e+01    9.36550e+01    2.74330e-05    2.42898e-05    3.20592e+01    9.39066e-06    8.31470e-06    1.30497e+02    3.82247e-05    3.38450e-05    1.97131e+01    5.77428e-06    5.11268e-06    1.66304e+02    4.87131e-05    4.31317e-05    1.37216e+01    4.01927e-06    3.55875e-06    7.11340e+01    2.08363e-05    1.84489e-05    0.00000e+00    0.00000e+00    0.00000e+00    3.07175e+02    5.75310e-02    2.93803e+00    7.34508e-01    5.85124e+01    6.38050e+02    3.05731e+00    6.62610e+01
  mc.p5.hnu.379.nodk            379        0.14364        0.37900        0.06167        0.00110        0.04247        0.00024        0.95652        0.06449       53.12307      108.10058       19.99824      109.00000    8.75329e+02    2.06129e+04    3.71710e+01    1.46440e-05    1.36620e-05    2.25395e+01    5.99953e+01    2.36360e-05    2.20510e-05    2.00600e+01    7.90291e-06    7.37296e-06    8.38370e+01    3.30287e-05    3.08139e-05    1.24105e+01    4.88928e-06    4.56142e-06    1.06625e+02    4.20062e-05    3.91894e-05    8.37696e+00    3.30022e-06    3.07892e-06    3.82085e+01    1.50528e-05    1.40434e-05    0.00000e+00    0.00000e+00    0.00000e+00    5.90833e+01    8.58675e-03    1.16857e+00    2.92143e-01    1.01440e+01    3.18411e+02    9.68662e-01    9.85274e+00
