             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2     comb_sigma    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape
  mc.p5.hnu.280.nodk            280        0.07840        0.28000        0.29642        0.00370        0.20677        0.00049        0.88867        0.01502     1106.76674     1968.69263       81.40740     1882.00000    7.35161e+02    3.55538e+03    1.52013e+02    1.22991e-05    4.18840e-06    9.27138e+01    2.45842e+02    1.98906e-05    6.77368e-06    8.48187e+01    6.86253e-06    2.33701e-06    3.39668e+02    2.74819e-05    9.35886e-06    5.38091e+01    4.35360e-06    1.48260e-06    4.32480e+02    3.49912e-05    1.19161e-05    3.80735e+01    3.08046e-06    1.04904e-06    8.82930e+01    7.14363e-06    2.43274e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.42947e+03    2.85232e+03    3.87575e+02    9.68938e+01    3.42667e+02    7.68041e+02    4.74928e-02    7.50153e+02
  mc.p5.hnu.281.nodk            281        0.07896        0.28100        0.29671        0.00370        0.20785        0.00049        0.88269        0.01507     1132.72330     1971.27715       82.92858     1902.00000    7.44058e+02    3.57984e+03    1.54650e+02    1.24479e-05    4.24081e-06    9.40661e+01    2.49477e+02    2.00806e-05    6.84114e-06    8.64338e+01    6.95713e-06    2.37019e-06    3.44299e+02    2.77129e-05    9.44137e-06    5.46262e+01    4.39691e-06    1.49796e-06    4.39117e+02    3.53449e-05    1.20415e-05    3.86938e+01    3.11449e-06    1.06106e-06    9.99170e+01    8.04240e-06    2.73992e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.50276e+03    2.85981e+03    3.88593e+02    9.71483e+01    4.04119e+02    8.15393e+02    6.99707e-02    8.09250e+02
  mc.p5.hnu.282.nodk            282        0.07952        0.28200        0.29772        0.00370        0.20882        0.00049        0.89157        0.01494     1109.68275     1988.47872       79.53083     1910.00000    7.16945e+02    3.43332e+03    1.49712e+02    1.19943e-05    4.08827e-06    9.11791e+01    2.41538e+02    1.93510e-05    6.59582e-06    8.37381e+01    6.70874e-06    2.28668e-06    3.33360e+02    2.67074e-05    9.10324e-06    5.29499e+01    4.24212e-06    1.44593e-06    4.26186e+02    3.41442e-05    1.16381e-05    3.73918e+01    2.99568e-06    1.02108e-06    9.04048e+01    7.24285e-06    2.46873e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.40605e+03    2.43461e+03    3.95405e+02    9.88512e+01    3.69622e+02    8.30134e+02    1.40915e-01    7.90340e+02
  mc.p5.hnu.283.nodk            283        0.08009        0.28300        0.29803        0.00370        0.20917        0.00049        0.88212        0.01527     1169.04525     1974.83484       80.71237     1911.00000    7.21550e+02    3.44960e+03    1.50926e+02    1.20713e-05    4.11687e-06    9.21375e+01    2.43750e+02    1.94956e-05    6.64887e-06    8.44252e+01    6.75249e-06    2.30290e-06    3.37581e+02    2.70004e-05    9.20833e-06    5.34062e+01    4.27153e-06    1.45678e-06    4.30398e+02    3.44241e-05    1.17402e-05    3.78513e+01    3.02742e-06    1.03249e-06    1.00317e+02    8.02355e-06    2.73639e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.52336e+03    2.40132e+03    3.89997e+02    9.74993e+01    3.94320e+02    8.70526e+02    2.19230e-01    8.37243e+02
  mc.p5.hnu.284.nodk            284        0.08066        0.28400        0.29806        0.00370        0.21053        0.00049        0.87810        0.01523     1180.44041     1981.11627       80.69706     1961.00000    7.20477e+02    3.42219e+03    1.51683e+02    1.20534e-05    4.11343e-06    9.21582e+01    2.44509e+02    1.94298e-05    6.63076e-06    8.43193e+01    6.70039e-06    2.28662e-06    3.37331e+02    2.68059e-05    9.14796e-06    5.33643e+01    4.24057e-06    1.44717e-06    4.30148e+02    3.41815e-05    1.16650e-05    3.78337e+01    3.00644e-06    1.02600e-06    1.32836e+02    1.05557e-05    3.60233e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.56201e+03    2.20205e+03    3.92482e+02    9.81205e+01    4.12712e+02    9.32257e+02    3.94110e-01    9.11990e+02
  mc.p5.hnu.285.nodk            285        0.08123        0.28500        0.29877        0.00370        0.21162        0.00049        0.87692        0.01536     1207.59558     1983.30938       81.36898     1967.00000    7.20519e+02    3.40483e+03    1.52474e+02    1.20541e-05    4.11670e-06    9.27589e+01    2.46304e+02    1.94720e-05    6.65003e-06    8.50687e+01    6.72525e-06    2.29680e-06    3.39120e+02    2.68097e-05    9.15601e-06    5.37170e+01    4.24669e-06    1.45032e-06    4.32941e+02    3.42269e-05    1.16891e-05    3.81588e+01    3.01671e-06    1.03026e-06    1.37203e+02    1.08468e-05    3.70438e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.60052e+03    2.20692e+03    3.93352e+02    9.83379e+01    4.30635e+02    9.64909e+02    6.92943e-01    9.25543e+02
  mc.p5.hnu.286.nodk            286        0.08180        0.28600        0.29885        0.00350        0.20485        0.00048        0.87037        0.01626     1194.23255     1849.76394       75.43221     1873.00000    6.94580e+02    3.39075e+03    1.42281e+02    1.16201e-05    3.97174e-06    8.68319e+01    2.30110e+02    1.87931e-05    6.42345e-06    7.94177e+01    6.48604e-06    2.21692e-06    3.17934e+02    2.59657e-05    8.87504e-06    5.03987e+01    4.11606e-06    1.40686e-06    4.05754e+02    3.31380e-05    1.13265e-05    3.56503e+01    2.91156e-06    9.95168e-07    1.66508e+02    1.35987e-05    4.64802e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.57186e+03    1.79899e+03    3.42163e+02    8.55407e+01    3.23042e+02    8.62714e+02    8.35975e-01    7.04870e+02
  mc.p5.hnu.287.nodk            287        0.08237        0.28700        0.29900        0.00350        0.20556        0.00048        0.88477        0.01551     1118.89413     1908.17609       77.41941     1887.00000    7.11502e+02    3.46123e+03    1.46258e+02    1.19032e-05    4.07219e-06    8.88929e+01    2.36088e+02    1.92140e-05    6.57327e-06    8.16336e+01    6.64374e-06    2.27288e-06    3.24902e+02    2.64421e-05    9.04606e-06    5.15427e+01    4.19480e-06    1.43507e-06    4.14721e+02    3.37521e-05    1.15469e-05    3.64858e+01    2.96939e-06    1.01585e-06    1.26594e+02    1.03028e-05    3.52467e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.43756e+03    1.91441e+03    3.64114e+02    9.10284e+01    3.72640e+02    9.59371e+02    1.02265e+00    8.53622e+02
  mc.p5.hnu.288.nodk            288        0.08294        0.28800        0.30040        0.00350        0.20753        0.00049        0.88911        0.01496     1040.17758     1916.63439       75.57018     1912.00000    6.90250e+02    3.32609e+03    1.43245e+02    1.15477e-05    3.95448e-06    8.73355e+01    2.31069e+02    1.86277e-05    6.37901e-06    8.01959e+01    6.46501e-06    2.21392e-06    3.19899e+02    2.57887e-05    8.83126e-06    5.05055e+01    4.07151e-06    1.39428e-06    4.07713e+02    3.28679e-05    1.12555e-05    3.58261e+01    2.88813e-06    9.89032e-07    1.39280e+02    1.12281e-05    3.84504e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.32312e+03    1.93142e+03    3.67349e+02    9.18372e+01    3.26913e+02    9.23779e+02    1.28792e+00    7.45150e+02
  mc.p5.hnu.289.nodk            289        0.08352        0.28900        0.30067        0.00350        0.20820        0.00049        0.90249        0.01393      906.83509     1951.11999       72.71920     1942.00000    6.72789e+02    3.23146e+03    1.40075e+02    1.12556e-05    3.85861e-06    8.50835e+01    2.25902e+02    1.81522e-05    6.22288e-06    7.82598e+01    6.28851e-06    2.15581e-06    3.11726e+02    2.50485e-05    8.58705e-06    4.92027e+01    3.95365e-06    1.35538e-06    3.97543e+02    3.19443e-05    1.09510e-05    3.48712e+01    2.80205e-06    9.60591e-07    1.31285e+02    1.05493e-05    3.61648e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.11667e+03    1.74602e+03    3.80687e+02    9.51717e+01    3.35575e+02    9.00366e+02    1.54513e+00    7.12043e+02
  mc.p5.hnu.290.nodk            290        0.08410        0.29000        0.30156        0.00350        0.20979        0.00049        0.91065        0.01339      831.51092     1960.97005       71.62068     1950.00000    6.56764e+02    3.13059e+03    1.37782e+02    1.09875e-05    3.77110e-06    8.42051e+01    2.23614e+02    1.78322e-05    6.12031e-06    7.71021e+01    6.14855e-06    2.11029e-06    3.08436e+02    2.45964e-05    8.44192e-06    4.87833e+01    3.89025e-06    1.33520e-06    3.93252e+02    3.13601e-05    1.07633e-05    3.45740e+01    2.75712e-06    9.46291e-07    1.28116e+02    1.02166e-05    3.50653e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.00231e+03    1.76370e+03    3.84540e+02    9.61351e+01    3.73700e+02    8.54583e+02    1.71285e+00    6.52841e+02
  mc.p5.hnu.291.nodk            291        0.08468        0.29100        0.30157        0.00350        0.20999        0.00049        0.91412        0.01320      794.43550     1952.25758       67.53755     1924.00000    6.32255e+02    3.01094e+03    1.32765e+02    1.05775e-05    3.63493e-06    8.07067e+01    2.13586e+02    1.70165e-05    5.84771e-06    7.39945e+01    5.89520e-06    2.02588e-06    2.95411e+02    2.35356e-05    8.08799e-06    4.66844e+01    3.71938e-06    1.27816e-06    3.77232e+02    3.00543e-05    1.03281e-05    3.31570e+01    2.64164e-06    9.07797e-07    1.07466e+02    8.56191e-06    2.94229e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.40512e+02    1.51614e+03    3.81131e+02    9.52827e+01    2.86057e+02    8.16635e+02    2.08686e+00    5.23478e+02
  mc.p5.hnu.292.nodk            292        0.08526        0.29200        0.30259        0.00350        0.21167        0.00049        0.91466        0.01297      769.66915     1957.13947       67.33293     1933.00000    6.26695e+02    2.96070e+03    1.32653e+02    1.04844e-05    3.60782e-06    8.05659e+01    2.13476e+02    1.68724e-05    5.80599e-06    7.38551e+01    5.83724e-06    2.00866e-06    2.95303e+02    2.33397e-05    8.03146e-06    4.67953e+01    3.69853e-06    1.27271e-06    3.76115e+02    2.97268e-05    1.02293e-05    3.30623e+01    2.61312e-06    8.99206e-07    1.10598e+02    8.74127e-06    3.00797e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.13664e+02    1.52373e+03    3.83039e+02    9.57599e+01    2.86627e+02    8.21689e+02    2.44550e+00    5.06769e+02
  mc.p5.hnu.293.nodk            293        0.08585        0.29300        0.30331        0.00350        0.21316        0.00049        0.91573        0.01296      777.55646     1970.06815       66.68172     1884.00000    6.19115e+02    2.90448e+03    1.31970e+02    1.03576e-05    3.56931e-06    8.01032e+01    2.12797e+02    1.67014e-05    5.75541e-06    7.32442e+01    5.74857e-06    1.98100e-06    2.93618e+02    2.30446e-05    7.94134e-06    4.63336e+01    3.63649e-06    1.25316e-06    3.74435e+02    2.93875e-05    1.01271e-05    3.28354e+01    2.57709e-06    8.88082e-07    7.08946e+01    5.56416e-06    1.91745e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.16359e+02    1.34412e+03    3.88117e+02    9.70292e+01    3.15216e+02    8.50860e+02    2.70344e+00    5.32043e+02
  mc.p5.hnu.294.nodk            294        0.08644        0.29400        0.30294        0.00350        0.21332        0.00049        0.90329        0.01397      904.31354     1944.79163       66.53992     1861.00000    6.13092e+02    2.87403e+03    1.30786e+02    1.02569e-05    3.54000e-06    7.98270e+01    2.11613e+02    1.65958e-05    5.72777e-06    7.29869e+01    5.72400e-06    1.97555e-06    2.92437e+02    2.29344e-05    7.91547e-06    4.63343e+01    3.63377e-06    1.25414e-06    3.73256e+02    2.92727e-05    1.01030e-05    3.27719e+01    2.57014e-06    8.87045e-07    7.15628e+01    5.61232e-06    1.93701e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.08269e+03    1.30985e+03    3.78221e+02    9.45554e+01    2.79447e+02    8.12894e+02    3.20283e+00    4.66696e+02
  mc.p5.hnu.295.nodk            295        0.08702        0.29500        0.30258        0.00350        0.21424        0.00049        0.89558        0.01471     1002.40262     1927.97928       65.70159     1884.00000    6.03437e+02    2.81670e+03    1.29278e+02    1.00953e-05    3.48992e-06    7.90233e+01    2.10113e+02    1.64078e-05    5.67211e-06    7.22513e+01    5.64214e-06    1.95047e-06    2.89935e+02    2.26411e-05    7.82695e-06    4.56826e+01    3.56738e-06    1.23323e-06    3.69752e+02    2.88741e-05    9.98166e-06    3.23637e+01    2.52729e-06    8.73676e-07    9.31060e+01    7.27069e-06    2.51345e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.20450e+03    1.10061e+03    3.71710e+02    9.29276e+01    2.78936e+02    8.20817e+02    4.19591e+00    4.43001e+02
  mc.p5.hnu.296.nodk            296        0.08762        0.29600        0.30384        0.00330        0.20753        0.00049        0.89059        0.01569     1045.13807     1834.51612       66.79098     1748.00000    6.27643e+02    3.02432e+03    1.30256e+02    1.05003e-05    3.63616e-06    7.93445e+01    2.10080e+02    1.69351e-05    5.86449e-06    7.29090e+01    5.87741e-06    2.03530e-06    2.90909e+02    2.34511e-05    8.12089e-06    4.58744e+01    3.69807e-06    1.28061e-06    3.70723e+02    2.98851e-05    1.03489e-05    3.25285e+01    2.62222e-06    9.08052e-07    6.96261e+01    5.61277e-06    1.94365e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.27140e+03    9.96488e+02    3.36545e+02    8.41362e+01    2.60153e+02    9.62652e+02    4.49102e+00    5.45170e+02
  mc.p5.hnu.297.nodk            297        0.08821        0.29700        0.30388        0.00330        0.20813        0.00049        0.88723        0.01565     1060.94025     1846.37110       68.92785     1740.00000    6.41360e+02    3.08160e+03    1.33483e+02    1.07298e-05    3.72239e-06    8.12245e+01    2.15310e+02    1.73072e-05    6.00424e-06    7.46477e+01    6.00041e-06    2.08166e-06    2.97131e+02    2.38842e-05    8.28593e-06    4.69469e+01    3.77373e-06    1.30919e-06    3.79956e+02    3.05420e-05    1.05956e-05    3.32791e+01    2.67508e-06    9.28039e-07    6.38651e+01    5.13367e-06    1.78097e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.31340e+03    1.00941e+03    3.40909e+02    8.52272e+01    3.21601e+02    1.03288e+03    4.67088e+00    6.42951e+02
  mc.p5.hnu.298.nodk            298        0.08880        0.29800        0.30476        0.00330        0.20982        0.00050        0.87912        0.01638     1156.17523     1825.21246       69.18519     1771.00000    6.37629e+02    3.03896e+03    1.33786e+02    1.06674e-05    3.70782e-06    8.13130e+01    2.15611e+02    1.71917e-05    5.97557e-06    7.43612e+01    5.92915e-06    2.06089e-06    2.97431e+02    2.37155e-05    8.24316e-06    4.70711e+01    3.75319e-06    1.30455e-06    3.80256e+02    3.03195e-05    1.05386e-05    3.33638e+01    2.66025e-06    9.24663e-07    8.98683e+01    7.16560e-06    2.49066e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.44639e+03    9.09923e+02    3.33140e+02    8.32850e+01    3.50599e+02    1.04262e+03    5.30950e+00    6.15324e+02
  mc.p5.hnu.299.nodk            299        0.08940        0.29900        0.30533        0.00330        0.20981        0.00049        0.88559        0.01571     1054.85484     1831.08575       65.88101     1798.00000    6.16754e+02    2.93958e+03    1.29401e+02    1.03181e-05    3.59366e-06    7.85582e+01    2.08224e+02    1.66032e-05    5.78266e-06    7.20149e+01    5.74228e-06    1.99996e-06    2.88051e+02    2.29684e-05    7.99958e-06    4.53849e+01    3.61888e-06    1.26040e-06    3.66862e+02    2.92527e-05    1.01883e-05    3.22130e+01    2.56858e-06    8.94600e-07    1.00245e+02    7.99325e-06    2.78393e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.29795e+03    8.13995e+02    3.35288e+02    8.38219e+01    2.99880e+02    9.85570e+02    6.22480e+00    5.17577e+02
  mc.p5.hnu.300.nodk            300        0.09000        0.30000        0.30545        0.00330        0.21198        0.00049        0.88518        0.01561     1044.77177     1833.12170       64.54089     1807.00000    6.01718e+02    2.83858e+03    1.27552e+02    1.00666e-05    3.51347e-06    7.74509e+01    2.05375e+02    1.62086e-05    5.65715e-06    7.09310e+01    5.59800e-06    1.95383e-06    2.84204e+02    2.24299e-05    7.82855e-06    4.49146e+01    3.54474e-06    1.23720e-06    3.62017e+02    2.85710e-05    9.97194e-06    3.17138e+01    2.50291e-06    8.73571e-07    1.03938e+02    8.20296e-06    2.86302e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.28210e+03    8.15806e+02    3.36034e+02    8.40084e+01    2.31689e+02    9.48129e+02    6.48406e+00    4.61277e+02
  mc.p5.hnu.301.nodk            301        0.09060        0.30100        0.30651        0.00330        0.21287        0.00049        0.89189        0.01520      964.09191     1822.30681       60.86891     1784.00000    5.74442e+02    2.69860e+03    1.22279e+02    9.61026e-06    3.36164e-06    7.43460e+01    1.97103e+02    1.54909e-05    5.41866e-06    6.79449e+01    5.33997e-06    1.86790e-06    2.71922e+02    2.13711e-05    7.47555e-06    4.30233e+01    3.38131e-06    1.18277e-06    3.47746e+02    2.73303e-05    9.56005e-06    3.04989e+01    2.39699e-06    8.38459e-07    8.97533e+01    7.05395e-06    2.46745e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.15741e+03    8.06208e+02    3.32080e+02    8.30201e+01    1.53838e+02    8.28051e+02    5.94506e+00    3.38469e+02
  mc.p5.hnu.302.nodk            302        0.09120        0.30200        0.30629        0.00330        0.21346        0.00049        0.88889        0.01499      932.61258     1811.00357       58.00574     1779.00000    5.55837e+02    2.60390e+03    1.18651e+02    9.29901e-06    3.26031e-06    7.19421e+01    1.90468e+02    1.49276e-05    5.23373e-06    6.61784e+01    5.18660e-06    1.81847e-06    2.63291e+02    2.06349e-05    7.23478e-06    4.17447e+01    3.27165e-06    1.14707e-06    3.36109e+02    2.63418e-05    9.23567e-06    2.95238e+01    2.31387e-06    8.11263e-07    9.05616e+01    7.09758e-06    2.48847e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.12385e+03    6.50703e+02    3.27973e+02    8.19933e+01    1.41515e+02    7.69251e+02    6.18246e+00    2.63200e+02
  mc.p5.hnu.303.nodk            303        0.09181        0.30300        0.30699        0.00330        0.21517        0.00051        0.88911        0.01482      913.56267     1813.15054       56.43232     1797.00000    5.41255e+02    2.51548e+03    1.16462e+02    9.05506e-06    3.18249e-06    7.06948e+01    1.87281e+02    1.45614e-05    5.11773e-06    6.48472e+01    5.04195e-06    1.77204e-06    2.59107e+02    2.01459e-05    7.08047e-06    4.08782e+01    3.17833e-06    1.11705e-06    3.30927e+02    2.57300e-05    9.04304e-06    2.90290e+01    2.25704e-06    7.93260e-07    1.01397e+02    7.88374e-06    2.77082e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.09666e+03    5.67854e+02    3.28751e+02    8.21879e+01    1.64681e+02    7.09029e+02    6.23430e+00    2.29213e+02
  mc.p5.hnu.304.nodk            304        0.09242        0.30400        0.30727        0.00330        0.21551        0.00049        0.89210        0.01458      907.46136     1843.04405       58.28177     1811.00000    5.53752e+02    2.56944e+03    1.19342e+02    9.26412e-06    3.26422e-06    7.23865e+01    1.92165e+02    1.49172e-05    5.25607e-06    6.63025e+01    5.14686e-06    1.81350e-06    2.64985e+02    2.05699e-05    7.24782e-06    4.19742e+01    3.25833e-06    1.14807e-06    3.38807e+02    2.63006e-05    9.26700e-06    2.96261e+01    2.29978e-06    8.10329e-07    9.12407e+01    7.08273e-06    2.49560e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.09004e+03    5.86733e+02    3.39681e+02    8.49203e+01    1.65279e+02    8.10575e+02    6.50740e+00    3.13031e+02
  mc.p5.hnu.305.nodk            305        0.09302        0.30500        0.30814        0.00330        0.21785        0.00049        0.88593        0.01481      935.23847     1829.44573       59.64413     1834.00000    5.53515e+02    2.54076e+03    1.20586e+02    9.26016e-06    3.27144e-06    7.33953e+01    1.94408e+02    1.49292e-05    5.27421e-06    6.75169e+01    5.18484e-06    1.83171e-06    2.69237e+02    2.06756e-05    7.30429e-06    4.24658e+01    3.26109e-06    1.15208e-06    3.43050e+02    2.63439e-05    9.30681e-06    3.01125e+01    2.31243e-06    8.16940e-07    1.25640e+02    9.64834e-06    3.40858e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.14317e+03    5.78106e+02    3.34687e+02    8.36718e+01    1.66677e+02    8.87072e+02    6.45719e+00    3.57576e+02
  mc.p5.hnu.306.nodk            306        0.09364        0.30600        0.30875        0.00330        0.21837        0.00050        0.88491        0.01480      938.48686     1831.21392       58.53150     1842.00000    5.46615e+02    2.50317e+03    1.19364e+02    9.14473e-06    3.23955e-06    7.25062e+01    1.92186e+02    1.47237e-05    5.21594e-06    6.63852e+01    5.08591e-06    1.80170e-06    2.66013e+02    2.03798e-05    7.21963e-06    4.20565e+01    3.22203e-06    1.14142e-06    3.38825e+02    2.59581e-05    9.19575e-06    2.96954e+01    2.27503e-06    8.05936e-07    1.30490e+02    9.99709e-06    3.54150e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.14544e+03    5.12663e+02    3.35334e+02    8.38336e+01    1.94245e+02    8.65082e+02    6.43219e+00    2.82903e+02
  mc.p5.hnu.307.nodk            307        0.09425        0.30700        0.30867        0.00310        0.21089        0.00049        0.88105        0.01554      932.84396     1731.50527       58.19738     1736.00000    5.57050e+02    2.64141e+03    1.17477e+02    9.31930e-06    3.31086e-06    7.15433e+01    1.90310e+02    1.50970e-05    5.36350e-06    6.53608e+01    5.18498e-06    1.84206e-06    2.62126e+02    2.07941e-05    7.38749e-06    4.14261e+01    3.28627e-06    1.16751e-06    3.34948e+02    2.65710e-05    9.43983e-06    2.92534e+01    2.32063e-06    8.24448e-07    1.22535e+02    9.72051e-06    3.45339e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.14753e+03    3.61328e+02    2.99811e+02    7.49528e+01    2.36318e+02    9.30985e+02    6.65918e+00    3.29350e+02
  mc.p5.hnu.308.nodk            308        0.09486        0.30800        0.30939        0.00310        0.21179        0.00049        0.87576        0.01590      988.39911     1731.59546       59.41055     1769.00000    5.61910e+02    2.65311e+03    1.19009e+02    9.40061e-06    3.34969e-06    7.25342e+01    1.92840e+02    1.52326e-05    5.42778e-06    6.67036e+01    5.26898e-06    1.87748e-06    2.65656e+02    2.09844e-05    7.47730e-06    4.19741e+01    3.31557e-06    1.18143e-06    3.39479e+02    2.68158e-05    9.55518e-06    2.96444e+01    2.34164e-06    8.34390e-07    1.57441e+02    1.24364e-05    4.43142e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.22819e+03    3.61366e+02    2.99842e+02    7.49606e+01    2.32602e+02    9.62411e+02    7.08161e+00    3.63165e+02
  mc.p5.hnu.309.nodk            309        0.09548        0.30900        0.30945        0.00310        0.21295        0.00049        0.88223        0.01568      977.88669     1759.27770       62.05426     1741.00000    5.78572e+02    2.71696e+03    1.23206e+02    9.67935e-06    3.45969e-06    7.49000e+01    1.99036e+02    1.56367e-05    5.58903e-06    6.87216e+01    5.39894e-06    1.92974e-06    2.74859e+02    2.15936e-05    7.71821e-06    4.33611e+01    3.40656e-06    1.21760e-06    3.49666e+02    2.74707e-05    9.81882e-06    3.06725e+01    2.40971e-06    8.61300e-07    1.06362e+02    8.35607e-06    2.98671e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.21054e+03    3.73012e+02    3.09506e+02    7.73765e+01    3.30879e+02    1.05739e+03    7.81554e+00    4.84213e+02
  mc.p5.hnu.310.nodk            310        0.09610        0.31000        0.31113        0.00310        0.21524        0.00049        0.90417        0.01448      842.81981     1812.92554       62.41445     1729.00000    5.74403e+02    2.66868e+03    1.23634e+02    9.60961e-06    3.44579e-06    7.55545e+01    2.00463e+02    1.55813e-05    5.58711e-06    6.93347e+01    5.38914e-06    1.93243e-06    2.77290e+02    2.15528e-05    7.72834e-06    4.36746e+01    3.39467e-06    1.21725e-06    3.53102e+02    2.74454e-05    9.84131e-06    3.09930e+01    2.40898e-06    8.63806e-07    6.56142e+01    5.09996e-06    1.82873e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.99736e+02    4.64392e+02    3.28670e+02    8.21675e+01    3.51475e+02    1.10824e+03    8.07313e+00    5.52808e+02
  mc.p5.hnu.311.nodk            311        0.09672        0.31100        0.31225        0.00310        0.21662        0.00049        0.90283        0.01434      828.44535     1812.22885       61.76929     1739.00000    5.69918e+02    2.63094e+03    1.23456e+02    9.53458e-06    3.43029e-06    7.50178e+01    1.99284e+02    1.53908e-05    5.53719e-06    6.89207e+01    5.32277e-06    1.91499e-06    2.75106e+02    2.12465e-05    7.64393e-06    4.35065e+01    3.36002e-06    1.20885e-06    3.50922e+02    2.71018e-05    9.75052e-06    3.07834e+01    2.37742e-06    8.55331e-07    6.99026e+01    5.39860e-06    1.94227e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.89110e+02    4.93696e+02    3.28417e+02    8.21043e+01    2.98410e+02    1.09627e+03    8.20455e+00    5.19230e+02
  mc.p5.hnu.312.nodk            312        0.09734        0.31200        0.31232        0.00310        0.21772        0.00049        0.89228        0.01499      922.33779     1807.46065       63.74339     1771.00000    5.78009e+02    2.65478e+03    1.25846e+02    9.66994e-06    3.49101e-06    7.66204e+01    2.03678e+02    1.56505e-05    5.65008e-06    7.00832e+01    5.38514e-06    1.94413e-06    2.80493e+02    2.15529e-05    7.78094e-06    4.44277e+01    3.41379e-06    1.23243e-06    3.58313e+02    2.75325e-05    9.93970e-06    3.13875e+01    2.41179e-06    8.70698e-07    9.46546e+01    7.27319e-06    2.62574e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.12675e+03    4.91101e+02    3.26691e+02    8.16729e+01    3.30728e+02    1.10829e+03    7.61645e+00    5.90374e+02
  mc.p5.hnu.313.nodk            313        0.09797        0.31300        0.31142        0.00310        0.21798        0.00050        0.89918        0.01469      865.98633     1801.62447       62.17207     1771.00000    5.66503e+02    2.59891e+03    1.23485e+02    9.47745e-06    3.43377e-06    7.52794e+01    1.99309e+02    1.52969e-05    5.54222e-06    6.90932e+01    5.30289e-06    1.92128e-06    2.76139e+02    2.11936e-05    7.67863e-06    4.36849e+01    3.35281e-06    1.21475e-06    3.51952e+02    2.70123e-05    9.78680e-06    3.08125e+01    2.36486e-06    8.56809e-07    9.69054e+01    7.43748e-06    2.69467e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.03882e+03    4.87935e+02    3.24585e+02    8.11463e+01    2.97761e+02    1.09750e+03    7.78333e+00    5.29843e+02
  mc.p5.hnu.314.nodk            314        0.09860        0.31400        0.31155        0.00310        0.21933        0.00050        0.88454        0.01554      957.27110     1761.10842       61.19399     1765.00000    5.57307e+02    2.54096e+03    1.22234e+02    9.32360e-06    3.39055e-06    7.42012e+01    1.97060e+02    1.50311e-05    5.46610e-06    6.78260e+01    5.17356e-06    1.88138e-06    2.71879e+02    2.07381e-05    7.54145e-06    4.29046e+01    3.27263e-06    1.19010e-06    3.46696e+02    2.64449e-05    9.61674e-06    3.03952e+01    2.31846e-06    8.43112e-07    1.26278e+02    9.63208e-06    3.50273e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.17748e+03    4.29418e+02    3.10150e+02    7.75376e+01    2.71266e+02    1.03162e+03    7.26134e+00    4.39968e+02
