             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2         ses_br         ses_u2     comb_sigma        dt_pull    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape
  mc.p5.hnu.282.nodk            282        0.07952        0.28200        0.29772        0.00370        0.21219        0.00049        0.89279        0.01463     1114.44913     2036.71547       80.41175     1948.00000    1.51171e+02    7.12432e+02    1.51171e+02    1.19188e-05    4.06253e-06    7.88429e-08    2.68737e-08    9.22104e+01   -9.62098e-01    2.43996e+02    1.92374e-05    6.55707e-06    8.45931e+01    6.66957e-06    2.27333e-06    3.37826e+02    2.66352e-05    9.07863e-06    5.35186e+01    4.21956e-06    1.43824e-06    4.30643e+02    3.39531e-05    1.15730e-05    3.79332e+01    2.99077e-06    1.01941e-06    8.65614e+01    6.82476e-06    2.32622e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.40947e+03    2.55416e+03    4.14821e+02    1.03705e+02    3.67575e+02    8.30298e+02    1.45877e-01    7.85868e+02
  mc.p5.hnu.283.nodk            283        0.08009        0.28300        0.29803        0.00370        0.21289        0.00049        0.88168        0.01506     1198.24832     2026.37143       82.37377     1975.00000    1.54240e+02    7.24512e+02    1.54240e+02    1.21209e-05    4.13377e-06    7.85845e-08    2.68008e-08    9.38712e+01   -5.47254e-01    2.49069e+02    1.95730e-05    6.67526e-06    8.61214e+01    6.76781e-06    2.30813e-06    3.43893e+02    2.70247e-05    9.21663e-06    5.44094e+01    4.27574e-06    1.45822e-06    4.37705e+02    3.43968e-05    1.17309e-05    3.85372e+01    3.02843e-06    1.03283e-06    1.11148e+02    8.73454e-06    2.97887e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.57067e+03    2.52829e+03    4.10618e+02    1.02655e+02    4.02187e+02    8.91318e+02    2.55764e-01    8.79447e+02
  mc.p5.hnu.284.nodk            284        0.08066        0.28400        0.29806        0.00370        0.21413        0.00049        0.87661        0.01503     1209.44438     2028.15550       82.37807     2025.00000    1.54480e+02    7.21419e+02    1.54480e+02    1.20691e-05    4.11881e-06    7.81274e-08    2.66623e-08    9.38845e+01   -3.36104e-02    2.49309e+02    1.94778e-05    6.64715e-06    8.62448e+01    6.73808e-06    2.29949e-06    3.43124e+02    2.68074e-05    9.14849e-06    5.44729e+01    4.25583e-06    1.45237e-06    4.37944e+02    3.42154e-05    1.16766e-05    3.85747e+01    3.01374e-06    1.02849e-06    1.51485e+02    1.18352e-05    4.03895e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.61411e+03    2.30786e+03    4.11341e+02    1.02835e+02    4.32491e+02    9.62949e+02    4.22324e-01    9.54134e+02
  mc.p5.hnu.285.nodk            285        0.08123        0.28500        0.29877        0.00370        0.21513        0.00049        0.87925        0.01509     1229.44435     2042.46714       83.10771     2020.00000    1.55343e+02    7.22097e+02    1.55343e+02    1.20805e-05    4.12571e-06    7.77664e-08    2.65587e-08    9.46011e+01   -2.37494e-01    2.51174e+02    1.95329e-05    6.67084e-06    8.66180e+01    6.73597e-06    2.30046e-06    3.45992e+02    2.69065e-05    9.18908e-06    5.49210e+01    4.27101e-06    1.45863e-06    4.41814e+02    3.43583e-05    1.17340e-05    3.88542e+01    3.02155e-06    1.03192e-06    1.34768e+02    1.04804e-05    3.57926e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.62213e+03    2.34054e+03    4.17167e+02    1.04292e+02    4.52952e+02    9.95228e+02    7.01806e-01    9.73873e+02
  mc.p5.hnu.286.nodk            286        0.08180        0.28600        0.29885        0.00350        0.20869        0.00049        0.86922        0.01613     1236.69538     1895.64640       76.45112     1928.00000    1.44287e+02    6.91401e+02    1.44287e+02    1.15670e-05    3.95357e-06    8.01663e-08    2.74007e-08    8.79797e+01    3.67740e-01    2.33114e+02    1.86879e-05    6.38750e-06    8.06069e+01    6.46196e-06    2.20869e-06    3.21937e+02    2.58085e-05    8.82131e-06    5.09405e+01    4.08371e-06    1.39581e-06    4.10756e+02    3.29287e-05    1.12550e-05    3.60793e+01    2.89235e-06    9.88599e-07    1.77596e+02    1.42372e-05    4.86625e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.63096e+03    1.88935e+03    3.59348e+02    8.98369e+01    3.17229e+02    8.62902e+02    8.94533e-01    6.94258e+02
  mc.p5.hnu.287.nodk            287        0.08237        0.28700        0.29900        0.00350        0.20950        0.00049        0.88391        0.01547     1174.54514     1957.90481       79.42598     1933.00000    1.48856e+02    7.10523e+02    1.48856e+02    1.18869e-05    4.06659e-06    7.98547e-08    2.73189e-08    9.09197e+01   -2.73921e-01    2.40682e+02    1.92196e-05    6.57517e-06    8.31644e+01    6.64107e-06    2.27196e-06    3.32506e+02    2.65521e-05    9.08370e-06    5.28067e+01    4.21686e-06    1.44262e-06    4.24325e+02    3.38843e-05    1.15921e-05    3.73778e+01    2.98479e-06    1.02112e-06    1.26701e+02    1.01177e-05    3.46134e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.50903e+03    2.01549e+03    3.83339e+02    9.58348e+01    4.00216e+02    9.93481e+02    1.07656e+00    9.10024e+02
  mc.p5.hnu.288.nodk            288        0.08294        0.28800        0.30040        0.00350        0.21125        0.00049        0.89017        0.01469     1056.67023     1970.20052       77.15609     1948.00000    1.46438e+02    6.93194e+02    1.46438e+02    1.15970e-05    3.97135e-06    7.91939e-08    2.71197e-08    8.90127e+01   -2.49408e-01    2.36266e+02    1.87108e-05    6.40747e-06    8.17985e+01    6.47794e-06    2.21835e-06    3.26089e+02    2.58242e-05    8.84343e-06    5.16717e+01    4.09208e-06    1.40132e-06    4.15906e+02    3.29372e-05    1.12793e-05    3.65875e+01    2.89750e-06    9.92243e-07    1.25913e+02    9.97155e-06    3.41473e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.34666e+03    2.04088e+03    3.88169e+02    9.70423e+01    3.44252e+02    9.54248e+02    1.33475e+00    7.80475e+02
  mc.p5.hnu.289.nodk            289        0.08352        0.28900        0.30067        0.00350        0.21206        0.00049        0.89963        0.01389      950.81335     1997.83284       74.23377     1981.00000    1.41934e+02    6.69315e+02    1.41934e+02    1.11975e-05    3.83868e-06    7.88919e-08    2.70455e-08    8.66515e+01   -1.94259e-01    2.29764e+02    1.81265e-05    6.21408e-06    7.96363e+01    6.28266e-06    2.15380e-06    3.17590e+02    2.50553e-05    8.58937e-06    5.02198e+01    3.96193e-06    1.35822e-06    4.04402e+02    3.19040e-05    1.09372e-05    3.55267e+01    2.80277e-06    9.60836e-07    1.26772e+02    1.00013e-05    3.42862e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.17833e+03    1.83063e+03    3.99134e+02    9.97834e+01    3.44090e+02    9.15942e+02    1.61604e+00    7.41123e+02
  mc.p5.hnu.290.nodk            290        0.08410        0.29000        0.30156        0.00350        0.21386        0.00049        0.90976        0.01322      850.24282     2006.74151       72.80628     2005.00000    1.40113e+02    6.55169e+02    1.40113e+02    1.09608e-05    3.76194e-06    7.82282e-08    2.68492e-08    8.54839e+01   -2.03724e-02    2.26943e+02    1.77534e-05    6.09326e-06    7.85284e+01    6.14313e-06    2.10843e-06    3.12763e+02    2.44669e-05    8.39746e-06    4.94861e+01    3.87121e-06    1.32867e-06    3.99586e+02    3.12589e-05    1.07286e-05    3.51187e+01    2.74727e-06    9.42909e-07    1.39112e+02    1.08825e-05    3.73506e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.03012e+03    1.84699e+03    4.02701e+02    1.00675e+02    3.77478e+02    8.70241e+02    1.90247e+00    6.70638e+02
  mc.p5.hnu.291.nodk            291        0.08468        0.29100        0.30157        0.00350        0.21387        0.00049        0.91620        0.01289      801.04719     2011.37749       68.51407     1984.00000    1.34586e+02    6.29275e+02    1.34586e+02    1.05276e-05    3.61779e-06    7.82223e-08    2.68810e-08    8.18875e+01   -3.34331e-01    2.17416e+02    1.70067e-05    5.84434e-06    7.51164e+01    5.87578e-06    2.01920e-06    3.00239e+02    2.34854e-05    8.07072e-06    4.74362e+01    3.71056e-06    1.27513e-06    3.83058e+02    2.99637e-05    1.02970e-05    3.35836e+01    2.62699e-06    9.02761e-07    1.10080e+02    8.61072e-06    2.95906e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.43821e+02    1.60935e+03    4.04564e+02    1.01141e+02    2.83288e+02    8.27698e+02    2.28271e+00    5.22028e+02
  mc.p5.hnu.292.nodk            292        0.08526        0.29200        0.30259        0.00350        0.21564        0.00049        0.91607        0.01261      772.32894     2018.29053       68.31472     1979.00000    1.34471e+02    6.23598e+02    1.34471e+02    1.04326e-05    3.58999e-06    7.75829e-08    2.66972e-08    8.17630e+01   -4.80542e-01    2.17302e+02    1.68589e-05    5.80134e-06    7.49853e+01    5.81757e-06    2.00190e-06    2.99117e+02    2.32063e-05    7.98557e-06    4.73282e+01    3.67186e-06    1.26353e-06    3.81937e+02    2.96317e-05    1.01966e-05    3.36222e+01    2.60851e-06    8.97618e-07    1.00728e+02    7.81480e-06    2.68917e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.15204e+02    1.62044e+03    4.07350e+02    1.01837e+02    2.88186e+02    8.26895e+02    2.64547e+00    5.04349e+02
  mc.p5.hnu.293.nodk            293        0.08585        0.29300        0.30331        0.00350        0.21686        0.00049        0.91529        0.01287      816.78058     2031.83708       69.57033     1939.00000    1.35781e+02    6.26116e+02    1.35781e+02    1.04748e-05    3.60967e-06    7.71447e-08    2.65846e-08    8.28967e+01   -1.11991e+00    2.19608e+02    1.69416e-05    5.83819e-06    7.58280e+01    5.84973e-06    2.01586e-06    3.03432e+02    2.34081e-05    8.06661e-06    4.81542e+01    3.71484e-06    1.28016e-06    3.87250e+02    2.98743e-05    1.02949e-05    3.40738e+01    2.62862e-06    9.05839e-07    7.16724e+01    5.52915e-06    1.90538e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.65205e+02    1.42973e+03    4.12836e+02    1.03209e+02    3.82968e+02    9.02094e+02    2.81561e+00    6.41171e+02
  mc.p5.hnu.294.nodk            294        0.08644        0.29400        0.30294        0.00350        0.21705        0.00049        0.90018        0.01381      935.24821     1993.10357       68.16713     1928.00000    1.34201e+02    6.18292e+02    1.34201e+02    1.03439e-05    3.57003e-06    7.70774e-08    2.66021e-08    8.14853e+01   -7.98960e-01    2.16025e+02    1.66506e-05    5.74671e-06    7.46827e+01    5.75634e-06    1.98672e-06    2.98853e+02    2.30348e-05    7.95011e-06    4.73070e+01    3.64630e-06    1.25847e-06    3.80665e+02    2.93407e-05    1.01265e-05    3.34227e+01    2.57614e-06    8.89114e-07    8.36147e+01    6.44480e-06    2.22433e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.13492e+03    1.37574e+03    3.97246e+02    9.93115e+01    2.91206e+02    8.39102e+02    3.42126e+00    5.05810e+02
  mc.p5.hnu.295.nodk            295        0.08702        0.29500        0.30258        0.00350        0.21794        0.00050        0.89515        0.01447     1025.74469     1981.18880       66.99876     1941.00000    1.32396e+02    6.07489e+02    1.32396e+02    1.01631e-05    3.51336e-06    7.67633e-08    2.65368e-08    8.04365e+01   -4.99634e-01    2.13219e+02    1.63674e-05    5.65815e-06    7.36541e+01    5.65393e-06    1.95454e-06    2.95047e+02    2.26488e-05    7.82961e-06    4.66540e+01    3.58132e-06    1.23805e-06    3.75860e+02    2.88523e-05    9.97412e-06    3.29599e+01    2.53011e-06    8.74649e-07    9.79868e+01    7.52179e-06    2.60025e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.23928e+03    1.16220e+03    3.92511e+02    9.81277e+01    2.89402e+02    8.36230e+02    4.36331e+00    4.66724e+02
  mc.p5.hnu.296.nodk            296        0.08762        0.29600        0.30384        0.00330        0.21160        0.00049        0.89195        0.01535     1050.95727     1884.05961       67.13689     1803.00000    1.31710e+02    6.22451e+02    1.31710e+02    1.04134e-05    3.60608e-06    7.90636e-08    2.73790e-08    7.99464e+01   -1.01392e+00    2.12538e+02    1.68040e-05    5.81909e-06    7.34978e+01    5.81100e-06    2.01230e-06    2.92351e+02    2.31143e-05    8.00429e-06    4.63849e+01    3.66735e-06    1.26997e-06    3.73169e+02    2.95041e-05    1.02170e-05    3.28194e+01    2.59482e-06    8.98563e-07    7.30144e+01    5.77278e-06    1.99906e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.27627e+03    1.05104e+03    3.54968e+02    8.87420e+01    2.49834e+02    9.63492e+02    4.81463e+00    5.18202e+02
  mc.p5.hnu.297.nodk            297        0.08821        0.29700        0.30388        0.00330        0.21214        0.00050        0.88957        0.01519     1058.02069     1904.32404       69.98567     1800.00000    1.35591e+02    6.39148e+02    1.35591e+02    1.06928e-05    3.70955e-06    7.88606e-08    2.73584e-08    8.24762e+01   -1.26490e+00    2.18414e+02    1.72243e-05    5.97545e-06    7.54664e+01    5.95132e-06    2.06464e-06    3.02242e+02    2.38350e-05    8.26885e-06    4.78111e+01    3.77041e-06    1.30803e-06    3.85055e+02    3.03657e-05    1.05345e-05    3.37826e+01    2.66412e-06    9.24237e-07    6.62892e+01    5.22761e-06    1.81357e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.30769e+03    1.07377e+03    3.62645e+02    9.06613e+01    3.31272e+02    1.05338e+03    5.06918e+00    6.73503e+02
  mc.p5.hnu.298.nodk            298        0.08880        0.29800        0.30476        0.00330        0.21373        0.00050        0.88009        0.01610     1186.65213     1883.05628       70.55711     1817.00000    1.36443e+02    6.38385e+02    1.36443e+02    1.06800e-05    3.71222e-06    7.82749e-08    2.72072e-08    8.28333e+01   -7.97460e-01    2.19264e+02    1.71628e-05    5.96555e-06    7.60931e+01    5.95618e-06    2.07028e-06    3.03088e+02    2.37242e-05    8.24618e-06    4.80107e+01    3.75803e-06    1.30624e-06    3.86908e+02    3.02852e-05    1.05267e-05    3.39678e+01    2.65882e-06    9.24167e-07    8.50469e+01    6.65703e-06    2.31389e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.48341e+03    9.68511e+02    3.54590e+02    8.86475e+01    3.56433e+02    1.06253e+03    5.56569e+00    6.58619e+02
  mc.p5.hnu.299.nodk            299        0.08940        0.29900        0.30533        0.00330        0.21387        0.00049        0.88548        0.01542     1075.34280     1883.00217       67.11003     1842.00000    1.31720e+02    6.15881e+02    1.31720e+02    1.03035e-05    3.58857e-06    7.82231e-08    2.72440e-08    7.99172e+01   -5.13058e-01    2.11538e+02    1.65472e-05    5.76315e-06    7.34846e+01    5.74819e-06    2.00201e-06    2.92362e+02    2.28694e-05    7.96510e-06    4.63675e+01    3.62701e-06    1.26324e-06    3.73180e+02    2.91913e-05    1.01669e-05    3.28034e+01    2.56599e-06    8.93696e-07    9.65760e+01    7.55447e-06    2.63112e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.32733e+03    8.60807e+02    3.54570e+02    8.86424e+01    3.30022e+02    1.00177e+03    6.42372e+00    5.34185e+02
  mc.p5.hnu.300.nodk            300        0.09000        0.30000        0.30545        0.00330        0.21621        0.00049        0.88211        0.01555     1093.18197     1875.40474       66.27462     1854.00000    1.30087e+02    6.01654e+02    1.30087e+02    1.00655e-05    3.51309e-06    7.73755e-08    2.70058e-08    7.91690e+01   -2.70368e-01    2.09912e+02    1.62421e-05    5.66885e-06    7.27240e+01    5.62706e-06    1.96397e-06    2.89733e+02    2.24183e-05    7.82448e-06    4.59550e+01    3.55579e-06    1.24105e-06    3.69549e+02    2.85941e-05    9.97997e-06    3.24137e+01    2.50803e-06    8.75359e-07    1.10622e+02    8.55944e-06    2.98744e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.35271e+03    8.53875e+02    3.51714e+02    8.79286e+01    2.47360e+02    9.78223e+02    6.97172e+00    5.13544e+02
  mc.p5.hnu.301.nodk            301        0.09060        0.30100        0.30651        0.00330        0.21696        0.00049        0.89474        0.01482      980.48345     1890.53717       63.60342     1833.00000    1.26477e+02    5.82940e+02    1.26477e+02    9.75243e-06    3.41137e-06    7.71084e-08    2.69723e-08    7.70450e+01   -7.46800e-01    2.04303e+02    1.57535e-05    5.51052e-06    7.06558e+01    5.44816e-06    1.90575e-06    2.82125e+02    2.17542e-05    7.60955e-06    4.46393e+01    3.44206e-06    1.20402e-06    3.59943e+02    2.77546e-05    9.70848e-06    3.16054e+01    2.43704e-06    8.52469e-07    8.14002e+01    6.27664e-06    2.19555e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.17687e+03    8.67710e+02    3.57413e+02    8.93533e+01    1.97001e+02    9.20374e+02    6.51687e+00    4.30157e+02
  mc.p5.hnu.302.nodk            302        0.09120        0.30200        0.30629        0.00330        0.21778        0.00049        0.88846        0.01476      958.16835     1862.64826       58.97307     1828.00000    1.19869e+02    5.50423e+02    1.19869e+02    9.20843e-06    3.22855e-06    7.68209e-08    2.69341e-08    7.30785e+01   -4.74124e-01    1.93693e+02    1.48797e-05    5.21695e-06    6.69819e+01    5.14561e-06    1.80410e-06    2.67514e+02    2.05507e-05    7.20524e-06    4.23281e+01    3.25168e-06    1.14007e-06    3.41331e+02    2.62213e-05    9.19343e-06    2.99723e+01    2.30250e-06    8.07277e-07    9.04079e+01    6.94522e-06    2.43505e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.15438e+03    6.88345e+02    3.46946e+02    8.67365e+01    1.46633e+02    7.79672e+02    6.51352e+00    2.68600e+02
  mc.p5.hnu.303.nodk            303        0.09181        0.30300        0.30699        0.00330        0.21939        0.00051        0.89163        0.01450      920.65020     1865.42434       56.83507     1853.00000    1.17322e+02    5.34769e+02    1.17322e+02    8.94655e-06    3.14435e-06    7.62564e-08    2.68010e-08    7.13838e+01   -1.74050e-01    1.89145e+02    1.44235e-05    5.06928e-06    6.56897e+01    5.00926e-06    1.76055e-06    2.61974e+02    1.99772e-05    7.02117e-06    4.13125e+01    3.15034e-06    1.10722e-06    3.33786e+02    2.54533e-05    8.94581e-06    2.92984e+01    2.23419e-06    7.85226e-07    1.05841e+02    8.07103e-06    2.83664e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.09792e+03    6.01069e+02    3.47981e+02    8.69952e+01    1.60142e+02    7.09394e+02    6.48552e+00    2.20236e+02
  mc.p5.hnu.304.nodk            304        0.09242        0.30400        0.30727        0.00330        0.21955        0.00050        0.88764        0.01460      958.60439     1882.21658       59.34202     1855.00000    1.21012e+02    5.51176e+02    1.21012e+02    9.22103e-06    3.24903e-06    7.61992e-08    2.68488e-08    7.35098e+01   -3.70244e-01    1.94834e+02    1.48462e-05    5.23104e-06    6.73141e+01    5.12928e-06    1.80730e-06    2.69662e+02    2.05480e-05    7.24010e-06    4.26493e+01    3.24985e-06    1.14508e-06    3.43469e+02    2.61720e-05    9.22172e-06    3.01196e+01    2.29509e-06    8.08675e-07    9.67518e+01    7.37241e-06    2.59767e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.16136e+03    6.11939e+02    3.54274e+02    8.85685e+01    1.63525e+02    8.21455e+02    6.90472e+00    3.13448e+02
  mc.p5.hnu.305.nodk            305        0.09302        0.30500        0.30814        0.00330        0.22194        0.00050        0.88290        0.01479      989.81597     1878.14809       61.38895     1876.00000    1.23757e+02    5.57604e+02    1.23757e+02    9.32857e-06    3.29561e-06    7.53782e-08    2.66297e-08    7.51449e+01   -2.85860e-02    1.99583e+02    1.50442e-05    5.31482e-06    6.91507e+01    5.21245e-06    1.84146e-06    2.75403e+02    2.07594e-05    7.33390e-06    4.34424e+01    3.27461e-06    1.15686e-06    3.51218e+02    2.64742e-05    9.35283e-06    3.07846e+01    2.32049e-06    8.19785e-07    1.21753e+02    9.17750e-06    3.24224e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.22009e+03    6.09296e+02    3.52744e+02    8.81860e+01    1.92032e+02    9.13254e+02    6.88256e+00    3.86122e+02
  mc.p5.hnu.306.nodk            306        0.09364        0.30600        0.30875        0.00330        0.22237        0.00050        0.88665        0.01447      948.48563     1887.51372       59.31534     1902.00000    1.20737e+02    5.42963e+02    1.20737e+02    9.08364e-06    3.21791e-06    7.52348e-08    2.66522e-08    7.35243e+01    1.97027e-01    1.95569e+02    1.47136e-05    5.21234e-06    6.71921e+01    5.05519e-06    1.79082e-06    2.69386e+02    2.02672e-05    7.17973e-06    4.25974e+01    3.20481e-06    1.13531e-06    3.44204e+02    2.58961e-05    9.17379e-06    3.00955e+01    2.26423e-06    8.02111e-07    1.35905e+02    1.02248e-05    3.62218e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.15362e+03    5.44670e+02    3.56271e+02    8.90677e+01    1.95175e+02    8.81139e+02    6.81275e+00    2.91555e+02
  mc.p5.hnu.307.nodk            307        0.09425        0.30700        0.30867        0.00310        0.21525        0.00049        0.88395        0.01505      929.83163     1790.84307       58.85316     1796.00000    1.18694e+02    5.51423e+02    1.18694e+02    9.22516e-06    3.27741e-06    7.77223e-08    2.76123e-08    7.24882e+01    7.11416e-02    1.92525e+02    1.49635e-05    5.31604e-06    6.65312e+01    5.17096e-06    1.83708e-06    2.65341e+02    2.06229e-05    7.32667e-06    4.18840e+01    3.25532e-06    1.15651e-06    3.39164e+02    2.63606e-05    9.36510e-06    2.97169e+01    2.30966e-06    8.20550e-07    1.24760e+02    9.69660e-06    3.44490e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.13826e+03    3.86518e+02    3.20712e+02    8.01780e+01    2.39177e+02    9.46573e+02    6.93575e+00    3.45346e+02
  mc.p5.hnu.308.nodk            308        0.09486        0.30800        0.30939        0.00310        0.21642        0.00049        0.87698        0.01562     1009.22848     1783.73864       61.05074     1816.00000    1.21658e+02    5.62143e+02    1.21658e+02    9.40451e-06    3.35108e-06    7.73027e-08    2.75450e-08    7.42356e+01    4.34581e-01    1.96482e+02    1.51886e-05    5.41211e-06    6.80573e+01    5.26101e-06    1.87464e-06    2.72312e+02    2.10504e-05    7.50084e-06    4.30303e+01    3.32635e-06    1.18527e-06    3.47125e+02    2.68337e-05    9.56157e-06    3.04736e+01    2.35569e-06    8.39397e-07    1.55025e+02    1.19839e-05    4.27017e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.25490e+03    3.83457e+02    3.18172e+02    7.95431e+01    2.51572e+02    1.01381e+03    7.50925e+00    4.18226e+02
  mc.p5.hnu.309.nodk            309        0.09548        0.30900        0.30945        0.00310        0.21735        0.00049        0.88340        0.01525      994.25719     1826.16785       63.20937     1795.00000    1.25619e+02    5.77961e+02    1.25619e+02    9.66914e-06    3.45604e-06    7.69722e-08    2.75121e-08    7.62994e+01   -4.08494e-01    2.02443e+02    1.55825e-05    5.56965e-06    6.97790e+01    5.37104e-06    1.91977e-06    2.79264e+02    2.14955e-05    7.68314e-06    4.41656e+01    3.39952e-06    1.21509e-06    3.57089e+02    2.74859e-05    9.82429e-06    3.13009e+01    2.40930e-06    8.61154e-07    9.81159e+01    7.55220e-06    2.69938e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.23095e+03    4.01917e+02    3.33489e+02    8.33722e+01    3.39254e+02    1.08969e+03    8.61696e+00    5.08143e+02
  mc.p5.hnu.310.nodk            310        0.09610        0.31000        0.31113        0.00310        0.21992        0.00050        0.89960        0.01447      897.22661     1861.98926       63.48126     1781.00000    1.25549e+02    5.70895e+02    1.25549e+02    9.55092e-06    3.42475e-06    7.60734e-08    2.72783e-08    7.67584e+01   -1.05512e+00    2.03377e+02    1.54716e-05    5.54778e-06    7.05147e+01    5.36430e-06    1.92352e-06    2.81201e+02    2.13919e-05    7.67067e-06    4.44614e+01    3.38233e-06    1.21283e-06    3.59020e+02    2.73119e-05    9.79345e-06    3.14426e+01    2.39195e-06    8.57700e-07    6.86125e+01    5.21959e-06    1.87163e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.07405e+03    4.89868e+02    3.46700e+02    8.66751e+01    3.49422e+02    1.11915e+03    8.43503e+00    5.55567e+02
  mc.p5.hnu.311.nodk            311        0.09672        0.31100        0.31225        0.00310        0.22109        0.00050        0.90411        0.01401      839.25107     1870.15413       63.07280     1797.00000    1.25926e+02    5.69580e+02    1.25926e+02    9.52893e-06    3.42825e-06    7.56708e-08    2.72243e-08    7.64744e+01   -9.56583e-01    2.02749e+02    1.53422e-05    5.51971e-06    7.00387e+01    5.29988e-06    1.90676e-06    2.80578e+02    2.12316e-05    7.63855e-06    4.43599e+01    3.35675e-06    1.20767e-06    3.57388e+02    2.70438e-05    9.72965e-06    3.13258e+01    2.37045e-06    8.52824e-07    7.20120e+01    5.44921e-06    1.96048e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.00191e+03    5.25761e+02    3.49748e+02    8.74369e+01    3.27151e+02    1.12287e+03    8.42517e+00    5.54879e+02
  mc.p5.hnu.312.nodk            312        0.09734        0.31200        0.31232        0.00310        0.22205        0.00050        0.88976        0.01488      957.73564     1850.74819       64.19925     1834.00000    1.26645e+02    5.70337e+02    1.26645e+02    9.54159e-06    3.44467e-06    7.53413e-08    2.71995e-08    7.72806e+01   -2.16719e-01    2.05478e+02    1.54810e-05    5.58889e-06    7.08763e+01    5.33992e-06    1.92780e-06    2.83297e+02    2.13440e-05    7.70553e-06    4.48271e+01    3.37734e-06    1.21927e-06    3.61112e+02    2.72066e-05    9.82205e-06    3.16307e+01    2.38310e-06    8.60340e-07    1.11574e+02    8.40617e-06    3.03477e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.17364e+03    5.14906e+02    3.42527e+02    8.56317e+01    3.22828e+02    1.10903e+03    8.03401e+00    5.64948e+02
  mc.p5.hnu.313.nodk            313        0.09797        0.31300        0.31142        0.00310        0.22252        0.00050        0.89940        0.01450      903.51515     1864.53283       62.77691     1827.00000    1.25083e+02    5.62114e+02    1.25083e+02    9.40402e-06    3.40716e-06    7.51821e-08    2.72391e-08    7.61937e+01   -4.92598e-01    2.01909e+02    1.51799e-05    5.49982e-06    6.99453e+01    5.25863e-06    1.90525e-06    2.78729e+02    2.09555e-05    7.59235e-06    4.42098e+01    3.32378e-06    1.20424e-06    3.56556e+02    2.68066e-05    9.71228e-06    3.11820e+01    2.34433e-06    8.49371e-07    9.32135e+01    7.00798e-06    2.53906e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.07957e+03    5.22605e+02    3.47648e+02    8.69121e+01    2.91038e+02    1.09815e+03    8.21475e+00    5.06795e+02
  mc.p5.hnu.314.nodk            314        0.09860        0.31400        0.31155        0.00310        0.22390        0.00050        0.88710        0.01522      977.69514     1822.90787       61.89668     1831.00000    1.23063e+02    5.49642e+02    1.23063e+02    9.19537e-06    3.34392e-06    7.47211e-08    2.71725e-08    7.51938e+01    1.07617e-01    1.99896e+02    1.49365e-05    5.43168e-06    6.88402e+01    5.14382e-06    1.87056e-06    2.75718e+02    2.06019e-05    7.49194e-06    4.35357e+01    3.25304e-06    1.18297e-06    3.51531e+02    2.62668e-05    9.55198e-06    3.08394e+01    2.30435e-06    8.37984e-07    1.32159e+02    9.87510e-06    3.59110e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.19075e+03    4.60085e+02    3.32299e+02    8.30748e+01    2.68976e+02    1.04783e+03    7.90656e+00    4.40278e+02
