              ntotal                 eff                  up                down               width                 rat
                1000                0.57            0.596074             0.54362           0.0524533             1.53853
                1000                0.58            0.605973            0.553677           0.0522958             1.51077
                1000                0.59            0.615861            0.563745           0.0521166             1.48347
                1000                 0.6            0.625739            0.573823           0.0519157              1.4566
                1000                0.61            0.635606            0.583913           0.0516927             1.43014
                1000                0.62            0.645461            0.594014           0.0514473             1.40407
                1000                0.63            0.655305            0.604126           0.0511792             1.37835
                1000                0.64            0.665138             0.61425           0.0508881             1.35298
                1000                0.65            0.674958            0.624385           0.0505735             1.32794
                1000                0.66            0.684767            0.634532           0.0502349              1.3032
                1000                0.67            0.694564            0.644692            0.049872             1.27874
                1000                0.68            0.704348            0.654864           0.0494841             1.25455
                1000                0.69            0.714119            0.665049           0.0490706             1.23061
                1000                 0.7            0.723877            0.675246           0.0486308              1.2069
                1000                0.71            0.733622            0.685458           0.0481641             1.18341
                1000                0.72            0.743353            0.695683           0.0476697             1.16012
                1000                0.73            0.753069            0.705922           0.0471465             1.13701
                1000                0.74             0.76277            0.716177           0.0465937             1.11406
                1000                0.75            0.772457            0.726446           0.0460102             1.09127
                1000                0.76            0.782127            0.736732           0.0453946              1.0686
                1000                0.77             0.79178            0.747034           0.0447458             1.04606
                1000                0.78            0.801416            0.757354           0.0440621             1.02361
                1000                0.79            0.811034            0.767692            0.043342             1.00125
                1000                 0.8            0.820632            0.778049           0.0425834            0.978948
                1000                0.81             0.83021            0.788426           0.0417843            0.956696
                1000                0.82            0.839767            0.798824           0.0409422            0.934473
                1000                0.83              0.8493            0.809246           0.0400544            0.912258
                1000                0.84            0.858809            0.819692           0.0391176            0.890032
                1000                0.85            0.868292            0.830164           0.0381281            0.867772
                1000                0.86            0.877746            0.840664           0.0370816            0.845455
                1000                0.87            0.887168            0.851195           0.0359731            0.823056
                1000                0.88            0.896557            0.861761           0.0347963            0.800548
                1000                0.89            0.905907            0.872363           0.0335439            0.777901
                1000                 0.9            0.915215            0.883008           0.0322068            0.755081
                1000                0.91            0.924475            0.893701           0.0307735            0.732051
                1000                0.92            0.933678            0.904449           0.0292295            0.708768
                1000                0.93            0.942817            0.915261           0.0275554            0.685183
                1000                0.94            0.951876            0.926151           0.0257248            0.661238
                1000                0.95            0.960836            0.937137           0.0236999             0.63686
                1000                0.96             0.96967            0.948247           0.0214229            0.611961
                1000                0.97            0.978325            0.959528           0.0187975            0.586417
                1000                0.98            0.986707             0.97107           0.0156371            0.560045
                1000                0.99            0.994565            0.983097            0.011468            0.532491
                1000                   1                   1            0.997009          0.00299125            0.502232
                1050                 0.5            0.525833            0.474167            0.051667             1.74727
                1050                0.51            0.535333            0.483675           0.0516578             1.71556
                1050                0.52            0.545772            0.494145           0.0516264             1.68446
                1050                0.53            0.555252            0.503673           0.0515786             1.65411
                1050                0.54            0.565669            0.514164           0.0515046             1.62419
                1050                0.55             0.57513            0.523712           0.0514178             1.59505
                1050                0.56            0.585526            0.534225           0.0513008             1.56619
                1050                0.57            0.594966            0.543792           0.0511748             1.53814
                1050                0.58            0.605341            0.554326           0.0510142             1.51021
                1050                0.59            0.614762            0.563913           0.0508482             1.48315
                1050                 0.6            0.625113             0.57447           0.0506433             1.45607
                1050                0.61            0.634514            0.584077           0.0504365             1.42988
                1050                0.62            0.644843            0.594657           0.0501862             1.40355
                1050                0.63            0.654223            0.604285           0.0499375             1.37815
                1050                0.64            0.664529            0.614888           0.0496404             1.35248
                1050                0.65            0.673887            0.624538           0.0493484             1.32779
                1050                0.66            0.684168            0.635165           0.0490029             1.30271
                1050                0.67            0.693504            0.644837           0.0486661             1.27865
                1050                0.68             0.70376             0.65549             0.04827             1.25408
                1050                0.69            0.713072            0.665186           0.0478863             1.23057
                1050                 0.7            0.723302            0.675864           0.0474373             1.20645
                1050                0.71            0.732589            0.685585           0.0470041             1.18342
                1050                0.72            0.742791            0.696291           0.0464992             1.15968
                1050                0.73            0.752052            0.706038           0.0460136             1.13707
                1050                0.74            0.762223            0.716774           0.0454491             1.11364
                1050                0.75            0.771456            0.726549           0.0449073             1.09138
                1050                0.76            0.781596            0.737317           0.0442788             1.06819
                1050                0.77            0.790799            0.747122           0.0436764             1.04622
                1050                0.78            0.800904            0.757925           0.0429782             1.02321
                1050                0.79            0.810073            0.767763           0.0423097             1.00146
                1050                 0.8             0.82014            0.778605            0.041535            0.978562
                1050                0.81            0.829272            0.788479           0.0407931            0.956966
                1050                0.82            0.839296            0.799363           0.0399332              0.9341
                1050                0.83            0.848387            0.809278            0.039109            0.912583
                1050                0.84            0.858363             0.82021           0.0381523            0.889672
                1050                0.85            0.867407            0.830173           0.0372338            0.868155
                1050                0.86            0.877326            0.841161           0.0361652            0.845109
                1050                0.87            0.886314            0.851178           0.0351362            0.823501
                1050                0.88            0.896167            0.862232           0.0339347            0.800217
                1050                0.89            0.905088            0.872316           0.0327723            0.778414
                1050                 0.9            0.914858            0.883451           0.0314072            0.754765
                1050                0.91            0.923696            0.893618           0.0300772            0.732641
                1050                0.92             0.93336            0.904858           0.0285013            0.708471
                1050                0.93            0.942085            0.915136           0.0269483            0.685862
                1050                0.94            0.951601            0.926521           0.0250805            0.660963
                1050                0.95            0.960163            0.936959           0.0232031            0.637647
                1050                0.96             0.96945            0.948568           0.0208814            0.611716
                1050                0.97             0.97773            0.959279           0.0184505            0.587344
                1050                0.98             0.98656            0.971327           0.0152334            0.559845
                1050                0.99            0.994114            0.982719            0.011395            0.533644
                1050                   1                   1            0.997151          0.00284901            0.502126
                1100                 0.5             0.52523             0.47477           0.0504598             1.74666
                1100                0.51            0.535205            0.484755           0.0504499             1.71493
                1100                0.52             0.54517             0.49475           0.0504202             1.68388
                1100                0.53            0.555126            0.504755           0.0503706             1.65345
                1100                0.54            0.565071             0.51477           0.0503011             1.62363
                1100                0.55            0.575007            0.524795           0.0502116             1.59437
                1100                0.56            0.584932             0.53483            0.050102             1.56564
                1100                0.57            0.594847            0.544875           0.0499722             1.53743
                1100                0.58            0.604752             0.55493            0.049822             1.50969
                1100                0.59            0.614647            0.564996           0.0496512             1.48241
                1100                 0.6            0.624531            0.575072           0.0494596             1.45556
                1100                0.61            0.634405            0.585158           0.0492469             1.42912
                1100                0.62            0.644268            0.595255           0.0490129             1.40306
                1100                0.63             0.65412            0.605363           0.0487572             1.37737
                1100                0.64            0.663962            0.615482           0.0484796             1.35201
                1100                0.65            0.673792            0.625612           0.0481796             1.32698
                1100                0.66             0.68361            0.635754           0.0478567             1.30226
                1100                0.67            0.693417            0.645907           0.0475106             1.27782
                1100                0.68            0.703212            0.656072           0.0471407             1.25364
                1100                0.69            0.712995            0.666249           0.0467463             1.22972
                1100                 0.7            0.722766            0.676439            0.046327             1.20602
                1100                0.71            0.732523            0.686641           0.0458819             1.18255
                1100                0.72            0.742267            0.696857           0.0454104             1.15927
                1100                0.73            0.751998            0.707086           0.0449115             1.13617
                1100                0.74            0.761714             0.71733           0.0443843             1.11324
                1100                0.75            0.771416            0.727588           0.0438278             1.09046
                1100                0.76            0.781102            0.737861           0.0432408             1.06781
                1100                0.77            0.790773            0.748151            0.042622             1.04527
                1100                0.78            0.800426            0.758456           0.0419701             1.02284
                1100                0.79            0.810063             0.76878           0.0412833             1.00049
                1100                 0.8            0.819681            0.779121           0.0405599            0.978202
                1100                0.81             0.82928            0.789482           0.0397978            0.955963
                1100                0.82            0.838858            0.799863           0.0389947            0.933753
                1100                0.83            0.848414            0.810266            0.038148            0.911551
                1100                0.84            0.857947            0.820692           0.0372546            0.889338
                1100                0.85            0.867454            0.831143            0.036311            0.867091
                1100                0.86            0.876935            0.841622            0.035313            0.844787
                1100                0.87            0.886385            0.852129           0.0342558            0.822402
                1100                0.88            0.895803             0.86267           0.0331335            0.799909
                1100                0.89            0.905185            0.873246           0.0319391            0.777276
                1100                 0.9            0.914526            0.883862           0.0306639            0.754472
                1100                0.91            0.923821            0.894524           0.0292969            0.731459
                1100                0.92            0.933063            0.905238           0.0278243            0.708195
                1100                0.93            0.942242            0.916014           0.0262277             0.68463
                1100                0.94            0.951346            0.926864           0.0244817            0.660708
                1100                0.95            0.960356            0.937806           0.0225503            0.636357
                1100                0.96            0.969244            0.948866           0.0203785            0.611488
                1100                0.97            0.977964             0.96009            0.017874            0.585982
                1100                0.98            0.986422            0.971564           0.0148589             0.55966
                1100                0.99            0.994382            0.983502           0.0108801            0.532179
                1100                   1                   1             0.99728          0.00271969             0.50203
                1150                 0.5            0.524666            0.475334            0.049333             1.74608
                1150                0.51            0.534209            0.484885           0.0493241              1.7144
                1150                0.52            0.544609            0.495315           0.0492942             1.68333
                1150                0.53            0.554133            0.504885           0.0492483             1.65299
                1150                0.54            0.564513            0.515335           0.0491778              1.6231
                1150                0.55            0.574018            0.524924           0.0490945             1.59397
                1150                0.56            0.584378            0.535395           0.0489831             1.56514
                1150                0.57            0.593864            0.545002            0.048862              1.5371
                1150                0.58            0.604203            0.555493           0.0487092              1.5092
                1150                0.59             0.61367             0.56512           0.0485498             1.48214
                1150                 0.6            0.623987            0.575633           0.0483547             1.45509
                1150                0.61            0.633435            0.585279           0.0481561              1.4289
                1150                0.62            0.643731            0.595813           0.0479178             1.40261
                1150                0.63            0.653159             0.60548           0.0476791              1.3772
                1150                0.64            0.663432            0.616036           0.0473962             1.35158
                1150                0.65            0.672839            0.625723           0.0471159             1.32687
                1150                0.66            0.683089            0.636302           0.0467869             1.30183
                1150                0.67            0.692475            0.646011           0.0464636             1.27775
                1150                0.68            0.702701            0.656614           0.0460866             1.25323
                1150                0.69            0.712064            0.666346           0.0457182              1.2297
                1150                 0.7            0.722265            0.676974           0.0452907             1.20563
                1150                0.71            0.731604            0.686729           0.0448749             1.18258
                1150                0.72            0.741778            0.697384           0.0443942             1.15888
                1150                0.73            0.751092            0.707164            0.043928             1.13625
                1150                0.74            0.761238            0.717848           0.0433906             1.11287
                1150                0.75            0.770525            0.727655           0.0428705             1.09058
                1150                0.76            0.780641            0.738369           0.0422721             1.06745
                1150                0.77            0.789898            0.748204           0.0416939             1.04544
                1150                0.78            0.799981            0.758951           0.0410292             1.02249
                1150                0.79            0.809206            0.768819           0.0403874              1.0007
                1150                 0.8            0.819252            0.779602           0.0396499            0.977866
                1150                0.81            0.828443            0.789505           0.0389377            0.956226
                1150                0.82            0.838448            0.800329            0.038119            0.933428
                1150                0.83            0.847599            0.810271           0.0373277            0.911863
                1150                0.84            0.857558            0.821141            0.036417            0.889024
                1150                0.85            0.866663            0.831128           0.0355352            0.867455
                1150                0.86            0.876569            0.842051           0.0345178            0.844486
                1150                0.87            0.885621            0.852091             0.03353            0.822823
                1150                0.88            0.895463            0.863077            0.032386             0.79962
                1150                0.89            0.904451            0.873181           0.0312701            0.777759
                1150                 0.9            0.914215            0.884244           0.0299704            0.754198
                1150                0.91            0.923122            0.894428           0.0286935            0.732011
                1150                0.92            0.932784            0.905592            0.027193            0.707937
                1150                0.93            0.941584            0.915882           0.0257019            0.685263
                1150                0.94            0.951106            0.927183           0.0239234             0.66047
                1150                0.95            0.959748            0.937628           0.0221207            0.637087
                1150                0.96            0.969052            0.949142           0.0199096            0.611276
                1150                0.97            0.977424            0.959849           0.0175749            0.586839
                1150                0.98            0.986293            0.971783           0.0145101            0.559488
                1150                0.99            0.993968            0.983148           0.0108201            0.533238
                1150                   1                   1            0.997398          0.00260159            0.501942
                1200                 0.5            0.524139            0.475861            0.048278             1.74554
                1200                0.51            0.534116            0.485848           0.0482686             1.71384
                1200                0.52            0.544084            0.495844           0.0482401             1.68281
                1200                0.53            0.554042            0.505849           0.0481926             1.65241
                1200                0.54             0.56399            0.515864           0.0481261              1.6226
                1200                0.55            0.573929            0.525889           0.0480404             1.59336
                1200                0.56            0.583859            0.535923           0.0479355             1.56466
                1200                0.57            0.593778            0.545967           0.0478112             1.53646
                1200                0.58            0.603688            0.556021           0.0476673             1.50875
                1200                0.59            0.613588            0.566084           0.0475038             1.48148
                1200                 0.6            0.623478            0.576158           0.0473203             1.45465
                1200                0.61            0.633358            0.586242           0.0471166             1.42822
                1200                0.62            0.643228            0.596335           0.0468926             1.40218
                1200                0.63            0.653087             0.60644           0.0466477              1.3765
                1200                0.64            0.662936            0.616554           0.0463819             1.35116
                1200                0.65            0.672774             0.62668           0.0460946             1.32615
                1200                0.66            0.682601            0.636816           0.0457854             1.30144
                1200                0.67            0.692417            0.646963            0.045454             1.27701
                1200                0.68            0.702222            0.657122           0.0450998             1.25285
                1200                0.69            0.712015            0.667293           0.0447222             1.22894
                1200                 0.7            0.721796            0.677475           0.0443206             1.20526
                1200                0.71            0.731564             0.68767           0.0438944             1.18179
                1200                0.72             0.74132            0.697878           0.0434429             1.15852
                1200                0.73            0.751063            0.708098           0.0429651             1.13544
                1200                0.74            0.760792            0.718332           0.0424603             1.11252
                1200                0.75            0.770508             0.72858           0.0419274             1.08975
                1200                0.76            0.780208            0.738843           0.0413653             1.06711
                1200                0.77            0.789893            0.749121           0.0407728             1.04459
                1200                0.78            0.799563            0.759414           0.0401485             1.02217
                1200                0.79            0.809215            0.769725           0.0394908            0.999826
                1200                 0.8            0.818851            0.780052           0.0387981            0.977551
                1200                0.81            0.828467            0.790399           0.0380683            0.955323
                1200                0.82            0.838064            0.800765           0.0372993            0.933123
                1200                0.83             0.84764            0.811151           0.0364885            0.910933
                1200                0.84            0.857193             0.82156            0.035633            0.888731
                1200                0.85            0.866723            0.831993           0.0347294            0.866496
                1200                0.86            0.876226            0.842452           0.0337737            0.844204
                1200                0.87            0.885701            0.852939           0.0327613            0.821831
                1200                0.88            0.895144            0.863458           0.0316866             0.79935
                1200                0.89            0.904553             0.87401           0.0305428            0.776731
                1200                 0.9            0.913923            0.884601           0.0293216            0.753941
                1200                0.91            0.923249            0.895236           0.0280125            0.730943
                1200                0.92            0.932524            0.905921           0.0266023            0.707695
                1200                0.93            0.941739            0.916665           0.0250732            0.684149
                1200                0.94            0.950882             0.92748           0.0234011            0.660247
                1200                0.95            0.959935            0.938383           0.0215514            0.635919
                1200                0.96            0.968871              0.9494           0.0194713            0.611077
                1200                0.97            0.977646            0.960574           0.0170725            0.585605
                1200                0.98            0.986172            0.971988           0.0141843            0.559327
                1200                0.99             0.99422            0.983848           0.0103719             0.53191
                1200                   1                   1            0.997507          0.00249333            0.501862
                1250                 0.5            0.523644            0.476356           0.0472877             1.74504
                1250                0.51            0.533223            0.485944           0.0472791             1.71337
                1250                0.52             0.54359             0.49634           0.0472505             1.68232
                1250                0.53            0.553151            0.505945           0.0472062               1.652
                1250                0.54              0.5635            0.516361           0.0471388             1.62214
                1250                0.55            0.573043            0.525984           0.0470585             1.59302
                1250                0.56            0.583371            0.536419            0.046952             1.56421
                1250                0.57            0.592896            0.546061           0.0468354             1.53618
                1250                0.58            0.603205            0.556516           0.0466892             1.50831
                1250                0.59            0.612711            0.566176           0.0465358             1.48125
                1250                 0.6               0.623            0.576651           0.0463492             1.45423
                1250                0.61            0.632488             0.58633            0.046158             1.42804
                1250                0.62            0.642755            0.596825           0.0459301             1.40178
                1250                0.63            0.652224            0.606524           0.0457002             1.37637
                1250                0.64             0.66247            0.617041           0.0454297             1.35078
                1250                0.65            0.671919            0.626759           0.0451598             1.32606
                1250                0.66            0.682143            0.637298           0.0448452             1.30106
                1250                0.67            0.691571            0.647037           0.0445339             1.27697
                1250                0.68            0.701772            0.657599           0.0441734             1.25249
                1250                0.69            0.711178            0.667359           0.0438186             1.22894
                1250                 0.7            0.721355            0.677945           0.0434099             1.20491
                1250                0.71            0.730738            0.687729           0.0430095             1.18183
                1250                0.72             0.74089             0.69834           0.0425499             1.15819
                1250                0.73            0.750249            0.708148            0.042101             1.13552
                1250                0.74            0.760373            0.718786           0.0415871             1.11219
                1250                0.75            0.769706             0.72862           0.0410863             1.08987
                1250                0.76            0.779802            0.739288           0.0405141             1.06679
                1250                0.77            0.789106            0.749149           0.0399574             1.04476
                1250                0.78             0.79917            0.759848           0.0393218             1.02186
                1250                0.79            0.808444             0.76974           0.0387038             1.00004
                1250                 0.8            0.818473            0.780474           0.0379986            0.977254
                1250                0.81            0.827713              0.7904           0.0373128            0.955577
                1250                0.82            0.837703            0.801173             0.03653            0.932837
                1250                0.83            0.846905            0.811137           0.0357681            0.911232
                1250                0.84            0.856851            0.821954           0.0348972            0.888455
                1250                0.85            0.866009            0.831961           0.0340481            0.866843
                1250                0.86            0.875904            0.842828           0.0330753            0.843939
                1250                0.87             0.88501            0.852886           0.0321241             0.82223
                1250                0.88            0.894844            0.863814           0.0310302            0.799097
                1250                0.89            0.903889            0.873934           0.0299556            0.777186
                1250                 0.9            0.913649            0.884936           0.0287127              0.7537
                1250                0.91            0.922616            0.895132           0.0274832            0.731462
                1250                0.92            0.932278             0.90623           0.0260482            0.707469
                1250                0.93            0.941141            0.916529           0.0246122            0.684741
                1250                0.94             0.95067            0.927759           0.0229113            0.660037
                1250                0.95            0.959382            0.938207           0.0211751            0.636599
                1250                0.96            0.968701            0.949641           0.0190603            0.610891
                1250                0.97            0.977153            0.960342           0.0168113            0.586401
                1250                0.98            0.986057            0.972178           0.0138791            0.559177
                1250                0.99            0.993838            0.983516           0.0103218            0.532888
                1250                   1                   1            0.997606          0.00239372            0.501787
                1300                 0.5            0.523178            0.476822           0.0463555             1.74456
                1300                0.51            0.533156             0.48681           0.0463464             1.71288
                1300                0.52            0.543126            0.496807            0.046319             1.68187
                1300                0.53            0.553086            0.506813           0.0462734             1.65148
                1300                0.54            0.563038            0.516828           0.0462095              1.6217
                1300                0.55             0.57298            0.526853           0.0461272             1.59247
                1300                0.56            0.582913            0.536886           0.0460263             1.56379
                1300                0.57            0.592836            0.546929           0.0459069             1.53561
                1300                0.58             0.60275            0.556981           0.0457687             1.50791
                1300                0.59            0.612655            0.567043           0.0456115             1.48066
                1300                 0.6             0.62255            0.577115           0.0454352             1.45384
                1300                0.61            0.632435            0.587196           0.0452395             1.42743
                1300                0.62            0.642311            0.597286           0.0450242              1.4014
                1300                0.63            0.652176            0.607387            0.044789             1.37574
                1300                0.64            0.662032            0.617498           0.0445335             1.35041
                1300                0.65            0.671877            0.627619           0.0442574             1.32541
                1300                0.66            0.681712            0.637751           0.0439604             1.30071
                1300                0.67            0.691535            0.647894           0.0436419             1.27629
                1300                0.68            0.701348            0.658047           0.0433015             1.25214
                1300                0.69             0.71115            0.668211           0.0429387             1.22824
                1300                 0.7             0.72094            0.678387           0.0425528             1.20458
                1300                0.71            0.730719            0.688575           0.0421433             1.18112
                1300                0.72            0.740485            0.698775           0.0417094             1.15787
                1300                0.73            0.750238            0.708988           0.0412504             1.13479
                1300                0.74            0.759979            0.719214           0.0407653             1.11188
                1300                0.75            0.769706            0.729453           0.0402532             1.08912
                1300                0.76            0.779419            0.739706           0.0397131             1.06649
                1300                0.77            0.789117            0.749973           0.0391437             1.04398
                1300                0.78              0.7988            0.760256           0.0385438             1.02157
                1300                0.79            0.808467            0.770555           0.0379119            0.999239
                1300                 0.8            0.818117            0.780871           0.0372462            0.976974
                1300                0.81             0.82775            0.791205            0.036545            0.954756
                1300                0.82            0.837363            0.801557            0.035806            0.932567
                1300                0.83            0.846956            0.811929           0.0350269            0.910386
                1300                0.84            0.856528            0.822323           0.0342048            0.888195
                1300                0.85            0.866076             0.83274           0.0333365             0.86597
                1300                0.86              0.8756            0.843182           0.0324182            0.843689
                1300                0.87            0.885096             0.85365           0.0314454            0.821327
                1300                0.88            0.894562            0.864149           0.0304126            0.798857
                1300                0.89            0.903995            0.874681           0.0293135             0.77625
                1300                 0.9             0.91339             0.88525             0.02814            0.753473
                1300                0.91            0.922743            0.895861           0.0268821            0.730488
                1300                0.92            0.932047             0.90652           0.0255269            0.707255
                1300                0.93            0.941293            0.917236           0.0240575            0.683725
                1300                0.94            0.950471             0.92802           0.0224506            0.659841
                1300                0.95            0.959562            0.938889           0.0206731            0.635533
                1300                0.96            0.968541            0.949867            0.018674            0.610716
                1300                0.97            0.977365            0.960996           0.0163685            0.585274
                1300                0.98            0.985949            0.972357           0.0135924            0.559035
                1300                0.99            0.994075            0.984148          0.00992709            0.531675
                1300                   1                   1            0.997698          0.00230176            0.501719
                1350                 0.5            0.522738            0.477262           0.0454761             1.74411
                1350                0.51            0.532348             0.48688           0.0454678             1.71246
                1350                0.52            0.542688            0.497248           0.0454403             1.68143
                1350                0.53            0.552281            0.506883           0.0453975             1.65112
                1350                0.54            0.562602            0.517269           0.0453328             1.62128
                1350                0.55            0.572177            0.526922           0.0452553             1.59217
                1350                0.56             0.58248            0.537327           0.0451531             1.56339
                1350                0.57            0.592037            0.546997           0.0450405             1.53536
                1350                0.58            0.602321            0.557421           0.0449002             1.50752
                1350                0.59            0.611861            0.567109            0.044752             1.48046
                1350                 0.6            0.622125            0.577552           0.0445729             1.45347
                1350                0.61            0.631647            0.587258           0.0443884             1.42728
                1350                0.62            0.641891            0.597721           0.0441696             1.40104
                1350                0.63            0.651394            0.607446           0.0439477             1.37563
                1350                0.64            0.661618             0.61793           0.0436881             1.35007
                1350                0.65            0.671102            0.627674           0.0434275             1.32534
                1350                0.66            0.681304            0.638179           0.0431256             1.30038
                1350                0.67            0.690768            0.647943            0.042825             1.27627
                1350                0.68            0.700948            0.658469            0.042479             1.25182
                1350                0.69            0.710391            0.668255           0.0421365             1.22826
                1350                 0.7            0.720549            0.678804           0.0417443             1.20426
                1350                0.71            0.729969            0.688612           0.0413577             1.18117
