              ntotal                 eff                  up                down               width                 rat
                 400                0.66            0.699231            0.618995           0.0802361              1.3145
                 400                0.67             0.70889            0.629226            0.079664             1.28987
                 400                0.68            0.718528            0.639476           0.0790525              1.2655
                 400                0.69            0.728146            0.649746           0.0784007             1.24139
                 400                 0.7            0.737744            0.660036           0.0777076             1.21751
                 400                0.71             0.74732            0.670348            0.076972             1.19386
                 400                0.72            0.756875            0.680682           0.0761926             1.17041
                 400                0.73            0.766406            0.691038            0.075368             1.14714
                 400                0.74            0.775914            0.701418           0.0744967             1.12404
                 400                0.75            0.785398            0.711821            0.073577              1.1011
                 400                0.76            0.794857             0.72225           0.0726069             1.07829
                 400                0.77            0.804289            0.732704           0.0715843             1.05559
                 400                0.78            0.813693            0.743186           0.0705069               1.033
                 400                0.79            0.823069            0.753697            0.069372              1.0105
                 400                 0.8            0.832414            0.764237           0.0681766            0.988058
                 400                0.81            0.841727             0.77481           0.0669174            0.965665
                 400                0.82            0.851006            0.785416           0.0655906              0.9433
                 400                0.83            0.860249            0.796057           0.0641917            0.920944
                 400                0.84            0.869453            0.806737           0.0627157            0.898574
                 400                0.85            0.878615            0.817458            0.061157            0.876169
                 400                0.86            0.887732            0.828223           0.0595086            0.853703
                 400                0.87            0.896799            0.839036           0.0577625            0.831151
                 400                0.88            0.905812            0.849903           0.0559091            0.808483
                 400                0.89            0.914765            0.860828            0.053937            0.785669
                 400                 0.9             0.92365            0.871819           0.0518317            0.762673
                 400                0.91            0.932459            0.882884           0.0495755            0.739454
                 400                0.92             0.94118            0.894034           0.0471455            0.715965
                 400                0.93            0.949796            0.905284           0.0445116            0.692153
                 400                0.94            0.958286            0.916654           0.0416326            0.667952
                 400                0.95            0.966621            0.928171           0.0384496            0.643279
                 400                0.96            0.974752            0.939879           0.0348731            0.618028
                 400                0.97              0.9826            0.951846           0.0307542             0.59205
                 400                0.98             0.99001            0.964203           0.0258067            0.565106
                 400                0.99            0.996577            0.977263           0.0193139            0.536712
                 400                   1                   1            0.992539          0.00746136            0.505537
                 450                 0.5            0.539796            0.460204           0.0795914             1.76087
                 450                0.51            0.548635            0.469056           0.0795792             1.72891
                 450                0.52            0.559667            0.480137           0.0795296              1.6975
                 450                0.53            0.568478            0.489016           0.0794624             1.66699
                 450                0.54            0.579476            0.500132           0.0793439              1.6367
                 450                0.55             0.58826            0.509038           0.0792214              1.6075
                 450                0.56            0.599222            0.520189           0.0790335             1.57822
                 450                0.57            0.607978            0.529123           0.0788551             1.55019
                 450                0.58            0.618906            0.540309           0.0785968              1.5218
                 450                0.59            0.627633            0.549272           0.0783616             1.49483
                 450                 0.6            0.638525            0.560493           0.0780316             1.46724
                 450                0.61            0.647223            0.569485           0.0777385             1.44122
                 450                0.62            0.658078            0.580743           0.0773351             1.41433
                 450                0.63            0.666747            0.589764           0.0769824             1.38917
                 450                0.64            0.677564             0.60106           0.0765035             1.36291
                 450                0.65            0.686202            0.610112           0.0760894             1.33851
                 450                0.66            0.696979            0.621447           0.0755322             1.31279
                 450                0.67            0.705585            0.630531           0.0750543             1.28908
                 450                0.68            0.716322            0.641907           0.0744157             1.26384
                 450                0.69            0.724895            0.651024            0.073871             1.24074
                 450                 0.7            0.735589            0.662442            0.073147             1.21591
                 450                0.71            0.744126            0.671594           0.0725321             1.19335
                 450                0.72            0.754775            0.683057           0.0717178             1.16884
                 450                0.73            0.763275            0.692247           0.0710285             1.14676
                 450                0.74            0.773876            0.703758           0.0701179             1.12252
                 450                0.75            0.782336            0.712987            0.069349             1.10084
                 450                0.76            0.792884            0.724549           0.0683351             1.07681
                 450                0.77            0.801301            0.733821           0.0674802             1.05547
                 450                0.78            0.811793            0.745439           0.0663541             1.03157
                 450                0.79            0.820163            0.754758           0.0654051              1.0105
                 450                 0.8            0.830593            0.766437           0.0641557            0.986665
                 450                0.81             0.83891            0.775808           0.0631028            0.965805
                 450                0.82            0.849271            0.787555            0.061716            0.941947
                 450                0.83             0.85753            0.796984           0.0605464            0.921222
                 450                0.84            0.867813            0.808809           0.0590038            0.897261
                 450                0.85            0.876004            0.818303           0.0577006            0.876592
                 450                0.86            0.886196            0.830218            0.055978            0.852431
                 450                0.87            0.894308             0.83979           0.0545184             0.83173
                 450                0.88            0.904392             0.85181            0.052582            0.807256
                 450                0.89            0.912409            0.861475           0.0509339             0.78642
                 450                 0.9             0.92236            0.873625           0.0487348            0.761493
                 450                0.91            0.930257            0.883407           0.0468501            0.740397
                 450                0.92            0.940036            0.895723           0.0443129            0.714841
                 450                0.93            0.947774            0.905659           0.0421141            0.693323
                 450                0.94            0.957315            0.918205           0.0391103            0.666896
                 450                0.95            0.964819            0.928363           0.0364564            0.644727
                 450                0.96             0.97399            0.941259           0.0327301            0.617065
                 450                0.97            0.981095             0.95179           0.0293052            0.593871
                 450                0.98            0.989528            0.965359           0.0241681            0.564288
                 450                0.99            0.995612            0.976781           0.0188314            0.539171
                 450                   1                   1            0.993365          0.00663507            0.504928
                 500                 0.5            0.537708            0.462292           0.0754154              1.7589
                 500                0.51            0.547656            0.472256           0.0754007             1.72692
                 500                0.52             0.55759            0.482233           0.0753567             1.69561
                 500                0.53            0.567509            0.492226           0.0752834             1.66495
                 500                0.54            0.577414            0.502233           0.0751805              1.6349
                 500                0.55            0.587304            0.512255           0.0750481             1.60542
                 500                0.56            0.597178            0.522292           0.0748859             1.57648
                 500                0.57            0.607038            0.532344           0.0746938             1.54806
                 500                0.58            0.616883            0.542411           0.0744714             1.52013
                 500                0.59            0.626712            0.552494           0.0742186             1.49266
                 500                 0.6            0.636526            0.562591            0.073935             1.46562
                 500                0.61            0.646325            0.572704           0.0736203               1.439
                 500                0.62            0.656107            0.582833            0.073274             1.41277
                 500                0.63            0.665874            0.592978           0.0728956             1.38691
                 500                0.64            0.675624            0.603139           0.0724847              1.3614
                 500                0.65            0.685358            0.613317           0.0720406             1.33621
                 500                0.66            0.695075            0.623512           0.0715628             1.31133
                 500                0.67            0.704774            0.633723           0.0710506             1.28674
                 500                0.68            0.714456            0.643953           0.0705031             1.26243
                 500                0.69             0.72412              0.6542           0.0699195             1.23836
                 500                 0.7            0.733765            0.664466            0.069299             1.21453
                 500                0.71            0.743391            0.674751           0.0686403             1.19092
                 500                0.72            0.752997            0.685055           0.0679425             1.16751
                 500                0.73            0.762584            0.695379           0.0672042             1.14429
                 500                0.74            0.772149            0.705725            0.066424             1.12123
                 500                0.75            0.781692            0.716092           0.0656005             1.09832
                 500                0.76            0.791213            0.726481           0.0647319             1.07555
                 500                0.77             0.80071            0.736894           0.0638163              1.0529
                 500                0.78            0.810183            0.747331           0.0628516             1.03035
                 500                0.79            0.819629            0.757794           0.0618354             1.00788
                 500                 0.8            0.829049            0.768284            0.060765            0.985479
                 500                0.81            0.838439            0.778802           0.0596375            0.963124
                 500                0.82              0.8478             0.78935           0.0584493            0.940797
                 500                0.83            0.857127            0.799931           0.0571966            0.918478
                 500                0.84             0.86642            0.810545            0.055875            0.896146
                 500                0.85            0.875676            0.821197           0.0544791            0.873779
                 500                0.86            0.884891            0.831888           0.0530028            0.851352
                 500                0.87            0.894062            0.842623           0.0514391             0.82884
                 500                0.88            0.903184            0.853405           0.0497792            0.806215
                 500                0.89            0.912253             0.86424           0.0480129            0.783445
                 500                 0.9            0.921261            0.875134           0.0461272            0.760495
                 500                0.91            0.930201            0.886095           0.0441063            0.737325
                 500                0.92            0.939062            0.897132           0.0419295            0.713891
                 500                0.93             0.94783             0.90826           0.0395697             0.69014
                 500                0.94            0.956485            0.919495           0.0369901            0.666006
                 500                0.95            0.965002            0.930864           0.0341376            0.641412
                 500                0.96            0.973336            0.942404           0.0309317            0.616255
                 500                0.97            0.981418             0.95418           0.0272381            0.590393
                 500                0.98             0.98911            0.966312           0.0227984            0.563604
                 500                0.99            0.996052             0.97909            0.016962            0.535438
                 500                   1                   1            0.994026          0.00597355            0.504441
                 550                 0.5            0.535915            0.464085           0.0718299              1.7572
                 550                0.51            0.544964            0.473145           0.0718183              1.7253
                 550                0.52            0.555807            0.484033           0.0717739             1.69398
                 550                0.53             0.56483            0.493119           0.0717115             1.66351
                 550                0.54            0.575643            0.504037           0.0716059             1.63333
                 550                0.55             0.58464            0.513148           0.0714922             1.60413
                 550                0.56            0.595422            0.524097           0.0713249             1.57497
                 550                0.57            0.604394            0.533234           0.0711595             1.54693
                 550                0.58            0.615144            0.544215           0.0709295             1.51867
                 550                0.59             0.62409            0.553378           0.0707115             1.49166
                 550                 0.6            0.634808             0.56439           0.0704179             1.46422
                 550                0.61            0.643727            0.573581           0.0701462             1.43814
                 550                0.62            0.654413            0.584625           0.0697874             1.41142
                 550                0.63            0.663304            0.593843           0.0694606             1.38617
                 550                0.64            0.673956            0.604921           0.0690345             1.36009
                 550                0.65            0.682819            0.614168           0.0686508             1.33559
                 550                0.66            0.693436            0.625281           0.0681553             1.31006
                 550                0.67            0.702269            0.634556           0.0677125             1.28623
                 550                0.68             0.71285            0.645705           0.0671445              1.2612
                 550                0.69            0.721652            0.655012           0.0666399             1.23796
                 550                 0.7            0.732195            0.666199            0.065996             1.21334
                 550                0.71            0.740964            0.675538           0.0654264             1.19063
                 550                0.72            0.751467            0.686765           0.0647021             1.16636
                 550                0.73            0.760202            0.696138           0.0640636              1.1441
                 550                0.74            0.770662            0.707408           0.0632538             1.12011
                 550                0.75             0.77936            0.716818           0.0625415             1.09824
                 550                0.76            0.789773            0.728134           0.0616398             1.07447
                 550                0.77            0.798431            0.737583           0.0608477             1.05292
                 550                0.78            0.808795            0.748949           0.0598462             1.02929
                 550                0.79            0.817409            0.758442           0.0589672               1.008
                 550                 0.8            0.827717            0.769862            0.057856            0.984454
                 550                0.81            0.836283            0.779403           0.0568806            0.963352
                 550                0.82             0.84653            0.790883           0.0556471            0.939802
                 550                0.83            0.855042            0.800478           0.0545635            0.918817
                 550                0.84            0.865219            0.812028           0.0531915            0.895183
                 550                0.85            0.873668            0.821684           0.0519841            0.874235
                 550                0.86            0.883765            0.833313           0.0504518            0.850421
                 550                0.87            0.892141            0.843041           0.0490994            0.829423
                 550                0.88            0.902141            0.854765           0.0473768            0.805318
                 550                0.89            0.910429             0.86458           0.0458495            0.784165
                 550                 0.9            0.920312            0.876419            0.043893            0.759635
                 550                0.91            0.928488            0.886342           0.0421461            0.738201
                 550                0.92            0.938219             0.89833           0.0398884            0.713075
                 550                0.93            0.946247            0.908398           0.0378498            0.691197
                 550                0.94            0.955766             0.92059           0.0351759            0.665242
                 550                0.95            0.963579            0.930865           0.0327142            0.642692
                 550                0.96            0.972768            0.943373           0.0293951            0.615562
                 550                0.97            0.980212            0.953997           0.0262149             0.59197
                 550                0.98            0.988744            0.967112           0.0216319            0.563023
                 550                0.99            0.995239            0.978583           0.0166561            0.537513
                 550                   1                   1            0.994568          0.00543198            0.504041
                 600                 0.5            0.534354            0.465646            0.068708              1.7557
                 600                0.51            0.544311            0.475616           0.0686946             1.72378
                 600                0.52            0.554254            0.485599           0.0686544             1.69254
                 600                0.53            0.564184            0.495596           0.0685874             1.66194
                 600                0.54              0.5741            0.505607           0.0684935             1.63195
                 600                0.55            0.584003             0.51563           0.0683725             1.60252
                 600                0.56            0.593892            0.525668           0.0682244             1.57364
                 600                0.57            0.603768            0.535719           0.0680488             1.54528
                 600                0.58            0.613629            0.545784           0.0678457             1.51739
                 600                0.59            0.623477            0.555863           0.0676148             1.48997
                 600                 0.6            0.633311            0.565955           0.0673557             1.46299
                 600                0.61            0.643131            0.576062           0.0670682             1.43641
                 600                0.62            0.652936            0.586184           0.0667519             1.41023
                 600                0.63            0.662726             0.59632           0.0664062             1.38441
                 600                0.64            0.672502            0.606471           0.0660309             1.35894
                 600                0.65            0.682262            0.616637           0.0656252             1.33379
                 600                0.66            0.692007            0.626818           0.0651888             1.30895
                 600                0.67            0.701736            0.637015           0.0647208              1.2844
                 600                0.68            0.711449            0.647228           0.0642207             1.26012
                 600                0.69            0.721146            0.657458           0.0636876             1.23609
                 600                 0.7            0.730825            0.667704           0.0631207              1.2123
                 600                0.71            0.740487            0.677968           0.0625191             1.18872
                 600                0.72            0.750132             0.68825           0.0618816             1.16534
                 600                0.73            0.759757             0.69855           0.0612071             1.14215
                 600                0.74            0.769364            0.708869           0.0604945             1.11913
                 600                0.75             0.77895            0.719208           0.0597422             1.09625
                 600                0.76            0.788516            0.729568           0.0589487             1.07351
                 600                0.77            0.798061            0.739949           0.0581122             1.05089
                 600                0.78            0.807583            0.750352           0.0572309             1.02837
                 600                0.79            0.817081            0.760778           0.0563026             1.00593
                 600                 0.8            0.826554             0.77123           0.0553247            0.983556
                 600                0.81            0.836002            0.781707           0.0542947             0.96123
                 600                0.82            0.845421            0.792212           0.0532092            0.938932
                 600                0.83            0.854811            0.802746           0.0520648            0.916642
                 600                0.84            0.864169            0.813311           0.0508573             0.89434
                 600                0.85            0.873493            0.823911            0.049582            0.872003
                 600                0.86             0.88278            0.834546           0.0482333            0.849607
                 600                0.87            0.892026            0.845222           0.0468046            0.827127
                 600                0.88            0.901229            0.855941            0.045288            0.804535
                 600                0.89            0.910382            0.866708           0.0436741            0.781799
                 600                 0.9             0.91948            0.877529           0.0419511            0.758885
                 600                0.91            0.928516            0.888411           0.0401044            0.735755
                 600                0.92            0.937479            0.899364           0.0381152            0.712363
                 600                0.93            0.946358            0.910399           0.0359587            0.688659
                 600                0.94            0.955135            0.921534            0.033601            0.664578
                 600                0.95            0.963784             0.93279           0.0309937            0.640045
                 600                0.96            0.972268            0.944205           0.0280628            0.614961
                 600                0.97            0.980522            0.955837           0.0246852             0.58919
                 600                0.98             0.98842            0.967797           0.0206234             0.56252
                 600                0.99            0.995636            0.980359           0.0152776            0.534529
                 600                   1                   1             0.99502          0.00498044            0.503707
                 650                 0.5            0.532979            0.467021            0.065958             1.75436
                 650                0.51            0.542173            0.476226            0.065947             1.72252
                 650                0.52            0.552886            0.486979           0.0659065             1.69127
                 650                0.53            0.562056            0.496208            0.065848             1.66083
                 650                0.54            0.572741            0.506989           0.0657518             1.63072
                 650                0.55            0.581887            0.516242           0.0656454             1.60154
                 650                0.56            0.592544            0.527051           0.0654932             1.57246
                 650                0.57            0.601666            0.536327           0.0653384             1.54441
                 650                0.58            0.612294            0.547165           0.0651293             1.51626
                 650                0.59            0.621392            0.556466           0.0649254             1.48923
                 650                 0.6            0.631991            0.567333           0.0646585             1.46189
                 650                0.61            0.641063            0.576659           0.0644044             1.43577
                 650                0.62            0.651633            0.587555           0.0640781             1.40917
                 650                0.63             0.66068            0.596907           0.0637725             1.38387
                 650                0.64            0.671219            0.607834           0.0633852             1.35791
                 650                0.65            0.680239            0.617212           0.0630264             1.33335
                 650                0.66            0.690746             0.62817            0.062576             1.30796
                 650                0.67            0.699739            0.637577            0.062162             1.28405
                 650                0.68            0.710213            0.648567           0.0616456             1.25916
                 650                0.69            0.719177            0.658003           0.0611739             1.23583
                 650                 0.7            0.729616            0.669028           0.0605885             1.21137
                 650                0.71            0.738549            0.678493            0.060056             1.18855
                 650                0.72            0.748953            0.689555           0.0593977             1.16444
                 650                0.73            0.757853            0.699053           0.0588007             1.14207
                 650                0.74            0.768218            0.710153           0.0580646             1.11825
                 650                0.75            0.777084            0.719685           0.0573986             1.09625
                 650                0.76            0.787406            0.730827           0.0565791             1.07267
                 650                0.77            0.796235            0.740396           0.0558386             1.05098
                 650                0.78            0.806512            0.751584           0.0549282             1.02755
                 650                0.79              0.8153            0.761194           0.0541064              1.0061
                 650                 0.8            0.825527             0.77243           0.0530963             0.98276
                 650                0.81            0.834269            0.782085           0.0521844            0.961495
                 650                0.82             0.84444            0.793377           0.0510632            0.938161
                 650                0.83            0.853132            0.803082             0.05005               0.917
                 650                0.84             0.86324            0.814437           0.0488029            0.893594
                 650                0.85            0.871874              0.8242           0.0476739            0.872458
                 650                0.86            0.881908            0.835627            0.046281            0.848888
                 650                0.87            0.890473            0.845457           0.0450164            0.827687
                 650                0.88            0.900421             0.85697           0.0434503            0.803842
                 650                0.89            0.908904            0.866882            0.042022            0.782474
                 650                 0.9            0.918744              0.8785           0.0402432            0.758223
                 650                0.91            0.927123            0.888513           0.0386094             0.73656
                 650                0.92            0.936824            0.900268           0.0365564            0.711736
                 650                0.93            0.945065            0.910416           0.0346494            0.689615
                 650                0.94            0.954574            0.922357           0.0322174            0.663994
                 650                0.95            0.962614              0.9327           0.0299138            0.641186
                 650                0.96            0.971823             0.94493           0.0268936            0.614434
                 650                0.97            0.979517            0.955602           0.0239154            0.590575
                 650                0.98             0.98813             0.96839           0.0197405            0.562081
                 650                0.99            0.994935            0.979868           0.0150673            0.536321
                 650                   1                   1            0.995402          0.00459821            0.503424
                 700                 0.5            0.531756            0.468244           0.0635116             1.75317
                 700                0.51            0.541718            0.478219           0.0634992             1.72131
                 700                0.52            0.551668            0.488206            0.063462             1.69012
                 700                0.53            0.561606            0.498206           0.0633999             1.65957
                 700                0.54            0.571531            0.508218           0.0633129             1.62962
                 700                0.55            0.581444            0.518243           0.0632009             1.60024
                 700                0.56            0.591344             0.52828           0.0630636             1.57141
                 700                0.57            0.601231             0.53833           0.0629011             1.54308
                 700                0.58            0.611105            0.548393           0.0627129             1.51524
                 700                0.59            0.620967            0.558468            0.062499             1.48786
                 700                 0.6            0.630816            0.568557           0.0622591             1.46091
                 700                0.61            0.640651            0.578658           0.0619928             1.43437
                 700                0.62            0.650473            0.588773           0.0616997             1.40822
                 700                0.63            0.660282            0.598902           0.0613796             1.38244
                 700                0.64            0.670076            0.609044           0.0610319               1.357
                 700                0.65            0.679857            0.619201           0.0606562             1.33188
                 700                0.66            0.689623            0.629372           0.0602519             1.30708
                 700                0.67            0.699375            0.639557           0.0598185             1.28256
                 700                0.68            0.709112            0.649757           0.0593552              1.2583
                 700                0.69            0.718834            0.659972           0.0588614              1.2343
                 700                 0.7            0.728539            0.670203           0.0583363             1.21054
                 700                0.71            0.738229             0.68045            0.057779             1.18699
                 700                0.72            0.747902            0.690714           0.0571885             1.16364
                 700                0.73            0.757558            0.700994           0.0565638             1.14047
                 700                0.74            0.767196            0.711293           0.0559037             1.11747
                 700                0.75            0.776816            0.721609           0.0552068             1.09462
                 700                0.76            0.786417            0.731945           0.0544718             1.07191
                 700                0.77            0.795997              0.7423            0.053697             1.04931
                 700                0.78            0.805557            0.752677           0.0528807             1.02681
                 700                0.79            0.815095            0.763074           0.0520207              1.0044
                 700                 0.8             0.82461            0.773495           0.0511149            0.982049
                 700                0.81            0.834101             0.78394           0.0501607            0.959747
                 700                0.82            0.843566             0.79441           0.0491553            0.937472
                 700                0.83            0.853003            0.804908           0.0480951            0.915207
                 700                0.84            0.862411            0.815435           0.0469766            0.892929
                 700                0.85            0.871788            0.825993           0.0457952            0.870616
                 700                0.86             0.88113            0.836584           0.0445458            0.848245
                 700                0.87            0.890435            0.847213           0.0432222            0.825791
                 700                0.88            0.899699            0.857882           0.0418173            0.803225
                 700                0.89            0.908918            0.868596           0.0403221            0.780517
                 700                 0.9            0.918085            0.879359           0.0387259            0.757633
                 700                0.91            0.927195             0.89018            0.037015            0.734535
                 700                0.92            0.936238            0.901066            0.035172            0.711178
                 700                0.93            0.945203            0.912029           0.0331739            0.687511
                 700                0.94            0.954073            0.923083           0.0309893            0.663474
                 700                0.95            0.962825            0.934252           0.0285731            0.638991
                 700                0.96            0.971424            0.945568           0.0258568            0.613965
                 700                0.97            0.979811            0.957085           0.0227258            0.588267
                 700                0.98            0.987869             0.96891           0.0189593            0.561693
                 700                0.99            0.995298            0.981299           0.0139981            0.533842
                 700                   1                   1             0.99573          0.00427047            0.503181
                 750                 0.5            0.530658            0.469342            0.061317             1.75209
                 750                0.51            0.539959            0.478653           0.0613065             1.72029
                 750                0.52            0.550576            0.489307            0.061269             1.68909
                 750                0.53            0.559854            0.498641           0.0612138             1.65867
                 750                0.54            0.570445            0.509321            0.061125             1.62863
                 750                0.55            0.579701            0.518677           0.0610247             1.59946
                 750                0.56            0.590267            0.529382           0.0608841             1.57045
                 750                0.57              0.5995            0.538761           0.0607382              1.5424
                 750                0.58            0.610039            0.549493           0.0605452             1.51432
                 750                0.59            0.619249            0.558895           0.0603531             1.48728
                 750                 0.6            0.629761            0.569654           0.0601067             1.46002
                 750                0.61            0.638947             0.57908           0.0598673             1.43388
                 750                0.62            0.649432            0.589866           0.0595662             1.40737
                 750                0.63            0.658594            0.599316           0.0592783             1.38203
                 750                0.64            0.669051             0.61013           0.0589209             1.35617
                 750                0.65            0.678187            0.619605           0.0585829             1.33156
                 750                0.66            0.688615            0.630448           0.0581672             1.30628
                 750                0.67            0.697726            0.639949           0.0577772             1.28231
                 750                0.68            0.708123            0.650822           0.0573007             1.25753
                 750                0.69            0.717207             0.66035           0.0568563             1.23414
                 750                 0.7            0.727572            0.671256           0.0563162             1.20979
                 750                0.71            0.736627            0.680812           0.0558146              1.1869
                 750                0.72            0.746958            0.691751           0.0552071             1.16291
                 750                0.73            0.755983            0.701338           0.0546447             1.14045
                 750                0.74            0.766278            0.712313           0.0539656             1.11677
                 750                0.75             0.77527            0.721932           0.0533382             1.09468
                 750                0.76            0.785527            0.732945            0.052582             1.07123
                 750                0.77            0.794484            0.742599           0.0518844             1.04944
                 750                0.78            0.804699            0.753654           0.0510445             1.02615
                 750                0.79            0.813617            0.763347           0.0502702              1.0046
                 750                 0.8            0.823786            0.774448           0.0493382            0.981408
