                 run          burst_time               count                dxdz                dydz                xoff                yoff                pmag               alpha                beta                 pol
               20501          1190619118                9102                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619232                9096                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619255                9095                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619301                9146                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619324                9164                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619346                9199                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619369                8301                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619392                9176                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619438                9106                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619460                9003                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619506                9132                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619529                9119                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619552                9019                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619574                9130                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619620                9225                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619643                9039                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619666                9166                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619688                9263                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619711                9098                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619734                9097                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619780                9165                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619802                4508                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619825                9127                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619848                9233                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619894                4759                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619916                9116                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619939                9132                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190619985                9135                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620008                9144                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620053                9094                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620076                8983                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620099                9132                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620122                9199                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620144                4470                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620167                9119                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620190                9141                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620213                9064                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620236                9097                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620258                9123                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620281                9069                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620304                9255                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620327                9118                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620372                9103                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
               20501          1190620395                9001                   0                   0                   0                   0              73.846          3.8547e-05         0.000129018                   1
