                 run          burst_time             poskick             negkick
               20487          1190371900                0.25               -0.25
               20487          1190371923                0.25               -0.25
               20487          1190371946                0.25               -0.25
               20487          1190371969                0.25               -0.25
               20487          1190371992                0.25               -0.25
               20487          1190372014                0.25               -0.25
               20487          1190372037                0.25               -0.25
               20487          1190372060                0.25               -0.25
               20487          1190372083                0.25               -0.25
               20487          1190372106                0.25               -0.25
               20487          1190372128                0.25               -0.25
               20487          1190372151                0.25               -0.25
               20487          1190372174                0.25               -0.25
               20487          1190372197                0.25               -0.25
               20487          1190372220                0.25               -0.25
               20487          1190372242                0.25               -0.25
               20487          1190372265                0.25               -0.25
               20487          1190372288                0.25               -0.25
               20487          1190372311                0.25               -0.25
               20487          1190372334                0.25               -0.25
               20487          1190372356                0.25               -0.25
               20487          1190372379                0.25               -0.25
               20487          1190372402                0.25               -0.25
               20487          1190372425                0.25               -0.25
               20487          1190372448                0.25               -0.25
               20487          1190372470                0.25               -0.25
               20487          1190372493                0.25               -0.25
               20487          1190372516                0.25               -0.25
               20487          1190372539                0.25               -0.25
               20487          1190372562                0.25               -0.25
               20487          1190372584                0.25               -0.25
               20487          1190372607                0.25               -0.25
               20487          1190372630                0.25               -0.25
               20487          1190372653                0.25               -0.25
               20487          1190372698                0.25               -0.25
               20487          1190372721                0.25               -0.25
               20487          1190372744                0.25               -0.25
               20487          1190372767                0.25               -0.25
               20487          1190372790                0.25               -0.25
               20487          1190372812                0.25               -0.25
               20487          1190372835                0.25               -0.25
               20487          1190372858                0.25               -0.25
               20487          1190372881                0.25               -0.25
               20487          1190372904                0.25               -0.25
               20487          1190372926                0.25               -0.25
               20487          1190372949                0.25               -0.25
               20487          1190372972                0.25               -0.25
               20487          1190372995                0.25               -0.25
               20487          1190373018                0.25               -0.25
               20487          1190373040                0.25               -0.25
               20487          1190373063                0.25               -0.25
               20487          1190373086                0.25               -0.25
               20487          1190373109                0.25               -0.25
               20487          1190373132                0.25               -0.25
               20487          1190373177                0.25               -0.25
               20487          1190373200                0.25               -0.25
               20487          1190373223                0.25               -0.25
               20487          1190373246                0.25               -0.25
               20487          1190373268                0.25               -0.25
               20487          1190373291                0.25               -0.25
               20487          1190373314                0.25               -0.25
               20487          1190373337                0.25               -0.25
               20487          1190373360                0.25               -0.25
               20487          1190373382                0.25               -0.25
               20487          1190373405                0.25               -0.25
               20487          1190373428                0.25               -0.25
               20487          1190373451                0.25               -0.25
               20487          1190373519                0.25               -0.25
               20487          1190373542                0.25               -0.25
               20487          1190373565                0.25               -0.25
               20487          1190373588                0.25               -0.25
               20487          1190373610                0.25               -0.25
               20487          1190373633                0.25               -0.25
               20487          1190373656                0.25               -0.25
               20487          1190373679                0.25               -0.25
               20487          1190373702                0.25               -0.25
               20487          1190373724                0.25               -0.25
               20487          1190373747                0.25               -0.25
               20487          1190373770                0.25               -0.25
               20487          1190373793                0.25               -0.25
               20487          1190373816                0.25               -0.25
               20487          1190373838                0.25               -0.25
               20487          1190373861                0.25               -0.25
               20487          1190373884                0.25               -0.25
               20487          1190373907                0.25               -0.25
               20487          1190373930                0.25               -0.25
               20487          1190374135                0.25               -0.25
               20487          1190374158                0.25               -0.25
               20487          1190374180                0.25               -0.25
               20487          1190374203                0.25               -0.25
               20487          1190374226                0.25               -0.25
               20487          1190374249                0.25               -0.25
               20487          1190374272                0.25               -0.25
               20487          1190374294                0.25               -0.25
               20487          1190374317                0.25               -0.25
               20487          1190374340                0.25               -0.25
               20487          1190374363                0.25               -0.25
               20487          1190374386                0.25               -0.25
               20487          1190374408                0.25               -0.25
               20487          1190374431                0.25               -0.25
               20487          1190374454                0.25               -0.25
               20487          1190374477                0.25               -0.25
               20487          1190374500                0.25               -0.25
               20487          1190374522                0.25               -0.25
               20487          1190374545                0.25               -0.25
               20487          1190374568                0.25               -0.25
               20487          1190374591                0.25               -0.25
               20487          1190374614                0.25               -0.25
               20487          1190374636                0.25               -0.25
               20487          1190374659                0.25               -0.25
               20487          1190374682                0.25               -0.25
               20487          1190374728                0.25               -0.25
               20487          1190374750                0.25               -0.25
               20487          1190374773                0.25               -0.25
               20487          1190374796                0.25               -0.25
               20487          1190374819                0.25               -0.25
               20487          1190374842                0.25               -0.25
               20487          1190374864                0.25               -0.25
               20487          1190374887                0.25               -0.25
               20487          1190374910                0.25               -0.25
               20487          1190374933                0.25               -0.25
               20487          1190374956                0.25               -0.25
               20487          1190374978                0.25               -0.25
               20487          1190375001                0.25               -0.25
               20487          1190375024                0.25               -0.25
               20487          1190375047                0.25               -0.25
               20487          1190375070                0.25               -0.25
               20487          1190375092                0.25               -0.25
               20487          1190375115                0.25               -0.25
               20487          1190375138                0.25               -0.25
               20487          1190375161                0.25               -0.25
               20487          1190375184                0.25               -0.25
               20487          1190375206                0.25               -0.25
               20487          1190375229                0.25               -0.25
               20487          1190375252                0.25               -0.25
               20487          1190375275                0.25               -0.25
               20487          1190375298                0.25               -0.25
               20487          1190375320                0.25               -0.25
               20487          1190375343                0.25               -0.25
               20487          1190375366                0.25               -0.25
               20487          1190375389                0.25               -0.25
               20487          1190375412                0.25               -0.25
               20487          1190375434                0.25               -0.25
               20487          1190375457                0.25               -0.25
               20487          1190375480                0.25               -0.25
               20487          1190375503                0.25               -0.25
               20487          1190375526                0.25               -0.25
               20487          1190375548                0.25               -0.25
               20487          1190375571                0.25               -0.25
               20487          1190375594                0.25               -0.25
               20487          1190375617                0.25               -0.25
               20487          1190375640                0.25               -0.25
               20487          1190375662                0.25               -0.25
               20487          1190375685                0.25               -0.25
               20487          1190375708                0.25               -0.25
               20487          1190375731                0.25               -0.25
               20487          1190375754                0.25               -0.25
               20487          1190375776                0.25               -0.25
               20487          1190375799                0.25               -0.25
               20487          1190375822                0.25               -0.25
               20487          1190375845                0.25               -0.25
               20487          1190375868                0.25               -0.25
               20487          1190375890                0.25               -0.25
               20487          1190375913                0.25               -0.25
               20487          1190375936                0.25               -0.25
               20487          1190375959                0.25               -0.25
               20487          1190375982                0.25               -0.25
               20487          1190376004                0.25               -0.25
               20487          1190376027                0.25               -0.25
               20487          1190376050                0.25               -0.25
               20487          1190376073                0.25               -0.25
               20487          1190376096                0.25               -0.25
               20487          1190376118                0.25               -0.25
               20487          1190376141                0.25               -0.25
               20487          1190376164                0.25               -0.25
               20487          1190376187                0.25               -0.25
               20487          1190376210                0.25               -0.25
               20487          1190376232                0.25               -0.25
               20487          1190376255                0.25               -0.25
               20487          1190376278                0.25               -0.25
               20487          1190376301                0.25               -0.25
               20487          1190376324                0.25               -0.25
               20487          1190376346                0.25               -0.25
               20487          1190376369                0.25               -0.25
               20487          1190376392                0.25               -0.25
               20487          1190376415                0.25               -0.25
               20487          1190376438                0.25               -0.25
               20487          1190376460                0.25               -0.25
               20487          1190376483                0.25               -0.25
               20487          1190376506                0.25               -0.25
               20487          1190376529                0.25               -0.25
               20487          1190376552                0.25               -0.25
               20487          1190376574                0.25               -0.25
               20487          1190376597                0.25               -0.25
               20487          1190376620                0.25               -0.25
               20487          1190376666                0.25               -0.25
               20487          1190376688                0.25               -0.25
               20487          1190376711                0.25               -0.25
               20487          1190376734                0.25               -0.25
               20487          1190376757                0.25               -0.25
               20487          1190376780                0.25               -0.25
               20487          1190376802                0.25               -0.25
               20487          1190376825                0.25               -0.25
               20487          1190376848                0.25               -0.25
               20487          1190376871                0.25               -0.25
               20487          1190376894                0.25               -0.25
               20487          1190376916                0.25               -0.25
               20487          1190376939                0.25               -0.25
               20487          1190376962                0.25               -0.25
               20487          1190376985                0.25               -0.25
               20487          1190377008                0.25               -0.25
               20487          1190377236                0.25               -0.25
               20487          1190377258                0.25               -0.25
               20487          1190377281                0.25               -0.25
               20487          1190377304                0.25               -0.25
               20487          1190377327                0.25               -0.25
               20487          1190377350                0.25               -0.25
               20487          1190377372                0.25               -0.25
               20487          1190377395                0.25               -0.25
               20487          1190377418                0.25               -0.25
               20487          1190377441                0.25               -0.25
               20487          1190377464                0.25               -0.25
               20487          1190377486                0.25               -0.25
               20487          1190377509                0.25               -0.25
               20487          1190377532                0.25               -0.25
               20487          1190377692                0.25               -0.25
               20487          1190377714                0.25               -0.25
               20487          1190377737                0.25               -0.25
               20487          1190377760                0.25               -0.25
               20487          1190377783                0.25               -0.25
               20487          1190377806                0.25               -0.25
               20487          1190377828                0.25               -0.25
               20487          1190377874                0.25               -0.25
               20487          1190377942                0.25               -0.25
               20487          1190377965                0.25               -0.25
               20487          1190377988                0.25               -0.25
               20487          1190378034                0.25               -0.25
               20487          1190378056                0.25               -0.25
               20487          1190378079                0.25               -0.25
               20487          1190378216                0.25               -0.25
               20487          1190378239                0.25               -0.25
               20487          1190378262                0.25               -0.25
               20487          1190378284                0.25               -0.25
               20487          1190378307                0.25               -0.25
               20487          1190378330                0.25               -0.25
               20487          1190378353                0.25               -0.25
               20487          1190378376                0.25               -0.25
               20487          1190378398                0.25               -0.25
               20487          1190378421                0.25               -0.25
               20487          1190378444                0.25               -0.25
               20487          1190378512                0.25               -0.25
               20487          1190378535                0.25               -0.25
               20487          1190378558                0.25               -0.25
               20487          1190378718                0.25               -0.25
               20487          1190378740                0.25               -0.25
               20487          1190378763                0.25               -0.25
               20487          1190378809                0.25               -0.25
               20487          1190378832                0.25               -0.25
               20487          1190379082                0.25               -0.25
               20487          1190379105                0.25               -0.25
               20487          1190379128                0.25               -0.25
               20487          1190379151                0.25               -0.25
               20487          1190379174                0.25               -0.25
               20487          1190379196                0.25               -0.25
               20487          1190379219                0.25               -0.25
               20487          1190379242                0.25               -0.25
               20487          1190379265                0.25               -0.25
               20487          1190379288                0.25               -0.25
               20487          1190379310                0.25               -0.25
               20487          1190379333                0.25               -0.25
               20487          1190379356                0.25               -0.25
               20487          1190379379                0.25               -0.25
               20487          1190379402                0.25               -0.25
               20487          1190379424                0.25               -0.25
               20487          1190379447                0.25               -0.25
               20487          1190379470                0.25               -0.25
               20487          1190379493                0.25               -0.25
               20487          1190379516                0.25               -0.25
               20487          1190379538                0.25               -0.25
               20487          1190379561                0.25               -0.25
               20487          1190379584                0.25               -0.25
               20487          1190379607                0.25               -0.25
               20487          1190379630                0.25               -0.25
               20487          1190379652                0.25               -0.25
               20487          1190379675                0.25               -0.25
               20487          1190379698                0.25               -0.25
               20487          1190379721                0.25               -0.25
               20487          1190379789                0.25               -0.25
               20487          1190379812                0.25               -0.25
               20487          1190379835                0.25               -0.25
               20487          1190379858                0.25               -0.25
               20487          1190379880                0.25               -0.25
               20487          1190379903                0.25               -0.25
               20487          1190379926                0.25               -0.25
               20487          1190379949                0.25               -0.25
               20487          1190379972                0.25               -0.25
               20487          1190379994                0.25               -0.25
               20487          1190380017                0.25               -0.25
               20487          1190380040                0.25               -0.25
               20487          1190380063                0.25               -0.25
               20487          1190380086                0.25               -0.25
               20487          1190380108                0.25               -0.25
               20487          1190380131                0.25               -0.25
               20487          1190380154                0.25               -0.25
               20487          1190380177                0.25               -0.25
               20487          1190380200                0.25               -0.25
               20487          1190380222                0.25               -0.25
               20487          1190380291                0.25               -0.25
               20487          1190380314                0.25               -0.25
               20487          1190380336                0.25               -0.25
               20487          1190380359                0.25               -0.25
               20487          1190380382                0.25               -0.25
               20487          1190380428                0.25               -0.25
               20487          1190380450                0.25               -0.25
               20487          1190380473                0.25               -0.25
               20487          1190380496                0.25               -0.25
               20487          1190380519                0.25               -0.25
               20487          1190380542                0.25               -0.25
               20487          1190380564                0.25               -0.25
               20487          1190380587                0.25               -0.25
               20487          1190380633                0.25               -0.25
               20487          1190380656                0.25               -0.25
               20487          1190380678                0.25               -0.25
               20487          1190380701                0.25               -0.25
               20487          1190380724                0.25               -0.25
               20487          1190380747                0.25               -0.25
               20487          1190380838                0.25               -0.25
               20487          1190380861                0.25               -0.25
               20487          1190380884                0.25               -0.25
               20487          1190380906                0.25               -0.25
               20487          1190380929                0.25               -0.25
               20487          1190380952                0.25               -0.25
               20487          1190380975                0.25               -0.25
               20487          1190380998                0.25               -0.25
               20487          1190381020                0.25               -0.25
               20487          1190381043                0.25               -0.25
               20487          1190381066                0.25               -0.25
               20487          1190381089                0.25               -0.25
               20487          1190381157                0.25               -0.25
               20487          1190381180                0.25               -0.25
               20487          1190381203                0.25               -0.25
               20487          1190381226                0.25               -0.25
               20487          1190381248                0.25               -0.25
               20487          1190381271                0.25               -0.25
               20487          1190381294                0.25               -0.25
               20487          1190381317                0.25               -0.25
               20487          1190381340                0.25               -0.25
               20487          1190381362                0.25               -0.25
               20487          1190381385                0.25               -0.25
               20487          1190381408                0.25               -0.25
               20487          1190381545                0.25               -0.25
               20487          1190381568                0.25               -0.25
               20487          1190381590                0.25               -0.25
               20487          1190381613                0.25               -0.25
               20487          1190381636                0.25               -0.25
               20487          1190381659                0.25               -0.25
               20487          1190381682                0.25               -0.25
               20487          1190381704                0.25               -0.25
               20487          1190381727                0.25               -0.25
               20487          1190381750                0.25               -0.25
               20487          1190381773                0.25               -0.25
               20487          1190381796                0.25               -0.25
               20487          1190381818                0.25               -0.25
               20487          1190381841                0.25               -0.25
               20487          1190381864                0.25               -0.25
               20487          1190381887                0.25               -0.25
               20487          1190381910                0.25               -0.25
               20487          1190381955                0.25               -0.25
               20487          1190381978                0.25               -0.25
               20487          1190382001                0.25               -0.25
               20487          1190382024                0.25               -0.25
               20487          1190382046                0.25               -0.25
               20487          1190382092                0.25               -0.25
               20487          1190382115                0.25               -0.25
               20487          1190382138                0.25               -0.25
               20487          1190382160                0.25               -0.25
               20487          1190382183                0.25               -0.25
               20487          1190382206                0.25               -0.25
               20487          1190382229                0.25               -0.25
               20487          1190382252                0.25               -0.25
               20487          1190382274                0.25               -0.25
               20487          1190382297                0.25               -0.25
               20487          1190382320                0.25               -0.25
               20487          1190382343                0.25               -0.25
               20487          1190382366                0.25               -0.25
               20487          1190382388                0.25               -0.25
               20487          1190382411                0.25               -0.25
               20487          1190382434                0.25               -0.25
               20487          1190382457                0.25               -0.25
               20487          1190382480                0.25               -0.25
               20487          1190382502                0.25               -0.25
               20487          1190382525                0.25               -0.25
               20487          1190382548                0.25               -0.25
               20487          1190382571                0.25               -0.25
               20487          1190382594                0.25               -0.25
               20487          1190382616                0.25               -0.25
               20487          1190382639                0.25               -0.25
               20487          1190382662                0.25               -0.25
               20487          1190382685                0.25               -0.25
               20487          1190382708                0.25               -0.25
               20487          1190382730                0.25               -0.25
               20487          1190382753                0.25               -0.25
               20487          1190382776                0.25               -0.25
               20487          1190382799                0.25               -0.25
               20487          1190382822                0.25               -0.25
               20487          1190382867                0.25               -0.25
               20487          1190382890                0.25               -0.25
               20487          1190382913                0.25               -0.25
               20487          1190382936                0.25               -0.25
               20487          1190382958                0.25               -0.25
               20487          1190382981                0.25               -0.25
               20487          1190383004                0.25               -0.25
               20487          1190383027                0.25               -0.25
               20487          1190383050                0.25               -0.25
               20487          1190383072                0.25               -0.25
               20487          1190383095                0.25               -0.25
               20487          1190383118                0.25               -0.25
               20487          1190383141                0.25               -0.25
               20487          1190383164                0.25               -0.25
               20487          1190383186                0.25               -0.25
               20487          1190383209                0.25               -0.25
               20487          1190383232                0.25               -0.25
               20487          1190383255                0.25               -0.25
               20487          1190383278                0.25               -0.25
               20487          1190383300                0.25               -0.25
               20487          1190383323                0.25               -0.25
               20487          1190383346                0.25               -0.25
               20487          1190383369                0.25               -0.25
               20487          1190383392                0.25               -0.25
               20487          1190383437                0.25               -0.25
               20487          1190383460                0.25               -0.25
               20487          1190383483                0.25               -0.25
               20487          1190383506                0.25               -0.25
               20487          1190383528                0.25               -0.25
               20487          1190383551                0.25               -0.25
               20487          1190383574                0.25               -0.25
               20487          1190383597                0.25               -0.25
               20487          1190383620                0.25               -0.25
               20487          1190383642                0.25               -0.25
               20487          1190383665                0.25               -0.25
               20487          1190383688                0.25               -0.25
               20487          1190383711                0.25               -0.25
               20487          1190383734                0.25               -0.25
               20487          1190383756                0.25               -0.25
               20487          1190383779                0.25               -0.25
               20487          1190383802                0.25               -0.25
               20487          1190383825                0.25               -0.25
               20487          1190383848                0.25               -0.25
               20487          1190383870                0.25               -0.25
               20487          1190383893                0.25               -0.25
               20487          1190383916                0.25               -0.25
               20487          1190383939                0.25               -0.25
               20487          1190383962                0.25               -0.25
               20487          1190384007                0.25               -0.25
               20487          1190384030                0.25               -0.25
               20487          1190384053                0.25               -0.25
               20487          1190384076                0.25               -0.25
               20487          1190384098                0.25               -0.25
               20487          1190384121                0.25               -0.25
               20487          1190384144                0.25               -0.25
               20487          1190384167                0.25               -0.25
               20487          1190384190                0.25               -0.25
               20487          1190384212                0.25               -0.25
               20487          1190384235                0.25               -0.25
               20487          1190384258                0.25               -0.25
               20487          1190384281                0.25               -0.25
               20487          1190384304                0.25               -0.25
               20487          1190384326                0.25               -0.25
               20487          1190384349                0.25               -0.25
               20487          1190384372                0.25               -0.25
               20487          1190384418                0.25               -0.25
               20487          1190384440                0.25               -0.25
               20487          1190384554                0.25               -0.25
               20487          1190384577                0.25               -0.25
               20487          1190384600                0.25               -0.25
               20487          1190384623                0.25               -0.25
               20487          1190384646                0.25               -0.25
               20487          1190384668                0.25               -0.25
               20487          1190384691                0.25               -0.25
               20487          1190384714                0.25               -0.25
               20487          1190384737                0.25               -0.25
               20487          1190384760                0.25               -0.25
               20487          1190384782                0.25               -0.25
               20487          1190384805                0.25               -0.25
               20487          1190384828                0.25               -0.25
               20487          1190384851                0.25               -0.25
               20487          1190384874                0.25               -0.25
               20487          1190384896                0.25               -0.25
               20487          1190384919                0.25               -0.25
               20487          1190384965                0.25               -0.25
               20487          1190384988                0.25               -0.25
               20487          1190385010                0.25               -0.25
               20487          1190385033                0.25               -0.25
               20487          1190385056                0.25               -0.25
               20487          1190385079                0.25               -0.25
               20487          1190385102                0.25               -0.25
