                 run          burst_time             poskick             negkick
               20522          1191139236               -0.25                0.25
               20522          1191139250               -0.25                0.25
               20522          1191139264               -0.25                0.25
               20522          1191139279               -0.25                0.25
               20522          1191139293               -0.25                0.25
               20522          1191139308               -0.25                0.25
               20522          1191139322               -0.25                0.25
               20522          1191139336               -0.25                0.25
               20522          1191139351               -0.25                0.25
               20522          1191139365               -0.25                0.25
               20522          1191139380               -0.25                0.25
               20522          1191139394               -0.25                0.25
               20522          1191139408               -0.25                0.25
               20522          1191139423               -0.25                0.25
               20522          1191139437               -0.25                0.25
               20522          1191139452               -0.25                0.25
               20522          1191139466               -0.25                0.25
               20522          1191139480               -0.25                0.25
               20522          1191139495               -0.25                0.25
               20522          1191139509               -0.25                0.25
               20522          1191139524               -0.25                0.25
               20522          1191139538               -0.25                0.25
               20522          1191139552               -0.25                0.25
               20522          1191139567               -0.25                0.25
               20522          1191139581               -0.25                0.25
               20522          1191139596               -0.25                0.25
               20522          1191139610               -0.25                0.25
               20522          1191139624               -0.25                0.25
               20522          1191139639               -0.25                0.25
               20522          1191139653               -0.25                0.25
               20522          1191139668               -0.25                0.25
               20522          1191139682               -0.25                0.25
               20522          1191139696               -0.25                0.25
               20522          1191139711               -0.25                0.25
               20522          1191139725               -0.25                0.25
               20522          1191139740               -0.25                0.25
               20522          1191139754               -0.25                0.25
               20522          1191139768               -0.25                0.25
               20522          1191139783               -0.25                0.25
               20522          1191139797               -0.25                0.25
               20522          1191139812               -0.25                0.25
               20522          1191139826               -0.25                0.25
               20522          1191139840               -0.25                0.25
               20522          1191139855               -0.25                0.25
               20522          1191139869               -0.25                0.25
               20522          1191139884               -0.25                0.25
               20522          1191139898               -0.25                0.25
               20522          1191139912               -0.25                0.25
               20522          1191139927               -0.25                0.25
               20522          1191139941               -0.25                0.25
               20522          1191139956               -0.25                0.25
               20522          1191139970               -0.25                0.25
               20522          1191139984               -0.25                0.25
               20522          1191139999               -0.25                0.25
               20522          1191140013               -0.25                0.25
               20522          1191140028               -0.25                0.25
               20522          1191140042               -0.25                0.25
               20522          1191140056               -0.25                0.25
               20522          1191140071               -0.25                0.25
               20522          1191140085               -0.25                0.25
               20522          1191140100               -0.25                0.25
               20522          1191140114               -0.25                0.25
               20522          1191140128               -0.25                0.25
               20522          1191140143               -0.25                0.25
               20522          1191140157               -0.25                0.25
               20522          1191140172               -0.25                0.25
               20522          1191140186               -0.25                0.25
               20522          1191140200               -0.25                0.25
               20522          1191140215               -0.25                0.25
               20522          1191140229               -0.25                0.25
               20522          1191140244               -0.25                0.25
               20522          1191140258               -0.25                0.25
               20522          1191140272               -0.25                0.25
               20522          1191140287               -0.25                0.25
               20522          1191140301               -0.25                0.25
               20522          1191140316               -0.25                0.25
               20522          1191140330               -0.25                0.25
               20522          1191140344               -0.25                0.25
               20522          1191140359               -0.25                0.25
               20522          1191140373               -0.25                0.25
               20522          1191140388               -0.25                0.25
               20522          1191140402               -0.25                0.25
               20522          1191140416               -0.25                0.25
               20522          1191140431               -0.25                0.25
               20522          1191140445               -0.25                0.25
               20522          1191140460               -0.25                0.25
               20522          1191140474               -0.25                0.25
               20522          1191140488               -0.25                0.25
               20522          1191140503               -0.25                0.25
               20522          1191140517               -0.25                0.25
               20522          1191140532               -0.25                0.25
               20522          1191140546               -0.25                0.25
               20522          1191140560               -0.25                0.25
               20522          1191140575               -0.25                0.25
               20522          1191140589               -0.25                0.25
               20522          1191140604               -0.25                0.25
               20522          1191140618               -0.25                0.25
               20522          1191140632               -0.25                0.25
               20522          1191140647               -0.25                0.25
               20522          1191140661               -0.25                0.25
               20522          1191140676               -0.25                0.25
               20522          1191140690               -0.25                0.25
               20522          1191140704               -0.25                0.25
               20522          1191140719               -0.25                0.25
               20522          1191140733               -0.25                0.25
               20522          1191140748               -0.25                0.25
               20522          1191140762               -0.25                0.25
               20522          1191140776               -0.25                0.25
               20522          1191140791               -0.25                0.25
               20522          1191140805               -0.25                0.25
               20522          1191140820               -0.25                0.25
               20522          1191140834               -0.25                0.25
               20522          1191140848               -0.25                0.25
               20522          1191140863               -0.25                0.25
               20522          1191140877               -0.25                0.25
               20522          1191140892               -0.25                0.25
               20522          1191140906               -0.25                0.25
               20522          1191140920               -0.25                0.25
               20522          1191140935               -0.25                0.25
               20522          1191140949               -0.25                0.25
               20522          1191140964               -0.25                0.25
               20522          1191140978               -0.25                0.25
               20522          1191140992               -0.25                0.25
               20522          1191141007               -0.25                0.25
               20522          1191141021               -0.25                0.25
               20522          1191141036               -0.25                0.25
               20522          1191141050               -0.25                0.25
               20522          1191141064               -0.25                0.25
               20522          1191141079               -0.25                0.25
               20522          1191141093               -0.25                0.25
               20522          1191141108               -0.25                0.25
               20522          1191141122               -0.25                0.25
               20522          1191141136               -0.25                0.25
               20522          1191141151               -0.25                0.25
               20522          1191141165               -0.25                0.25
               20522          1191141180               -0.25                0.25
               20522          1191141194               -0.25                0.25
               20522          1191141208               -0.25                0.25
               20522          1191141223               -0.25                0.25
               20522          1191141237               -0.25                0.25
               20522          1191141252               -0.25                0.25
               20522          1191141266               -0.25                0.25
               20522          1191141280               -0.25                0.25
               20522          1191141295               -0.25                0.25
               20522          1191141309               -0.25                0.25
               20522          1191141324               -0.25                0.25
               20522          1191141338               -0.25                0.25
               20522          1191141352               -0.25                0.25
               20522          1191141367               -0.25                0.25
               20522          1191141381               -0.25                0.25
               20522          1191141396               -0.25                0.25
               20522          1191141410               -0.25                0.25
               20522          1191141424               -0.25                0.25
               20522          1191141439               -0.25                0.25
               20522          1191141453               -0.25                0.25
               20522          1191141468               -0.25                0.25
               20522          1191141482               -0.25                0.25
               20522          1191141496               -0.25                0.25
               20522          1191141511               -0.25                0.25
               20522          1191141525               -0.25                0.25
               20522          1191141540               -0.25                0.25
               20522          1191141554               -0.25                0.25
               20522          1191141568               -0.25                0.25
               20522          1191141583               -0.25                0.25
               20522          1191141597               -0.25                0.25
               20522          1191141612               -0.25                0.25
               20522          1191141626               -0.25                0.25
               20522          1191141640               -0.25                0.25
               20522          1191141655               -0.25                0.25
               20522          1191141669               -0.25                0.25
               20522          1191141684               -0.25                0.25
               20522          1191141698               -0.25                0.25
               20522          1191141712               -0.25                0.25
               20522          1191141727               -0.25                0.25
               20522          1191141741               -0.25                0.25
               20522          1191141756               -0.25                0.25
               20522          1191141770               -0.25                0.25
               20522          1191141784               -0.25                0.25
               20522          1191141799               -0.25                0.25
               20522          1191141813               -0.25                0.25
               20522          1191141828               -0.25                0.25
               20522          1191141842               -0.25                0.25
               20522          1191141856               -0.25                0.25
               20522          1191141871               -0.25                0.25
               20522          1191141885               -0.25                0.25
               20522          1191141900               -0.25                0.25
               20522          1191141914               -0.25                0.25
               20522          1191141928               -0.25                0.25
               20522          1191141957               -0.25                0.25
               20522          1191141972               -0.25                0.25
               20522          1191141986               -0.25                0.25
               20522          1191142000               -0.25                0.25
               20522          1191142015               -0.25                0.25
               20522          1191142029               -0.25                0.25
               20522          1191142044               -0.25                0.25
               20522          1191142058               -0.25                0.25
               20522          1191142072               -0.25                0.25
               20522          1191142087               -0.25                0.25
               20522          1191142101               -0.25                0.25
               20522          1191142116               -0.25                0.25
               20522          1191142130               -0.25                0.25
               20522          1191142144               -0.25                0.25
               20522          1191142159               -0.25                0.25
               20522          1191142173               -0.25                0.25
               20522          1191142188               -0.25                0.25
               20522          1191142202               -0.25                0.25
               20522          1191142216               -0.25                0.25
               20522          1191142231               -0.25                0.25
               20522          1191142245               -0.25                0.25
               20522          1191142260               -0.25                0.25
               20522          1191142274               -0.25                0.25
               20522          1191142288               -0.25                0.25
               20522          1191142303               -0.25                0.25
