         z                  bx                  by
      4830         7.34937e-05        -0.000122553
      4840         7.43905e-05        -0.000124105
      4850         7.52873e-05        -0.000125656
      4860         7.61841e-05        -0.000127208
      4870          7.7081e-05         -0.00012876
      4880         7.79778e-05        -0.000130311
      4890         7.88746e-05        -0.000131863
      4900         7.97714e-05        -0.000133414
      4910         8.06683e-05        -0.000134966
      4920         8.15651e-05        -0.000136517
      4930         8.24619e-05        -0.000138069
      4940          8.2981e-05        -0.000138117
      4950         8.29333e-05        -0.000135911
      4960         8.28857e-05        -0.000133705
      4970         8.28381e-05        -0.000131498
      4980         8.27905e-05        -0.000129292
      4990         8.27429e-05        -0.000127086
      5000         8.26952e-05        -0.000124879
      5010         8.26476e-05        -0.000122673
      5020            8.26e-05        -0.000120467
      5030         8.25524e-05         -0.00011826
      5040         8.25048e-05        -0.000116054
      5050         8.24571e-05        -0.000113848
      5060         8.24095e-05        -0.000111641
      5070         8.23619e-05        -0.000109435
      5080         8.23143e-05        -0.000107229
      5090         8.22667e-05        -0.000105022
      5100          8.2219e-05        -0.000102816
      5110         8.21714e-05         -0.00010061
      5120         8.21238e-05        -9.84032e-05
      5130         8.20762e-05        -9.61968e-05
      5140         8.20286e-05        -9.39905e-05
      5150          8.1981e-05        -9.17841e-05
      5160         8.19333e-05        -8.95778e-05
      5170         8.18857e-05        -8.73714e-05
      5180         8.18381e-05        -8.51651e-05
      5190         8.17905e-05        -8.29587e-05
      5200         8.17429e-05        -8.07524e-05
      5210         8.16952e-05         -7.8546e-05
      5220         8.16476e-05        -7.63397e-05
      5230            8.16e-05        -7.41333e-05
      5240         8.15524e-05         -7.1927e-05
      5250         8.15048e-05        -6.97206e-05
      5260         7.96196e-05        -6.90339e-05
      5270         7.75304e-05        -6.85161e-05
      5280         7.54411e-05        -6.79982e-05
      5290         7.33518e-05        -6.74804e-05
      5300         7.12625e-05        -6.69625e-05
      5310         6.91732e-05        -6.64446e-05
      5320         6.70839e-05        -6.59268e-05
      5330         6.49946e-05        -6.54089e-05
      5340         6.29054e-05        -6.48911e-05
      5350         6.08161e-05        -6.43732e-05
      5360         5.87268e-05        -6.38554e-05
      5370         5.66375e-05        -6.33375e-05
      5380         5.45482e-05        -6.28196e-05
      5390         5.24589e-05        -6.23018e-05
      5400         5.03696e-05        -6.17839e-05
      5410         4.82804e-05        -6.12661e-05
      5420         4.61911e-05        -6.07482e-05
      5430         4.41018e-05        -6.02304e-05
      5440         4.20125e-05        -5.97125e-05
      5450         3.99232e-05        -5.91946e-05
      5460         3.78339e-05        -5.86768e-05
      5470         3.57446e-05        -5.81589e-05
      5480         3.36554e-05        -5.76411e-05
      5490         3.15661e-05        -5.71232e-05
      5500         2.94768e-05        -5.66054e-05
      5510         2.73875e-05        -5.60875e-05
      5520         2.52982e-05        -5.55696e-05
      5530         2.32089e-05        -5.50518e-05
      5540           2.201e-05         -5.4235e-05
      5550           2.091e-05         -5.3385e-05
      5560           1.981e-05         -5.2535e-05
      5570           1.871e-05         -5.1685e-05
      5580           1.761e-05         -5.0835e-05
      5590           1.651e-05         -4.9985e-05
      5600           1.541e-05         -4.9135e-05
      5610           1.431e-05         -4.8285e-05
      5620           1.321e-05         -4.7435e-05
      5630           1.211e-05         -4.6585e-05
      5640           1.101e-05         -4.5735e-05
      5650            9.91e-06         -4.4885e-05
      5660            8.81e-06         -4.4035e-05
      5670            7.71e-06         -4.3185e-05
      5680            6.61e-06         -4.2335e-05
      5690            5.51e-06         -4.1485e-05
      5700            4.41e-06         -4.0635e-05
      5710            3.31e-06         -3.9785e-05
      5720            2.21e-06         -3.8935e-05
      5730            1.11e-06         -3.8085e-05
      5740         7.42857e-07        -3.73571e-05
      5750         4.57143e-07        -3.66429e-05
      5760         1.71429e-07        -3.59286e-05
      5770        -1.14286e-07        -3.52143e-05
      5780              -4e-07           -3.45e-05
      5790        -6.85714e-07        -3.37857e-05
      5800        -9.71429e-07        -3.30714e-05
      5810        -1.25714e-06        -3.23571e-05
      5820        -1.54286e-06        -3.16429e-05
      5830        -1.82857e-06        -3.09286e-05
      5840        -2.11429e-06        -3.02143e-05
      5850            -2.4e-06           -2.95e-05
      5860        -2.68571e-06        -2.87857e-05
      5870        -2.97143e-06        -2.80714e-05
      5880            -4.2e-06        -2.56375e-05
      5890        -5.53333e-06        -2.30125e-05
      5900        -6.86667e-06        -2.03875e-05
      5910            -8.2e-06        -1.77625e-05
      5920        -9.53333e-06        -1.51375e-05
      5930        -1.08667e-05        -1.25125e-05
      5940           -1.22e-05         -9.8875e-06
      5950        -1.35333e-05         -7.2625e-06
      5960        -1.48667e-05         -4.6375e-06
      5970           -1.62e-05         -2.0125e-06
      5980        -1.75333e-05         6.12502e-07
      5990        -1.88667e-05          3.2375e-06
      6000           -2.02e-05          5.8625e-06
      6010        -2.15333e-05          8.4875e-06
      6020        -2.28667e-05         1.11125e-05
      6030           -2.42e-05         1.37375e-05
      6040        -2.55333e-05         1.63625e-05
      6050        -2.68667e-05         1.89875e-05
      6060           -2.82e-05         2.16125e-05
      6070        -2.95333e-05         2.42375e-05
      6080        -3.08667e-05         2.68625e-05
      6090           -3.22e-05         2.94875e-05
      6100        -3.35333e-05         3.21125e-05
      6110        -3.48667e-05         3.47375e-05
      6120        -3.45781e-05           3.275e-05
      6130        -3.41094e-05           3.025e-05
      6140        -3.36406e-05           2.775e-05
      6150        -3.31719e-05           2.525e-05
      6160        -3.27031e-05           2.275e-05
      6170        -3.22344e-05           2.025e-05
      6180        -3.17656e-05           1.775e-05
      6190        -3.12969e-05           1.525e-05
      6200        -3.08281e-05           1.275e-05
      6210        -3.03594e-05           1.025e-05
      6220        -2.98906e-05            7.75e-06
      6230        -2.94219e-05            5.25e-06
      6240        -2.89531e-05            2.75e-06
      6250        -2.84844e-05         2.50001e-07
      6260        -2.80156e-05           -2.25e-06
      6270        -2.75469e-05           -4.75e-06
      6280        -2.52687e-05        -1.08875e-05
      6290        -2.27896e-05        -1.74292e-05
      6300        -2.03104e-05        -2.39708e-05
      6310        -1.78313e-05        -3.05125e-05
      6320        -1.53521e-05        -3.70542e-05
      6330        -1.28729e-05        -4.35958e-05
      6340        -1.03938e-05        -5.01375e-05
      6350        -7.91458e-06        -5.66792e-05
      6360        -5.43542e-06        -6.32208e-05
      6370        -2.95625e-06        -6.97625e-05
      6380        -4.77083e-07        -7.63042e-05
      6390         2.00208e-06        -8.28458e-05
      6400         4.48125e-06        -8.93875e-05
      6410         6.96042e-06        -9.59292e-05
      6420         9.43958e-06        -0.000102471
      6430         1.19187e-05        -0.000109013
      6440         1.43979e-05        -0.000115554
      6450         1.68771e-05        -0.000122096
      6460         1.93562e-05        -0.000128638
      6470         2.18354e-05        -0.000135179
      6480         2.43146e-05        -0.000141721
      6490         2.67937e-05        -0.000148262
      6500         2.92729e-05        -0.000154804
      6510         3.17521e-05        -0.000161346
      6520         4.00156e-05        -0.000171619
      6530         4.89219e-05        -0.000182306
      6540         5.78281e-05        -0.000192994
      6550         6.67344e-05        -0.000203681
      6560         7.56406e-05        -0.000214369
      6570         8.45469e-05        -0.000225056
      6580         9.34531e-05        -0.000235744
      6590         0.000102359        -0.000246431
      6600         0.000111266        -0.000257119
      6610         0.000120172        -0.000267806
      6620         0.000129078        -0.000278494
      6630         0.000137984        -0.000289181
      6640         0.000146891        -0.000299869
      6650         0.000155797        -0.000310556
      6660         0.000164703        -0.000321244
      6670         0.000173609        -0.000331931
      6680         0.000174927         -0.00033264
      6690         0.000175403         -0.00033224
      6700         0.000175878         -0.00033184
      6710         0.000176353         -0.00033144
      6720         0.000176828         -0.00033104
      6730         0.000177303         -0.00033064
      6740         0.000177778         -0.00033024
      6750         0.000178253         -0.00032984
      6760         0.000178727         -0.00032944
      6770         0.000179202         -0.00032904
      6780         0.000179678         -0.00032864
      6790         0.000180152         -0.00032824
      6800         0.000180627         -0.00032784
      6810         0.000181102         -0.00032744
      6820         0.000181577         -0.00032704
      6830         0.000182052         -0.00032664
      6840         0.000182528         -0.00032624
      6850         0.000183002         -0.00032584
      6860         0.000183478         -0.00032544
      6870         0.000183953         -0.00032504
      6880         0.000183437        -0.000326575
      6890         0.000182812        -0.000328325
      6900         0.000182188        -0.000330075
      6910         0.000181563        -0.000331825
      6920         0.000180937        -0.000333575
      6930         0.000180313        -0.000335325
      6940         0.000179688        -0.000337075
      6950         0.000179062        -0.000338825
      6960         0.000178438        -0.000340575
      6970         0.000177813        -0.000342325
      6980         0.000177187        -0.000344075
      6990         0.000176563        -0.000345825
      7000         0.000175938        -0.000347575
      7010         0.000175312        -0.000349325
      7020         0.000174688        -0.000351075
      7030         0.000174063        -0.000352825
      7040         0.000173437        -0.000354575
      7050         0.000172813        -0.000356325
      7060         0.000172188        -0.000358075
      7070         0.000171562        -0.000359825
      7080         0.000167855        -0.000382815
      7090         0.000163805        -0.000408165
      7100         0.000159755        -0.000433515
      7110         0.000155705        -0.000458865
      7120         0.000151655        -0.000484215
      7130         0.000147605        -0.000509565
      7140         0.000143555        -0.000534915
      7150         0.000139505        -0.000560265
      7160         0.000135455        -0.000585615
      7170         0.000131405        -0.000610965
      7180         0.000127355        -0.000636315
      7190         0.000123305        -0.000661665
      7200         0.000119255        -0.000687015
      7210         0.000115205        -0.000712365
      7220         0.000111155        -0.000737715
      7230         0.000107105        -0.000763065
      7240         0.000103055        -0.000788415
      7250          9.9005e-05        -0.000813765
      7260          9.4955e-05        -0.000839115
      7270          9.0905e-05        -0.000864465
      7280           7.448e-05        -0.000875505
      7290           5.668e-05        -0.000884955
      7300           3.888e-05        -0.000894405
      7310           2.108e-05        -0.000903855
      7320         3.28001e-06        -0.000913305
      7330          -1.452e-05        -0.000922755
      7340          -3.232e-05        -0.000932205
      7350          -5.012e-05        -0.000941655
      7360          -6.792e-05        -0.000951105
      7370          -8.572e-05        -0.000960555
      7380         -0.00010352        -0.000970005
      7390         -0.00012132        -0.000979455
      7400         -0.00013912        -0.000988905
      7410         -0.00015692        -0.000998355
      7420         -0.00017472          -0.0010078
      7430         -0.00019252         -0.00101725
      7440         -0.00021032         -0.00102671
      7450         -0.00022812         -0.00103616
      7460         -0.00024592         -0.00104561
      7470         -0.00026372         -0.00105506
      7480          -0.0002838          -0.0010442
      7490        -0.000304133         -0.00103109
      7500        -0.000324467         -0.00101798
      7510          -0.0003448         -0.00100487
      7520        -0.000380187        -0.000991864
      7530        -0.000438155        -0.000979026
      7540        -0.000496123        -0.000966187
      7550         -0.00055409        -0.000953348
      7560        -0.000612058         -0.00094051
      7570        -0.000670026        -0.000927671
      7580        -0.000727994        -0.000914832
      7590        -0.000785961        -0.000901994
      7600        -0.000843929        -0.000889155
      7610        -0.000901897        -0.000876316
      7620        -0.000959865        -0.000863477
      7630         -0.00101783        -0.000850639
      7640          -0.0010758          -0.0008378
      7650         -0.00113377        -0.000824961
      7660         -0.00119174        -0.000812123
      7670          -0.0012497        -0.000799284
      7680         -0.00127924        -0.000784568
      7690         -0.00130561        -0.000769643
      7700         -0.00133199        -0.000754718
      7710         -0.00135836        -0.000739793
      7720         -0.00138474        -0.000724868
      7730         -0.00141111        -0.000709943
      7740         -0.00143749        -0.000695018
      7750         -0.00146386        -0.000680093
      7760         -0.00149024        -0.000665168
      7770         -0.00151661        -0.000650243
      7780         -0.00154299        -0.000635318
      7790         -0.00156936        -0.000620393
      7800         -0.00159574        -0.000605468
      7810         -0.00162211        -0.000590543
      7820         -0.00164849        -0.000575618
      7830         -0.00167486        -0.000560693
      7840         -0.00170124        -0.000545768
      7850         -0.00172761        -0.000530843
      7860         -0.00175399        -0.000515917
      7870         -0.00178036        -0.000500993
      7880         -0.00178102         -0.00049401
      7890         -0.00177882         -0.00048791
      7900         -0.00177662         -0.00048181
      7910         -0.00177442         -0.00047571
      7920         -0.00177222         -0.00046961
      7930         -0.00172901         -0.00044827
      7940         -0.00168124        -0.000425237
      7950         -0.00163348        -0.000402203
      7960         -0.00158571         -0.00037917
      7970         -0.00153794        -0.000356137
      7980         -0.00149018        -0.000333103
      7990         -0.00144241         -0.00031007
      8000         -0.00139464        -0.000287037
      8010         -0.00134688        -0.000264003
      8020         -0.00129911         -0.00024097
      8030         -0.00125134        -0.000217937
      8040         -0.00120358        -0.000194903
      8050         -0.00115581         -0.00017187
      8060         -0.00110804        -0.000148837
      8070         -0.00106028        -0.000125803
      8080         -0.00103975         -0.00011155
      8090         -0.00102225        -9.82722e-05
      8100         -0.00100475        -8.49944e-05
      8110         -0.00098725        -7.17167e-05
      8120         -0.00096975        -5.84389e-05
      8130         -0.00095225        -4.51611e-05
      8140         -0.00093475        -3.18833e-05
      8150         -0.00091725        -1.86056e-05
      8160         -0.00089975        -5.32778e-06
      8170        -0.000827636        -1.05455e-06
      8180        -0.000749455         2.21818e-06
      8190        -0.000671273         5.49091e-06
      8200        -0.000593091         8.76364e-06
      8210        -0.000514909         1.20364e-05
      8220        -0.000436727         1.53091e-05
      8230        -0.000358545         1.85818e-05
      8240        -0.000280364         2.18545e-05
      8250        -0.000202182         2.51273e-05
      8260           -0.000124            2.84e-05
      8270        -4.58182e-05         3.16727e-05
      8280         4.23571e-06         3.51179e-05
      8290         5.11643e-05         3.85821e-05
      8300         9.80929e-05         4.20464e-05
      8310         0.000145021         4.55107e-05
      8320          0.00019195          4.8975e-05
      8330         0.000238879         5.24393e-05
      8340         0.000285807         5.59036e-05
      8350         0.000332736         5.93679e-05
      8360         0.000379664         6.28321e-05
      8370         0.000426593         6.62964e-05
      8380         0.000473521         6.97607e-05
      8390          0.00052045          7.3225e-05
      8400         0.000567379         7.66893e-05
      8410         0.000614307         8.01536e-05
      8420         0.000661236         8.36179e-05
      8430         0.000708164         8.70821e-05
      8440         0.000755093         9.05464e-05
      8450         0.000802021         9.40107e-05
      8460          0.00084895          9.7475e-05
      8470         0.000895879         0.000100939
      8480         0.000942807         0.000104404
      8490         0.000989736         0.000107868
      8500          0.00103666         0.000111332
      8510          0.00108359         0.000114796
      8520          0.00113052         0.000118261
      8530          0.00117745         0.000121725
      8540          0.00122438         0.000125189
      8550          0.00127131         0.000128654
      8560          0.00128923          0.00013593
      8570          0.00130393          0.00014363
      8580          0.00131863          0.00015133
      8590          0.00133333          0.00015903
      8600          0.00134803          0.00016673
      8610          0.00136273          0.00017443
      8620          0.00137743          0.00018213
      8630          0.00139213          0.00018983
      8640          0.00140683          0.00019753
      8650          0.00142153          0.00020523
      8660          0.00140671          0.00019799
      8670          0.00138861          0.00018909
      8680          0.00137051          0.00018019
      8690          0.00135241          0.00017129
      8700          0.00133431          0.00016239
      8710          0.00131621          0.00015349
      8720          0.00129811          0.00014459
      8730          0.00128001          0.00013569
      8740          0.00126191          0.00012679
      8750          0.00124381          0.00011789
      8760          0.00121133         0.000110475
      8770          0.00117726         0.000103225
      8780          0.00114318          9.5975e-05
      8790          0.00110911          8.8725e-05
      8800          0.00107503          8.1475e-05
      8810          0.00104096          7.4225e-05
      8820          0.00100688          6.6975e-05
      8830         0.000972807          5.9725e-05
      8840         0.000938732          5.2475e-05
      8850         0.000904657          4.5225e-05
      8860         0.000870583          3.7975e-05
      8870         0.000836508          3.0725e-05
      8880         0.000802432          2.3475e-05
      8890         0.000768358          1.6225e-05
      8900         0.000734283           8.975e-06
      8910         0.000700208           1.725e-06
      8920         0.000666132          -5.525e-06
      8930         0.000632058         -1.2775e-05
      8940         0.000597983         -2.0025e-05
      8950         0.000563908         -2.7275e-05
      8960         0.000551902        -2.69393e-05
      8970         0.000542348        -2.57607e-05
      8980         0.000532795        -2.45821e-05
      8990         0.000523241        -2.34036e-05
      9000         0.000513687         -2.2225e-05
      9010         0.000504134        -2.10464e-05
      9020          0.00049458        -1.98679e-05
      9030         0.000485027        -1.86893e-05
      9040         0.000475473        -1.75107e-05
      9050          0.00046592        -1.63321e-05
      9060         0.000456366        -1.51536e-05
      9070         0.000446813         -1.3975e-05
      9080         0.000437259        -1.27964e-05
      9090         0.000427705        -1.16179e-05
      9100         0.000418152        -1.04393e-05
      9110         0.000408598        -9.26071e-06
      9120         0.000399045        -8.08214e-06
      9130         0.000389491        -6.90357e-06
      9140         0.000379938          -5.725e-06
      9150         0.000370384        -4.54643e-06
      9160          0.00036083        -3.36786e-06
      9170         0.000351277        -2.18929e-06
      9180         0.000341723        -1.01071e-06
      9190          0.00033217         1.67859e-07
      9200         0.000322616         1.34643e-06
      9210         0.000313062           2.525e-06
      9220         0.000303509         3.70357e-06
      9230         0.000293955         4.88214e-06
      9240          0.00028769               5e-08
      9250          0.00028179           -5.45e-06
      9260          0.00027589          -1.095e-05
      9270          0.00026999          -1.645e-05
      9280          0.00026409          -2.195e-05
      9290          0.00025819          -2.745e-05
      9300          0.00025229          -3.295e-05
      9310          0.00024639          -3.845e-05
      9320          0.00024049          -4.395e-05
      9330          0.00023459          -4.945e-05
      9340            0.000234              -5e-05
      9350            0.000234              -5e-05
      9360            0.000234              -5e-05
      9370            0.000234              -5e-05
      9380            0.000234              -5e-05
      9390            0.000234              -5e-05
      9400            0.000234              -5e-05
      9410            0.000234              -5e-05
      9420            0.000234              -5e-05
      9430            0.000234              -5e-05
      9440            0.000234              -5e-05
      9450            0.000234              -5e-05
      9460            0.000234              -5e-05
      9470            0.000234              -5e-05
      9480            0.000234              -5e-05
      9490            0.000234              -5e-05
      9500            0.000234              -5e-05
      9510            0.000234              -5e-05
      9520            0.000234              -5e-05
      9530            0.000234              -5e-05
      9540                   0                   0
      9550                   0                   0
      9560                   0                   0
      9570                   0                   0
      9580                   0                   0
      9590                   0                   0
      9600                   0                   0
      9610                   0                   0
      9620                   0                   0
      9630                   0                   0
      9640                   0                   0
      9650                   0                   0
      9660                   0                   0
      9670                   0                   0
      9680                   0                   0
      9690                   0                   0
      9700                   0                   0
      9710                   0                   0
      9720                   0                   0
      9730                   0                   0
      9740                   0                   0
      9750                   0                   0
      9760                   0                   0
      9770                   0                   0
      9780                   0                   0
      9790                   0                   0
      9800                   0                   0
      9810                   0                   0
      9820                   0                   0
      9830                   0                   0
      9840                   0                   0
      9850                   0                   0
      9860                   0                   0
      9870                   0                   0
      9880                   0                   0
      9890                   0                   0
      9900                   0                   0
      9910                   0                   0
      9920                   0                   0
      9930                   0                   0
      9940                   0                   0
      9950                   0                   0
      9960                   0                   0
      9970                   0                   0
      9980                   0                   0
      9990                   0                   0
     10000                   0                   0
