             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff       trig_err             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_br          ul_u2    high1_ul_br    high1_ul_u2     low1_ul_br     low1_ul_u2    high2_ul_br    high2_ul_u2     low2_ul_br     low2_ul_u2       dt_ul_br       dt_ul_u2       dt_ll_u2       err_scat       err_trig        err_muv       err_flux     err_hscale       err_hval
  mc.p5.hnu.313.nodk            313        0.09797        0.31300        0.31804        0.00290        0.21309        0.00049        0.89706        0.01498     1717.68494       82.44045     1677.00000    7.09874e+02    3.33128e+03    1.18760e-05    4.30278e-06    1.52029e-05    5.50814e-06    9.07104e-06    3.28652e-06    1.84506e-05    6.68482e-06    7.00162e-06    2.53675e-06    9.12960e-06    3.30774e-06    0.00000e+00    4.43527e+02    8.22614e+02    2.95044e+02    7.40508e+01    4.52054e+01    8.02088e+02
  mc.p5.hnu.314.nodk            314        0.09860        0.31400        0.31826        0.00290        0.21441        0.00049        0.88110        0.01597     1671.66309       75.94593     1720.00000    6.59518e+02    3.07591e+03    1.10336e-05    4.01238e-06    1.42633e-05    5.18687e-06    8.27324e-06    3.00858e-06    1.74930e-05    6.36136e-06    6.32662e-06    2.30069e-06    1.48934e-05    5.41604e-06    0.00000e+00    3.86906e+02    9.18253e+02    2.79446e+02    7.01359e+01    3.40288e+01    7.54498e+02
  mc.p5.hnu.315.nodk            315        0.09923        0.31500        0.31929        0.00290        0.21533        0.00049        0.88034        0.01607     1674.54413       80.05590     1794.00000    6.85122e+02    3.18173e+03    1.14619e-05    4.18414e-06    1.46766e-05    5.35768e-06    8.69361e-06    3.17358e-06    1.78914e-05    6.53120e-06    6.71034e-06    2.44960e-06    2.08708e-05    7.61884e-06    0.00000e+00    4.19673e+02    9.34115e+02    2.80410e+02    7.03778e+01    4.23175e+01    8.20165e+02
  mc.p5.hnu.316.nodk            316        0.09986        0.31600        0.31986        0.00290        0.21687        0.00049        0.87118        0.01674     1656.40790       82.25416     1806.00000    6.94986e+02    3.20465e+03    1.16269e-05    4.26123e-06    1.48184e-05    5.43088e-06    8.86737e-06    3.24986e-06    1.79319e-05    6.57198e-06    6.91600e-06    2.53469e-06    2.33025e-05    8.54030e-06    0.00000e+00    4.10632e+02    1.01305e+03    2.74369e+02    6.88616e+01    4.53414e+01    8.62639e+02
  mc.p5.hnu.318.nodk            318        0.10112        0.31800        0.32040        0.00270        0.20934        0.00049        0.90024        0.01600     1622.52461       89.13079     1667.00000    7.66727e+02    3.66251e+03    1.28271e-05    4.74042e-06    1.60508e-05    5.93177e-06    1.00063e-05    3.69796e-06    1.93550e-05    7.15288e-06    7.86302e-06    2.90587e-06    1.64538e-05    6.08068e-06    0.00000e+00    2.82131e+02    8.31462e+02    2.63259e+02    6.60732e+01    6.00004e+01    9.51847e+02
  mc.p5.hnu.319.nodk            319        0.10176        0.31900        0.32164        0.00270        0.21117        0.00049        0.91084        0.01520     1666.61489       92.46861     1652.00000    7.85100e+02    3.71781e+03    1.31345e-05    4.87529e-06    1.64092e-05    6.09079e-06    1.02672e-05    3.81100e-06    1.96839e-05    7.30631e-06    8.12832e-06    3.01708e-06    1.20671e-05    4.47907e-06    0.00000e+00    2.09814e+02    7.73210e+02    2.77761e+02    6.97129e+01    6.53338e+01    1.01593e+03
  mc.p5.hnu.320.nodk            320        0.10240        0.32000        0.32249        0.00270        0.21321        0.00049        0.92991        0.01352     1722.73783      100.56372     1594.00000    8.36445e+02    3.92309e+03    1.39935e-05    5.21764e-06    1.73140e-05    6.45573e-06    1.11297e-05    4.14983e-06    2.05556e-05    7.66438e-06    8.89822e-06    3.31780e-06    7.14561e-06    2.66432e-06    0.00000e+00    2.24182e+02    6.27239e+02    2.96783e+02    7.44871e+01    8.09815e+01    1.12183e+03
  mc.p5.hnu.321.nodk            321        0.10304        0.32100        0.32207        0.00270        0.21331        0.00049        0.92938        0.01338     1701.97606       89.77378     1620.00000    7.57993e+02    3.55344e+03    1.26810e-05    4.75036e-06    1.60024e-05    5.99456e-06    9.85791e-06    3.69281e-06    1.92449e-05    7.20921e-06    7.76841e-06    2.91008e-06    7.81178e-06    2.92632e-06    0.00000e+00    2.18811e+02    5.99951e+02    2.89672e+02    7.27026e+01    6.39075e+01    1.08720e+03
  mc.p5.hnu.322.nodk            322        0.10368        0.32200        0.32162        0.00270        0.21389        0.00049        0.93128        0.01351     1706.66681       86.95980     1621.00000    7.38017e+02    3.45047e+03    1.23468e-05    4.64748e-06    1.55813e-05    5.86496e-06    9.53532e-06    3.58920e-06    1.88946e-05    7.11214e-06    7.47183e-06    2.81248e-06    7.34599e-06    2.76511e-06    0.00000e+00    1.38704e+02    6.13007e+02    2.91271e+02    7.31039e+01    5.81432e+01    1.11409e+03
  mc.p5.hnu.324.nodk            324        0.10498        0.32400        0.32426        0.00270        0.21763        0.00049        0.92967        0.01310     1681.50474       75.63484     1665.00000    6.48874e+02    2.98154e+03    1.08555e-05    4.12754e-06    1.40376e-05    5.33746e-06    8.13364e-06    3.09262e-06    1.72196e-05    6.54736e-06    6.21567e-06    2.36336e-06    9.68764e-06    3.68350e-06    0.00000e+00    7.03675e+01    5.61023e+02    2.82746e+02    7.09641e+01    3.83626e+01    1.04519e+03
  mc.p5.hnu.325.nodk            325        0.10563        0.32500        0.32464        0.00270        0.21844        0.00050        0.90812        0.01442     1641.32529       76.30295     1680.00000    6.49948e+02    2.97541e+03    1.08734e-05    4.15627e-06    1.39663e-05    5.33850e-06    8.15610e-06    3.11759e-06    1.71365e-05    6.55026e-06    6.27667e-06    2.39920e-06    1.38890e-05    5.30894e-06    0.00000e+00    6.70448e+01    6.79564e+02    2.69395e+02    6.76133e+01    3.87020e+01    1.05868e+03
  mc.p5.hnu.326.nodk            326        0.10628        0.32600        0.32469        0.00270        0.22088        0.00050        0.91398        0.01408     1654.62514       76.49768     1641.00000    6.43252e+02    2.91220e+03    1.07614e-05    4.13591e-06    1.38964e-05    5.34077e-06    8.07926e-06    3.10508e-06    1.69550e-05    6.51626e-06    6.22277e-06    2.39158e-06    9.81663e-06    3.77280e-06    0.00000e+00    6.94484e+01    6.49946e+02    2.73778e+02    6.87135e+01    3.82116e+01    1.04062e+03
  mc.p5.hnu.327.nodk            327        0.10693        0.32700        0.32520        0.00270        0.22223        0.00050        0.89616        0.01562     1648.19592       91.76580     1610.00000    7.42489e+02    3.34105e+03    1.24216e-05    4.80086e-06    1.54578e-05    5.97431e-06    9.69207e-06    3.74590e-06    1.85697e-05    7.17705e-06    7.65988e-06    2.96048e-06    9.86679e-06    3.81343e-06    0.00000e+00    4.86495e+01    8.25455e+02    2.71655e+02    6.81805e+01    6.09340e+01    1.19162e+03
  mc.p5.hnu.328.nodk            328        0.10758        0.32800        0.32532        0.00250        0.21198        0.00049        0.87468        0.01802     1497.68006       90.65408     1472.00000    7.62278e+02    3.59597e+03    1.27527e-05    4.95742e-06    1.58564e-05    6.16394e-06    1.00276e-05    3.89807e-06    1.89602e-05    7.37048e-06    8.02365e-06    3.11907e-06    1.09229e-05    4.24611e-06    0.00000e+00    4.01697e+01    9.51600e+02    2.24305e+02    5.62964e+01    5.88725e+01    1.15611e+03
  mc.p5.hnu.329.nodk            329        0.10824        0.32900        0.32540        0.00250        0.21264        0.00049        0.88114        0.01774     1507.22745       95.06596     1483.00000    7.93876e+02    3.73347e+03    1.32813e-05    5.19381e-06    1.63745e-05    6.40343e-06    1.05428e-05    4.12289e-06    1.93884e-05    7.58202e-06    8.45668e-06    3.30707e-06    1.15141e-05    4.50272e-06    0.00000e+00    4.06835e+01    9.20622e+02    2.27173e+02    5.70165e+01    6.58325e+01    1.21124e+03
  mc.p5.hnu.330.nodk            330        0.10890        0.33000        0.32662        0.00250        0.21580        0.00049        0.87532        0.01793     1480.60069       84.23452     1513.00000    7.03783e+02    3.26124e+03    1.17741e-05    4.63278e-06    1.48246e-05    5.83305e-06    9.17633e-06    3.61063e-06    1.77968e-05    7.00253e-06    7.20266e-06    2.83405e-06    1.43553e-05    5.64839e-06    0.00000e+00    7.84318e+01    9.19878e+02    2.19218e+02    5.50198e+01    4.66193e+01    1.21679e+03
  mc.p5.hnu.331.nodk            331        0.10956        0.33100        0.32636        0.00250        0.21615        0.00049        0.88835        0.01673     1495.24268       77.56147     1537.00000    6.59223e+02    3.04984e+03    1.10286e-05    4.36703e-06    1.39979e-05    5.54277e-06    8.39328e-06    3.32351e-06    1.70452e-05    6.74945e-06    6.49541e-06    2.57200e-06    1.43104e-05    5.66654e-06    0.00000e+00    7.99907e+01    7.92646e+02    2.23575e+02    5.61133e+01    3.68959e+01    1.25561e+03
  mc.p5.hnu.332.nodk            332        0.11022        0.33200        0.32706        0.00250        0.21787        0.00049        0.89679        0.01572     1496.62099       70.39619     1545.00000    6.04537e+02    2.77476e+03    1.01137e-05    4.03099e-06    1.31394e-05    5.23690e-06    7.53659e-06    3.00383e-06    1.60874e-05    6.41187e-06    5.77210e-06    2.30056e-06    1.39152e-05    5.54611e-06    0.00000e+00    8.01383e+01    6.87959e+02    2.23987e+02    5.62168e+01    3.43937e+01    1.25457e+03
  mc.p5.hnu.333.nodk            333        0.11089        0.33300        0.32692        0.00250        0.21891        0.00050        0.90000        0.01563     1506.07868       69.08393     1557.00000    5.96032e+02    2.72279e+03    9.97146e-06    4.00110e-06    1.29061e-05    5.17863e-06    7.40009e-06    2.96933e-06    1.59178e-05    6.38708e-06    5.61001e-06    2.25104e-06    1.39100e-05    5.58145e-06    0.00000e+00    8.11543e+01    6.84160e+02    2.26827e+02    5.69296e+01    3.94884e+01    1.35188e+03
  mc.p5.hnu.334.nodk            334        0.11156        0.33400        0.32764        0.00250        0.22096        0.00050        0.91608        0.01456     1549.89468       77.51411     1571.00000    6.43956e+02    2.91435e+03    1.07732e-05    4.35287e-06    1.38304e-05    5.58812e-06    8.20717e-06    3.31607e-06    1.68115e-05    6.79260e-06    6.35848e-06    2.56912e-06    1.24546e-05    5.03221e-06    0.00000e+00    4.03869e+01    6.06555e+02    2.40217e+02    6.02903e+01    4.50682e+01    1.40347e+03
  mc.p5.hnu.335.nodk            335        0.11223        0.33500        0.32777        0.00250        0.22158        0.00050        0.90692        0.01539     1541.70889       79.81014     1565.00000    6.57863e+02    2.96901e+03    1.10059e-05    4.47875e-06    1.39779e-05    5.68819e-06    8.43493e-06    3.43252e-06    1.70261e-05    6.92863e-06    6.56707e-06    2.67241e-06    1.28348e-05    5.22301e-06    0.00000e+00    3.99614e+01    6.84417e+02    2.37687e+02    5.96551e+01    4.32591e+01    1.49439e+03
  mc.p5.hnu.336.nodk            336        0.11290        0.33600        0.32705        0.00250        0.22230        0.00050        0.90024        0.01600     1527.56551       85.99402     1588.00000    6.97082e+02    3.13581e+03    1.16620e-05    4.78080e-06    1.46228e-05    5.99455e-06    9.07550e-06    3.72047e-06    1.75836e-05    7.20832e-06    7.15708e-06    2.93402e-06    1.62930e-05    6.67924e-06    0.00000e+00    3.92316e+01    7.36987e+02    2.33346e+02    5.85656e+01    5.28324e+01    1.56151e+03
  mc.p5.hnu.337.nodk            337        0.11357        0.33700        0.32841        0.00250        0.22533        0.00050        0.87955        0.01665     1490.24116       84.33361     1554.00000    6.76673e+02    3.00305e+03    1.13206e-05    4.67614e-06    1.41672e-05    5.85199e-06    8.76911e-06    3.62222e-06    1.70886e-05    7.05874e-06    6.92849e-06    2.86193e-06    1.61148e-05    6.65649e-06    0.00000e+00    3.73379e+01    7.95791e+02    2.22082e+02    5.57386e+01    5.13093e+01    1.58240e+03
  mc.p5.hnu.338.nodk            338        0.11424        0.33800        0.32872        0.00230        0.21417        0.00049        0.87471        0.01710     1355.26059       71.16226     1411.00000    6.15019e+02    2.87168e+03    1.02891e-05    4.28342e-06    1.32094e-05    5.49914e-06    7.77434e-06    3.23651e-06    1.60506e-05    6.68196e-06    5.98039e-06    2.48967e-06    1.47089e-05    6.12341e-06    0.00000e+00    2.26081e+00    7.02025e+02    1.83673e+02    4.60987e+01    2.84148e+01    1.46132e+03
  mc.p5.hnu.339.nodk            339        0.11492        0.33900        0.33026        0.00230        0.21651        0.00049        0.88107        0.01716     1378.88662       76.68110     1400.00000    6.43963e+02    2.97434e+03    1.07733e-05    4.52127e-06    1.37380e-05    5.76547e-06    8.27655e-06    3.47344e-06    1.66248e-05    6.97699e-06    6.45678e-06    2.70974e-06    1.24896e-05    5.24156e-06    0.00000e+00    2.34032e+00    7.20998e+02    1.90133e+02    4.77199e+01    3.91153e+01    1.46982e+03
  mc.p5.hnu.340.nodk            340        0.11560        0.34000        0.33027        0.00230        0.21795        0.00049        0.88114        0.01774     1394.24721       81.98776     1413.00000    6.79484e+02    3.11760e+03    1.13676e-05    4.81043e-06    1.42338e-05    6.02332e-06    8.79793e-06    3.72303e-06    1.71000e-05    7.23621e-06    6.94721e-06    2.93986e-06    1.28394e-05    5.43326e-06    0.00000e+00    2.39276e+00    7.87777e+02    1.94393e+02    4.87890e+01    4.50087e+01    1.71725e+03
  mc.p5.hnu.342.nodk            342        0.11696        0.34200        0.33171        0.00230        0.22214        0.00050        0.87013        0.01842     1346.43078       71.33546     1440.00000    5.92893e+02    2.66900e+03    9.91894e-06    4.27100e-06    1.27344e-05    5.48331e-06    7.49755e-06    3.22838e-06    1.54736e-05    6.66279e-06    5.80868e-06    2.50116e-06    1.70714e-05    7.35080e-06    0.00000e+00    7.25328e+00    8.12727e+02    1.81288e+02    4.54999e+01    2.19178e+01    1.96767e+03
  mc.p5.hnu.343.nodk            343        0.11765        0.34300        0.33234        0.00230        0.22332        0.00050        0.88148        0.01729     1367.92672       70.18601     1432.00000    5.81056e+02    2.60192e+03    9.72091e-06    4.22400e-06    1.25215e-05    5.44093e-06    7.32629e-06    3.18347e-06    1.53223e-05    6.65793e-06    5.62575e-06    2.44454e-06    1.46410e-05    6.36191e-06    0.00000e+00    7.48673e+00    7.20027e+02    1.87122e+02    4.69644e+01    2.38309e+01    2.13558e+03
  mc.p5.hnu.344.nodk            344        0.11834        0.34400        0.33283        0.00230        0.22520        0.00050        0.89216        0.01658     1421.32195       82.76043     1445.00000    6.63491e+02    2.94618e+03    1.11000e-05    4.86875e-06    1.39486e-05    6.11818e-06    8.61150e-06    3.77721e-06    1.67223e-05    7.33483e-06    6.77255e-06    2.97061e-06    1.28991e-05    5.65786e-06    0.00000e+00    8.08260e+00    6.97711e+02    2.02016e+02    5.07023e+01    3.93430e+01    2.26335e+03
  mc.p5.hnu.345.nodk            345        0.11903        0.34500        0.33213        0.00230        0.22655        0.00050        0.90097        0.01589     1455.44221       86.74210     1440.00000    6.86693e+02    3.03106e+03    1.14882e-05    5.08804e-06    1.43188e-05    6.34169e-06    9.00345e-06    3.98757e-06    1.71494e-05    7.59536e-06    7.14271e-06    3.16346e-06    1.04272e-05    4.61812e-06    0.00000e+00    3.33609e+00    6.58824e+02    2.11831e+02    5.31658e+01    4.92280e+01    2.55202e+03
  mc.p5.hnu.346.nodk            346        0.11972        0.34600        0.33376        0.00230        0.22895        0.00050        0.89549        0.01610     1473.62944       92.23192     1483.00000    7.15540e+02    3.12525e+03    1.19708e-05    5.35505e-06    1.48441e-05    6.64039e-06    9.49924e-06    4.24941e-06    1.76438e-05    7.89280e-06    7.57557e-06    3.38887e-06    1.27075e-05    5.68459e-06    0.00000e+00    3.41998e+00    7.01674e+02    2.17158e+02    5.45029e+01    6.23434e+01    2.71648e+03
  mc.p5.hnu.347.nodk            347        0.12041        0.34700        0.33428        0.00230        0.23101        0.00051        0.87441        0.01731     1468.12266      104.93565     1501.00000    7.95346e+02    3.44288e+03    1.33059e-05    6.01405e-06    1.60784e-05    7.26715e-06    1.07596e-05    4.86315e-06    1.88507e-05    8.52019e-06    8.81676e-06    3.98502e-06    1.57136e-05    7.10228e-06    0.00000e+00    3.39447e+00    8.44785e+02    2.15538e+02    5.40963e+01    9.80760e+01    3.02235e+03
  mc.p5.hnu.348.nodk            348        0.12110        0.34800        0.33557        0.00210        0.21931        0.00050        0.87565        0.01808     1317.90210       86.90490     1368.00000    7.02883e+02    3.20505e+03    1.17591e-05    5.37183e-06    1.46063e-05    6.67251e-06    9.32004e-06    4.25763e-06    1.73767e-05    7.93811e-06    7.46681e-06    3.41103e-06    1.56837e-05    7.16469e-06    0.00000e+00    5.97262e-01    7.40859e+02    1.73687e+02    4.35922e+01    4.29319e+01    2.71316e+03
  mc.p5.hnu.350.nodk            350        0.12250        0.35000        0.33554        0.00210        0.22221        0.00050        0.87845        0.01855     1303.84790       82.26154     1453.00000    6.61828e+02    2.97838e+03    1.10722e-05    5.17259e-06    1.38074e-05    6.45039e-06    8.67845e-06    4.05430e-06    1.66187e-05    7.76375e-06    6.88609e-06    3.21697e-06    2.24691e-05    1.04969e-05    6.35549e-09    7.32204e-02    7.57993e+02    1.70002e+02    4.26674e+01    2.44777e+01    3.35752e+03
  mc.p5.hnu.351.nodk            351        0.12320        0.35100        0.33399        0.00210        0.22332        0.00050        0.87845        0.01855     1348.72673       97.21326     1443.00000    7.62665e+02    3.41519e+03    1.27592e-05    6.03124e-06    1.55531e-05    7.35191e-06    1.03336e-05    4.88466e-06    1.83470e-05    8.67260e-06    8.39137e-06    3.96659e-06    1.99327e-05    9.42218e-06    0.00000e+00    7.83477e-02    8.11072e+02    1.81906e+02    4.56552e+01    5.32641e+01    3.60425e+03
  mc.p5.hnu.352.nodk            352        0.12390        0.35200        0.33366        0.00210        0.22409        0.00050        0.88978        0.01758     1361.18663       91.03295     1445.00000    7.20714e+02    3.21612e+03    1.20573e-05    5.76929e-06    1.48429e-05    7.10214e-06    9.58806e-06    4.58777e-06    1.75531e-05    8.39895e-06    7.70219e-06    3.68540e-06    1.83812e-05    8.79519e-06    0.00000e+00    3.82930e-04    7.23082e+02    1.85283e+02    4.65027e+01    3.81413e+01    3.80366e+03
  mc.p5.hnu.353.nodk            353        0.12461        0.35300        0.33303        0.00210        0.22533        0.00050        0.89433        0.01689     1367.94624       84.96463     1439.00000    6.72868e+02    2.98617e+03    1.12569e-05    5.45459e-06    1.40284e-05    6.79752e-06    8.83155e-06    4.27937e-06    1.68000e-05    8.14054e-06    7.01357e-06    3.39846e-06    1.66502e-05    8.06795e-06    0.00000e+00    3.86743e-04    6.67734e+02    1.87128e+02    4.69657e+01    2.72713e+01    4.07453e+03
  mc.p5.hnu.354.nodk            354        0.12532        0.35400        0.33136        0.00210        0.22713        0.00050        0.90130        0.01650     1377.80928       94.46628     1443.00000    7.31998e+02    3.22286e+03    1.22461e-05    6.01186e-06    1.49937e-05    7.36068e-06    9.81068e-06    4.81625e-06    1.78155e-05    8.74597e-06    7.93373e-06    3.89482e-06    1.71472e-05    8.41788e-06    0.00000e+00    3.92340e-04    6.36232e+02    1.89836e+02    4.76454e+01    5.84349e+01    4.52553e+03
  mc.p5.hnu.355.nodk            355        0.12602        0.35500        0.33079        0.00210        0.22845        0.00050        0.90836        0.01633     1351.29495       89.55634     1462.00000    6.96299e+02    3.04793e+03    1.16489e-05    5.79652e-06    1.43816e-05    7.15634e-06    9.23256e-06    4.59415e-06    1.70405e-05    8.47941e-06    7.39543e-06    3.67999e-06    1.98471e-05    9.87596e-06    0.00000e+00    6.78272e-02    5.90155e+02    1.82600e+02    4.58293e+01    5.22332e+01    4.79550e+03
  mc.p5.hnu.356.nodk            356        0.12674        0.35600        0.32861        0.00210        0.22825        0.00050        0.90561        0.01604     1362.67269       93.93553     1507.00000    7.24898e+02    3.17592e+03    1.21273e-05    6.11983e-06    1.48616e-05    7.49963e-06    9.70334e-06    4.89660e-06    1.75958e-05    8.87940e-06    7.83798e-06    3.95528e-06    2.28425e-05    1.15270e-05    0.00000e+00    9.47953e-03    5.82829e+02    1.85688e+02    4.66043e+01    4.25169e+01    4.85421e+03
  mc.p5.hnu.358.nodk            358        0.12816        0.35800        0.32114        0.00190        0.21238        0.00049        0.88083        0.01778     1173.06679       81.86819     1372.00000    6.87625e+02    3.23767e+03    1.15038e-05    5.97997e-06    1.42072e-05    7.38526e-06    9.04922e-06    4.70403e-06    1.69104e-05    8.79047e-06    7.24587e-06    3.76660e-06    2.73252e-05    1.42044e-05    2.09987e-06    7.02504e-03    5.60757e+02    1.37609e+02    3.45373e+01    4.51314e+01    4.33805e+03
  mc.p5.hnu.359.nodk            359        0.12888        0.35900        0.31627        0.00190        0.21169        0.00049        0.88828        0.01780     1169.16988       82.65005     1298.00000    6.94805e+02    3.28216e+03    1.16239e-05    6.13811e-06    1.43358e-05    7.57017e-06    9.16093e-06    4.83751e-06    1.70477e-05    9.00217e-06    7.34715e-06    3.87973e-06    2.19130e-05    1.15713e-05    0.00000e+00    4.02863e-03    5.49069e+02    1.36696e+02    3.43082e+01    3.05516e+01    4.48678e+03
  mc.p5.hnu.360.nodk            360        0.12960        0.36000        0.31084        0.00190        0.21045        0.00049        0.89625        0.01781     1188.84986       96.69671     1234.00000    7.98810e+02    3.79572e+03    1.33639e-05    7.17324e-06    1.61685e-05    8.67867e-06    1.09226e-05    5.86285e-06    1.88932e-05    1.01412e-05    8.94144e-06    4.79944e-06    1.70500e-05    9.15183e-06    0.00000e+00    6.94603e-01    5.58061e+02    1.41336e+02    3.54729e+01    4.79709e+01    4.75359e+03
  mc.p5.hnu.361.nodk            361        0.13032        0.36100        0.30563        0.00190        0.20854        0.00049        0.88393        0.01896     1148.71007       96.89301     1195.00000    8.06693e+02    3.86825e+03    1.34958e-05    7.36846e-06    1.62452e-05    8.86962e-06    1.10299e-05    6.02215e-06    1.89948e-05    1.03708e-05    9.07896e-06    4.95696e-06    1.72966e-05    9.44362e-06    0.00000e+00    6.48491e-01    6.06906e+02    1.31953e+02    3.31180e+01    6.87696e+01    4.71529e+03
  mc.p5.hnu.362.nodk            362        0.13104        0.36200        0.29989        0.00190        0.20711        0.00049        0.90909        0.01704     1150.68405       99.39120     1180.00000    8.31216e+02    4.01344e+03    1.39060e-05    7.72848e-06    1.66740e-05    9.26683e-06    1.14168e-05    6.34508e-06    1.94421e-05    1.08052e-05    9.43581e-06    5.24409e-06    1.63483e-05    9.08583e-06    0.00000e+00    3.08645e+00    4.65068e+02    1.32407e+02    3.32319e+01    9.55956e+01    4.74189e+03
  mc.p5.hnu.363.nodk            363        0.13177        0.36300        0.29370        0.00190        0.20552        0.00048        0.89728        0.01820     1103.47951       96.96914     1187.00000    8.18464e+02    3.98235e+03    1.36927e-05    7.75232e-06    1.64006e-05    9.28547e-06    1.12532e-05    6.37118e-06    1.91086e-05    1.08186e-05    9.30870e-06    5.27026e-06    2.05856e-05    1.16549e-05    0.00000e+00    4.18761e+00    5.00771e+02    1.21767e+02    3.05613e+01    7.13329e+01    4.54591e+03
  mc.p5.hnu.364.nodk            364        0.13250        0.36400        0.28602        0.00170        0.18805        0.00047        0.89619        0.01967      932.87964       72.44366     1038.00000    6.83704e+02    3.63578e+03    1.14382e-05    6.60266e-06    1.42250e-05    8.21130e-06    9.06542e-06    5.23298e-06    1.69221e-05    9.76821e-06    7.20995e-06    4.16192e-06    2.09676e-05    1.21035e-05    0.00000e+00    2.99288e+00    4.19207e+02    8.70264e+01    2.18421e+01    2.16441e+01    3.41603e+03
  mc.p5.hnu.365.nodk            365        0.13322        0.36500        0.27821        0.00170        0.18523        0.00047        0.90036        0.01965      916.20756       80.00904     1036.00000    7.59119e+02    4.09822e+03    1.26999e-05    7.48124e-06    1.54356e-05    9.09284e-06    1.01825e-05    5.99835e-06    1.81714e-05    1.07045e-05    8.29255e-06    4.88498e-06    2.36431e-05    1.39277e-05    0.00000e+00    2.88686e+00    3.99710e+02    8.39436e+01    2.10683e+01    3.20057e+01    3.12822e+03
  mc.p5.hnu.366.nodk            366        0.13396        0.36600        0.26676        0.00170        0.18078        0.00046        0.90780        0.01900      922.93293       93.73539      991.00000    8.91861e+02    4.93353e+03    1.49206e-05    8.97851e-06    1.78134e-05    1.07192e-05    1.23920e-05    7.45691e-06    2.06130e-05    1.24040e-05    1.03494e-05    6.22778e-06    2.13596e-05    1.28532e-05    0.00000e+00    4.23229e+00    3.73296e+02    8.51805e+01    2.13788e+01    6.25523e+01    3.10152e+03
  mc.p5.hnu.367.nodk            367        0.13469        0.36700        0.25728        0.00170        0.17659        0.00046        0.87786        0.02213      840.51168       83.00628      910.00000    8.16609e+02    4.62430e+03    1.36616e-05    8.40682e-06    1.64349e-05    1.01134e-05    1.11713e-05    6.87439e-06    1.92083e-05    1.18200e-05    9.19831e-06    5.66027e-06    2.03559e-05    1.25262e-05    0.00000e+00    1.99483e+00    4.48790e+02    7.06460e+01    1.77309e+01    3.86388e+01    2.84111e+03
  mc.p5.hnu.368.nodk            368        0.13542        0.36800        0.24435        0.00170        0.16974        0.00045        0.88933        0.02169      828.23834       93.13984      847.00000    9.43731e+02    5.55990e+03    1.57884e-05    9.94691e-06    1.86711e-05    1.17630e-05    1.31669e-05    8.29533e-06    2.14542e-05    1.35165e-05    1.10366e-05    6.95325e-06    1.76770e-05    1.11368e-05    0.00000e+00    1.93700e+00    4.08148e+02    6.85979e+01    1.72168e+01    6.02396e+01    2.59941e+03
  mc.p5.hnu.369.nodk            369        0.13616        0.36900        0.23284        0.00150        0.15177        0.00043        0.89326        0.02594      658.09081       62.26727      712.00000    7.30148e+02    4.81091e+03    1.22152e-05    7.88923e-06    1.50050e-05    9.69106e-06    9.64927e-06    6.23203e-06    1.79064e-05    1.15649e-05    7.70313e-06    4.97510e-06    1.82411e-05    1.17811e-05    0.00000e+00    4.46215e-01    3.65254e+02    4.33084e+01    1.08696e+01    2.80545e+01    1.74905e+03
  mc.p5.hnu.370.nodk            370        0.13690        0.37000        0.21950        0.00150        0.14497        0.00042        0.95062        0.02018      664.25626       64.11477      638.00000    7.83117e+02    5.40183e+03    1.31013e-05    8.68671e-06    1.61378e-05    1.07000e-05    1.04116e-05    6.90329e-06    1.90574e-05    1.26358e-05    8.35604e-06    5.54039e-06    1.04116e-05    6.90329e-06    0.00000e+00    9.80774e-03    1.98867e+02    4.41236e+01    1.10742e+01    2.93457e+01    1.43254e+03
  mc.p5.hnu.371.nodk            371        0.13764        0.37100        0.20549        0.00150        0.13939        0.00042        0.91195        0.02562      595.48444       60.26800      564.00000    7.64671e+02    5.48570e+03    1.27927e-05    8.72165e-06    1.57099e-05    1.07105e-05    1.02088e-05    6.95998e-06    1.87488e-05    1.27823e-05    8.15218e-06    5.55787e-06    9.57169e-06    6.52564e-06    0.00000e+00    7.88204e-03    2.79934e+02    3.54602e+01    8.89987e+00    2.42211e+01    1.23301e+03
  mc.p5.hnu.372.nodk            372        0.13838        0.37200        0.19132        0.00150        0.13256        0.00041        0.90411        0.02779      524.32904       50.88799      520.00000    6.91070e+02    5.21321e+03    1.15614e-05    8.11917e-06    1.45074e-05    1.01880e-05    8.98560e-06    6.31026e-06    1.74533e-05    1.22569e-05    7.07251e-06    4.96677e-06    1.10619e-05    7.76837e-06    0.00000e+00    2.80823e-01    2.59684e+02    2.74921e+01    6.90002e+00    1.73140e+01    1.05947e+03
  mc.p5.hnu.373.nodk            373        0.13913        0.37300        0.17568        0.00150        0.12417        0.00040        0.92593        0.02627      481.39480       43.07903      503.00000    6.38716e+02    5.14393e+03    1.06856e-05    7.74519e-06    1.37009e-05    9.93077e-06    8.09000e-06    5.86386e-06    1.67160e-05    1.21163e-05    6.22758e-06    4.51393e-06    1.37009e-05    9.93077e-06    0.00000e+00    2.36716e-01    1.86583e+02    2.31741e+01    5.81628e+00    9.24414e+00    8.94561e+02
