scan  neg_lower_min_m2m
          shift             dt             hl          scale            err       fitscale     fitscalerr        fitchi2
             20            466        42.9041        10.8614        1.73285        10.3097        1.66494        0.84109
             25            519        47.7747        10.8635        1.64245        10.3638        1.58427       0.852247
             30            547        49.7031        11.0054        1.63041        10.4512        1.56753        0.99697
             35            547        49.7031        11.0054        1.63041        10.4512        1.56753        0.99697
             40            547        49.7031        11.0054        1.63041        10.4512        1.56753        0.99697
             45            547        49.7031        11.0054        1.63041        10.4512        1.56753        0.99697
             50            547        49.7031        11.0054        1.63041        10.4512        1.56753        0.99697
             55            547        49.7031        11.0054        1.63041        10.4512        1.56753        0.99697
             60            547        49.7031        11.0054        1.63041        10.4512        1.56753        0.99697
