             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2         ses_br         ses_u2     comb_sigma        dt_pull    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape        err_km3
  mc.p5.hnu.312.nodk            312        0.09734        0.31200        0.31232        0.00310        0.22205        0.00050        0.89900        0.02500     2704.11551     1869.95994       78.60533     1834.00000    1.46815e+02    6.61172e+02    1.46815e+02    1.10612e-05    3.99329e-06    7.53413e-08    2.71995e-08    8.97149e+01   -4.00825e-01    2.37642e+02    1.79043e-05    6.46374e-06    8.24025e+01    6.20832e-06    2.24131e-06    3.28467e+02    2.47472e-05    8.93413e-06    5.19839e+01    3.91654e-06    1.41393e-06    4.19288e+02    3.15897e-05    1.14044e-05    3.67807e+01    2.77111e-06    1.00042e-06    1.15824e+02    8.72636e-06    3.15036e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.95432e+03    5.25652e+02    3.49675e+02    8.74188e+01    3.22828e+02    1.10903e+03    8.03401e+00    5.64948e+02    2.56887e+02
  mc.p5.hnu.313.nodk            313        0.09797        0.31300        0.31142        0.00310        0.22252        0.00050        0.89900        0.02500     2686.07304     1863.71110       77.80143     1827.00000    1.45852e+02    6.55447e+02    1.45852e+02    1.09655e-05    3.97288e-06    7.51821e-08    2.72391e-08    8.89762e+01   -4.12594e-01    2.35679e+02    1.77188e-05    6.41970e-06    8.14857e+01    6.12626e-06    2.21960e-06    3.25502e+02    2.44719e-05    8.86640e-06    5.14999e+01    3.87187e-06    1.40281e-06    4.15320e+02    3.12246e-05    1.13130e-05    3.64775e+01    2.74246e-06    9.93616e-07    1.14068e+02    8.57590e-06    3.10713e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.93286e+03    5.22144e+02    3.47342e+02    8.68355e+01    2.91038e+02    1.09815e+03    8.21475e+00    5.06795e+02    2.59673e+02
  mc.p5.hnu.314.nodk            314        0.09860        0.31400        0.31155        0.00310        0.22390        0.00050        0.89900        0.02500     2639.17055     1847.36798       76.18980     1831.00000    1.43737e+02    6.41980e+02    1.43737e+02    1.07402e-05    3.90568e-06    7.47211e-08    2.71725e-08    8.74772e+01   -1.87111e-01    2.31561e+02    1.73025e-05    6.29210e-06    8.00302e+01    5.97994e-06    2.17462e-06    3.20389e+02    2.39398e-05    8.70577e-06    5.07024e+01    3.78854e-06    1.37771e-06    4.08203e+02    3.05014e-05    1.10919e-05    3.58344e+01    2.67759e-06    9.73711e-07    1.28516e+02    9.60282e-06    3.49209e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.87862e+03    4.72514e+02    3.41277e+02    8.53192e+01    2.68976e+02    1.04783e+03    7.90656e+00    4.40278e+02    2.62171e+02
  mc.p5.hnu.315.nodk            315        0.09923        0.31500        0.31236        0.00310        0.22443        0.00050        0.89900        0.02500     2645.05006     1849.42460       77.68973     1894.00000    1.45846e+02    6.49848e+02    1.45846e+02    1.08718e-05    3.96872e-06    7.45427e-08    2.72117e-08    8.87982e+01    5.01985e-01    2.35676e+02    1.75680e-05    6.41315e-06    8.13724e+01    6.06572e-06    2.21428e-06    3.25501e+02    2.42637e-05    8.85741e-06    5.13779e+01    3.82985e-06    1.39808e-06    4.14311e+02    3.08839e-05    1.12741e-05    3.64945e+01    2.72040e-06    9.93075e-07    1.91267e+02    1.42576e-05    5.20469e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.89211e+03    5.11907e+02    3.42037e+02    8.55093e+01    2.98798e+02    1.11893e+03    8.36174e+00    5.14564e+02    2.63472e+02
  mc.p5.hnu.316.nodk            316        0.09986        0.31600        0.31242        0.00310        0.22557        0.00050        0.89900        0.02500     2619.61823     1840.51214       75.95604     1905.00000    1.43192e+02    6.34811e+02    1.43192e+02    1.06202e-05    3.89228e-06    7.41678e-08    2.71823e-08    8.72343e+01    7.39249e-01    2.31019e+02    1.71342e-05    6.27962e-06    8.01024e+01    5.94102e-06    2.17736e-06    3.18840e+02    2.36477e-05    8.66679e-06    5.06447e+01    3.75621e-06    1.37664e-06    4.07665e+02    3.02356e-05    1.10813e-05    3.57484e+01    2.65138e-06    9.71722e-07    2.08809e+02    1.54869e-05    5.67590e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.85726e+03    5.06985e+02    3.38748e+02    8.46871e+01    2.30670e+02    1.07461e+03    1.00306e+01    4.00594e+02    2.65730e+02
  mc.p5.hnu.317.nodk            317        0.10049        0.31700        0.31371        0.00310        0.22785        0.00051        0.89900        0.02500     2640.55948     1847.85403       77.70051     1878.00000    1.45416e+02    6.38210e+02    1.45416e+02    1.06771e-05    3.92918e-06    7.34243e-08    2.70202e-08    8.87988e+01    3.39486e-01    2.35244e+02    1.72726e-05    6.35633e-06    8.16494e+01    5.99505e-06    2.20618e-06    3.25068e+02    2.38679e-05    8.78340e-06    5.15089e+01    3.78201e-06    1.39178e-06    4.14888e+02    3.04628e-05    1.12104e-05    3.64414e+01    2.67568e-06    9.84654e-07    1.76704e+02    1.29743e-05    4.77457e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.88611e+03    5.11038e+02    3.41456e+02    8.53641e+01    2.88037e+02    1.14596e+03    1.05671e+01    5.02251e+02    2.66584e+02
  mc.p5.hnu.318.nodk            318        0.10112        0.31800        0.31241        0.00290        0.21872        0.00050        0.89900        0.02500     2382.47190     1755.22815       74.82142     1766.00000    1.41039e+02    6.44836e+02    1.41039e+02    1.07879e-05    3.98681e-06    7.64892e-08    2.82675e-08    8.57524e+01    1.25616e-01    2.26859e+02    1.73523e-05    6.41273e-06    7.86321e+01    6.01451e-06    2.22273e-06    3.13686e+02    2.39936e-05    8.86713e-06    4.96109e+01    3.79470e-06    1.40238e-06    4.00507e+02    3.06345e-05    1.13213e-05    3.50992e+01    2.68471e-06    9.92167e-07    1.52145e+02    1.16374e-05    4.30075e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.61422e+03    3.30169e+02    3.08083e+02    7.70206e+01    3.04231e+02    1.17043e+03    9.94508e+00    5.47257e+02    2.36889e+02
  mc.p5.hnu.319.nodk            319        0.10176        0.31900        0.31322        0.00290        0.22035        0.00050        0.89900        0.02500     2407.57711     1764.45175       76.56443     1764.00000    1.43401e+02    6.50774e+02    1.43401e+02    1.08873e-05    4.04116e-06    7.59219e-08    2.81808e-08    8.73302e+01   -5.17284e-03    2.31227e+02    1.75552e-05    6.51617e-06    8.02554e+01    6.09314e-06    2.26166e-06    3.20057e+02    2.42993e-05    9.01945e-06    5.05166e+01    3.83532e-06    1.42360e-06    4.07872e+02    3.09664e-05    1.14942e-05    3.58177e+01    2.71935e-06    1.00937e-06    1.43401e+02    1.08873e-05    4.04116e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.64762e+03    2.35170e+02    3.11329e+02    7.78322e+01    4.25926e+02    1.26105e+03    1.10820e+01    6.54395e+02    2.37709e+02
  mc.p5.hnu.320.nodk            320        0.10240        0.32000        0.31362        0.00290        0.22204        0.00050        0.89900        0.02500     2395.07330     1759.86392       75.03600     1686.00000    1.40751e+02    6.33913e+02    1.40751e+02    1.06052e-05    3.95427e-06    7.53472e-08    2.80941e-08    8.59667e+01   -8.59216e-01    2.27576e+02    1.71472e-05    6.39354e-06    7.86261e+01    5.92425e-06    2.20893e-06    3.14402e+02    2.36893e-05    8.83282e-06    4.96892e+01    3.74394e-06    1.39597e-06    4.01220e+02    3.02308e-05    1.12719e-05    3.51897e+01    2.65144e-06    9.88620e-07    8.52828e+01    6.42582e-06    2.39594e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.62573e+03    2.33949e+02    3.09712e+02    7.74280e+01    3.16892e+02    1.23607e+03    1.14807e+01    5.79919e+02    2.39222e+02
  mc.p5.hnu.321.nodk            321        0.10304        0.32100        0.31266        0.00290        0.22159        0.00050        0.89900        0.02500     2473.99297     1788.62342       76.88112     1715.00000    1.43914e+02    6.49449e+02    1.43914e+02    1.08651e-05    4.07011e-06    7.54975e-08    2.82817e-08    8.77458e+01   -8.39053e-01    2.32744e+02    1.75716e-05    6.58238e-06    8.02752e+01    6.06057e-06    2.27031e-06    3.21569e+02    2.42777e-05    9.09451e-06    5.09141e+01    3.84388e-06    1.43993e-06    4.09380e+02    3.09072e-05    1.15780e-05    3.60035e+01    2.71818e-06    1.01824e-06    8.80185e+01    6.64518e-06    2.48931e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.71536e+03    2.41658e+02    3.19917e+02    7.99793e+01    3.85776e+02    1.29700e+03    1.16414e+01    6.18248e+02    2.41131e+02
  mc.p5.hnu.322.nodk            322        0.10368        0.32200        0.31149        0.00290        0.22166        0.00050        0.89900        0.02500     2384.35817     1755.92285       73.63027     1704.00000    1.38646e+02    6.25488e+02    1.38646e+02    1.04643e-05    3.93886e-06    7.54747e-08    2.84095e-08    8.47192e+01   -6.12882e-01    2.24473e+02    1.69420e-05    6.37717e-06    7.78146e+01    5.87303e-06    2.21067e-06    3.10301e+02    2.34199e-05    8.81550e-06    4.90637e+01    3.70307e-06    1.39388e-06    3.96122e+02    2.98972e-05    1.12536e-05    3.46969e+01    2.61874e-06    9.85722e-07    9.65523e+01    7.28725e-06    2.74300e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.60770e+03    1.46826e+02    3.08327e+02    7.70816e+01    2.59863e+02    1.27441e+03    1.26111e+01    4.92159e+02    2.42432e+02
  mc.p5.hnu.323.nodk            323        0.10433        0.32300        0.31279        0.00290        0.22381        0.00051        0.89900        0.02500     2349.09491     1742.88995       71.59495     1758.00000    1.35658e+02    6.06123e+02    1.35658e+02    1.01403e-05    3.83591e-06    7.47488e-08    2.82763e-08    8.28778e+01    1.82317e-01    2.19486e+02    1.64063e-05    6.20624e-06    7.62141e+01    5.69691e-06    2.15505e-06    3.03310e+02    2.26721e-05    8.57649e-06    4.80695e+01    3.59314e-06    1.35923e-06    3.87130e+02    2.89375e-05    1.09466e-05    3.39957e+01    2.54114e-06    9.61272e-07    1.51815e+02    1.13480e-05    4.29277e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.56242e+03    7.55989e+01    3.03767e+02    7.59416e+01    2.34158e+02    1.22338e+03    1.24904e+01    3.94733e+02    2.43342e+02
  mc.p5.hnu.324.nodk            324        0.10498        0.32400        0.31294        0.00290        0.22463        0.00050        0.89900        0.02500     2333.24918     1737.00170       71.34465     1716.00000    1.36138e+02    6.06063e+02    1.36138e+02    1.01393e-05    3.85522e-06    7.44777e-08    2.83184e-08    8.26260e+01   -2.54178e-01    2.18962e+02    1.63078e-05    6.20064e-06    7.58055e+01    5.64582e-06    2.14669e-06    3.02789e+02    2.25510e-05    8.57449e-06    4.77809e+01    3.55861e-06    1.35308e-06    3.85601e+02    2.87186e-05    1.09196e-05    3.39069e+01    2.52531e-06    9.60190e-07    1.16548e+02    8.68022e-06    3.30045e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.54829e+03    7.50890e+01    3.01717e+02    7.54294e+01    2.08214e+02    1.20723e+03    1.19823e+01    4.17532e+02    2.44576e+02
  mc.p5.hnu.325.nodk            325        0.10563        0.32500        0.31223        0.00290        0.22484        0.00050        0.89900        0.02500     2313.61921     1729.67944       70.29708     1733.00000    1.33902e+02    5.95556e+02    1.33902e+02    9.96349e-06    3.80845e-06    7.44088e-08    2.84420e-08    8.16784e+01    4.06540e-02    2.16732e+02    1.61268e-05    6.16430e-06    7.51160e+01    5.58929e-06    2.13645e-06    2.99558e+02    2.22898e-05    8.52005e-06    4.73259e+01    3.52146e-06    1.34604e-06    3.81370e+02    2.83773e-05    1.08469e-05    3.34493e+01    2.48892e-06    9.51367e-07    1.37940e+02    1.02640e-05    3.92330e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.52127e+03    7.44573e+01    2.99179e+02    7.47948e+01    1.79987e+02    1.15831e+03    1.11514e+01    3.78133e+02    2.44401e+02
  mc.p5.hnu.326.nodk            326        0.10628        0.32600        0.31141        0.00290        0.22653        0.00050        0.89900        0.02500     2261.67768     1710.15329       67.93012     1689.00000    1.30905e+02    5.77868e+02    1.30905e+02    9.66758e-06    3.71552e-06    7.38521e-08    2.83834e-08    7.95277e+01   -2.65986e-01    2.10727e+02    1.55626e-05    5.98114e-06    7.28357e+01    5.37907e-06    2.06732e-06    2.91555e+02    2.15319e-05    8.27531e-06    4.61232e+01    3.40629e-06    1.30913e-06    3.71367e+02    2.74262e-05    1.05407e-05    3.25666e+01    2.40511e-06    9.24349e-07    1.11392e+02    8.22653e-06    3.16168e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.45975e+03    7.41879e+01    2.92462e+02    7.31156e+01    1.23812e+02    1.03960e+03    1.10051e+01    2.97060e+02    2.43503e+02
  mc.p5.hnu.327.nodk            327        0.10693        0.32700        0.31073        0.00290        0.22692        0.00050        0.89900        0.02500     2357.47189     1745.99480       73.47274     1696.00000    1.38252e+02    6.09250e+02    1.38252e+02    1.01926e-05    3.93935e-06    7.37248e-08    2.84940e-08    8.45236e+01   -5.91489e-01    2.24081e+02    1.65203e-05    6.38495e-06    7.75038e+01    5.71395e-06    2.20839e-06    3.09910e+02    2.28481e-05    8.83058e-06    4.88422e+01    3.60088e-06    1.39171e-06    3.94723e+02    2.91009e-05    1.12472e-05    3.46563e+01    2.55503e-06    9.87498e-07    9.75288e+01    7.19029e-06    2.77899e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.57966e+03    5.45942e+01    3.04850e+02    7.62124e+01    2.64896e+02    1.26582e+03    1.17080e+01    5.98491e+02    2.42020e+02
  mc.p5.hnu.328.nodk            328        0.10758        0.32800        0.30992        0.00270        0.21757        0.00049        0.89900        0.02500     2076.92771     1638.81667       70.91048     1549.00000    1.33709e+02    6.14561e+02    1.33709e+02    1.02814e-05    3.99675e-06    7.68942e-08    2.98914e-08    8.16524e+01   -1.09999e+00    2.16539e+02    1.66506e-05    6.47266e-06    7.49979e+01    5.76690e-06    2.24180e-06    2.99366e+02    2.30195e-05    8.94847e-06    4.72503e+01    3.63327e-06    1.41238e-06    3.81177e+02    2.93103e-05    1.13939e-05    3.33935e+01    2.56777e-06    9.98181e-07    7.12597e+01    5.47945e-06    2.13005e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.28578e+03    4.80973e+01    2.68572e+02    6.71430e+01    3.01116e+02    1.23079e+03    1.02567e+01    6.05408e+02    2.11136e+02
  mc.p5.hnu.329.nodk            329        0.10824        0.32900        0.30868        0.00270        0.21708        0.00049        0.89900        0.02500     2027.59267     1619.23558       70.18287     1546.00000    1.33058e+02    6.12958e+02    1.33058e+02    1.02546e-05    4.01018e-06    7.70689e-08    3.01386e-08    8.09004e+01   -9.05256e-01    2.14888e+02    1.65612e-05    6.47642e-06    7.42211e+01    5.72014e-06    2.23692e-06    2.96712e+02    2.28673e-05    8.94249e-06    4.68264e+01    3.60886e-06    1.41128e-06    3.77521e+02    2.90951e-05    1.13780e-05    3.31188e+01    2.55243e-06    9.98153e-07    7.82553e+01    6.03105e-06    2.35850e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.23463e+03    4.69548e+01    2.62192e+02    6.55481e+01    2.91423e+02    1.21592e+03    1.04124e+01    5.89062e+02    2.09491e+02
  mc.p5.hnu.330.nodk            330        0.10890        0.33000        0.30866        0.00270        0.21944        0.00050        0.89900        0.02500     1991.54641     1604.77777       70.16968     1555.00000    1.32345e+02    6.03097e+02    1.32345e+02    1.00896e-05    3.96999e-06    7.62374e-08    2.99973e-08    8.07995e+01   -6.16065e-01    2.14174e+02    1.63280e-05    6.42463e-06    7.38153e+01    5.62748e-06    2.21426e-06    2.95999e+02    2.25662e-05    8.87916e-06    4.68237e+01    3.56972e-06    1.40458e-06    3.77819e+02    2.88039e-05    1.13335e-05    3.30933e+01    2.52295e-06    9.92709e-07    9.19061e+01    7.00668e-06    2.75693e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.19653e+03    9.21395e+01    2.57531e+02    6.43828e+01    2.74278e+02    1.25226e+03    1.14363e+01    5.66042e+02    2.09181e+02
  mc.p5.hnu.331.nodk            331        0.10956        0.33100        0.30675        0.00270        0.21859        0.00050        0.89900        0.02500     1945.34831     1586.05546       66.97587     1554.00000    1.28353e+02    5.87199e+02    1.28353e+02    9.82368e-06    3.88991e-06    7.65362e-08    3.03062e-08    7.79219e+01   -4.11379e-01    2.06173e+02    1.57797e-05    6.24832e-06    7.15786e+01    5.47835e-06    2.16928e-06    2.84995e+02    2.18124e-05    8.63711e-06    4.51384e+01    3.45472e-06    1.36797e-06    3.63814e+02    2.78449e-05    1.10258e-05    3.19117e+01    2.44240e-06    9.67121e-07    9.99803e+01    7.65211e-06    3.03002e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.13750e+03    9.00022e+01    2.51557e+02    6.28893e+01    1.81060e+02    1.14975e+03    1.17089e+01    3.92395e+02    2.08909e+02
  mc.p5.hnu.332.nodk            332        0.11022        0.33200        0.30639        0.00270        0.21966        0.00050        0.89900        0.02500     1929.10121     1579.41839       66.57036     1547.00000    1.27346e+02    5.79732e+02    1.27346e+02    9.69876e-06    3.86559e-06    7.61610e-08    3.03551e-08    7.75308e+01   -4.18135e-01    2.05166e+02    1.56256e-05    6.22783e-06    7.08535e+01    5.39627e-06    2.15077e-06    2.83997e+02    2.16295e-05    8.62077e-06    4.48764e+01    3.41783e-06    1.36223e-06    3.62817e+02    2.76325e-05    1.10134e-05    3.16824e+01    2.41296e-06    9.61724e-07    9.90791e+01    7.54596e-06    3.00756e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.11815e+03    8.92505e+01    2.49456e+02    6.23641e+01    1.77204e+02    1.15360e+03    1.14393e+01    3.62569e+02    2.07584e+02
  mc.p5.hnu.333.nodk            333        0.11089        0.33300        0.30494        0.00270        0.21979        0.00050        0.89900        0.02500     1868.28914     1554.32463       64.78518     1569.00000    1.24662e+02    5.67190e+02    1.24662e+02    9.48894e-06    3.80749e-06    7.61174e-08    3.05425e-08    7.58383e+01    1.93509e-01    2.01492e+02    1.53370e-05    6.15406e-06    6.94898e+01    5.28938e-06    2.12239e-06    2.78317e+02    2.11848e-05    8.50051e-06    4.38209e+01    3.33553e-06    1.33840e-06    3.54127e+02    2.69552e-05    1.08159e-05    3.09807e+01    2.35817e-06    9.46229e-07    1.39826e+02    1.06432e-05    4.27063e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.04929e+03    8.64370e+01    2.41593e+02    6.03981e+01    1.51373e+02    1.12666e+03    1.24692e+01    2.62282e+02    2.06610e+02
  mc.p5.hnu.334.nodk            334        0.11156        0.33400        0.30391        0.00270        0.21997        0.00050        0.89900        0.02500     1920.04837     1575.70810       67.90959     1562.00000    1.28904e+02    5.86004e+02    1.28904e+02    9.80368e-06    3.96114e-06    7.60540e-08    3.07293e-08    7.86602e+01   -1.74270e-01    2.08734e+02    1.58751e-05    6.41425e-06    7.22961e+01    5.49840e-06    2.22161e-06    2.88561e+02    2.19462e-05    8.86727e-06    4.55251e+01    3.46237e-06    1.39896e-06    3.67372e+02    2.79401e-05    1.12891e-05    3.21599e+01    2.44589e-06    9.88251e-07    1.16491e+02    8.85964e-06    3.57970e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.11424e+03    4.17434e+01    2.48286e+02    6.20714e+01    2.23496e+02    1.27103e+03    1.31379e+01    4.33330e+02    2.04374e+02
  mc.p5.hnu.335.nodk            335        0.11223        0.33500        0.30250        0.00270        0.22007        0.00050        0.89900        0.02500     1929.88022     1579.73726       70.02119     1575.00000    1.31916e+02    5.99426e+02    1.31916e+02    1.00282e-05    4.08091e-06    7.60197e-08    3.09356e-08    8.05152e+01   -5.88368e-02    2.13748e+02    1.62491e-05    6.61241e-06    7.39156e+01    5.61905e-06    2.28662e-06    2.94566e+02    2.23928e-05    9.11256e-06    4.65323e+01    3.53737e-06    1.43950e-06    3.76389e+02    2.86130e-05    1.16438e-05    3.29938e+01    2.50818e-06    1.02068e-06    1.27958e+02    9.72736e-06    3.95846e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.13397e+03    4.19572e+01    2.49557e+02    6.23892e+01    2.90427e+02    1.37499e+03    1.32962e+01    5.34973e+02    2.01406e+02
  mc.p5.hnu.336.nodk            336        0.11290        0.33600        0.30034        0.00270        0.21986        0.00050        0.89900        0.02500     1863.66916     1552.40164       67.19821     1557.00000    1.27959e+02    5.81998e+02    1.27959e+02    9.73667e-06    3.99151e-06    7.60923e-08    3.11938e-08    7.78974e+01    5.90310e-02    2.06789e+02    1.57350e-05    6.45052e-06    7.13703e+01    5.43073e-06    2.22631e-06    2.85611e+02    2.17328e-05    8.90928e-06    4.50265e+01    3.42617e-06    1.40455e-06    3.64431e+02    2.77304e-05    1.13680e-05    3.18420e+01    2.42293e-06    9.93272e-07    1.33012e+02    1.01212e-05    4.14913e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.05525e+03    4.05177e+01    2.40995e+02    6.02488e+01    2.22047e+02    1.24746e+03    1.35703e+01    4.36085e+02    1.99419e+02
  mc.p5.hnu.337.nodk            337        0.11357        0.33700        0.29960        0.00250        0.21102        0.00049        0.89900        0.02500     1546.71997     1414.24786       62.13176     1439.00000    1.19455e+02    5.66096e+02    1.19455e+02    9.47063e-06    3.91200e-06    7.92817e-08    3.27486e-08    7.26265e+01    3.40814e-01    1.92276e+02    1.52440e-05    6.29677e-06    6.64508e+01    5.26833e-06    2.17617e-06    2.66103e+02    2.10971e-05    8.71451e-06    4.18446e+01    3.31751e-06    1.37035e-06    3.39925e+02    2.69498e-05    1.11321e-05    2.96778e+01    2.35291e-06    9.71907e-07    1.44740e+02    1.14752e-05    4.74004e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.71439e+03    3.36269e+01    2.00010e+02    5.00024e+01    2.07030e+02    1.15061e+03    1.21740e+01    3.21693e+02    1.70822e+02
  mc.p5.hnu.338.nodk            338        0.11424        0.33800        0.29841        0.00250        0.21116        0.00049        0.89900        0.02500     1549.89213     1415.69735       61.51025     1396.00000    1.18149e+02    5.59513e+02    1.18149e+02    9.36050e-06    3.89684e-06    7.92261e-08    3.29824e-08    7.21055e+01   -2.73174e-01    1.90975e+02    1.51302e-05    6.29882e-06    6.59877e+01    5.22795e-06    2.17643e-06    2.63798e+02    2.08997e-05    8.70067e-06    4.16589e+01    3.30048e-06    1.37401e-06    3.37625e+02    2.67487e-05    1.11357e-05    2.94622e+01    2.33418e-06    9.71733e-07    1.00561e+02    7.96705e-06    3.31674e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.71360e+03    2.46695e+00    2.00420e+02    5.01050e+01    1.84161e+02    1.16677e+03    1.22118e+01    2.83890e+02    1.69894e+02
  mc.p5.hnu.339.nodk            339        0.11492        0.33900        0.29775        0.00250        0.21250        0.00049        0.89900        0.02500     1520.36454     1402.14701       58.90646     1381.00000    1.14926e+02    5.40838e+02    1.14926e+02    9.04808e-06    3.79723e-06    7.87293e-08    3.30405e-08    6.98006e+01   -3.02963e-01    1.84746e+02    1.45449e-05    6.10411e-06    6.39911e+01    5.03798e-06    2.11430e-06    2.55572e+02    2.01210e-05    8.44425e-06    4.03054e+01    3.17321e-06    1.33171e-06    3.26390e+02    2.56964e-05    1.07841e-05    2.84659e+01    2.24110e-06    9.40528e-07    9.56184e+01    7.52797e-06    3.15928e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.67476e+03    2.41995e+00    1.96602e+02    4.91504e+01    9.64141e+01    1.05542e+03    1.12517e+01    2.14257e+02    1.69696e+02
  mc.p5.hnu.340.nodk            340        0.11560        0.34000        0.29575        0.00250        0.21202        0.00049        0.89900        0.02500     1479.70573     1383.27128       59.80953     1384.00000    1.15829e+02    5.46320e+02    1.15829e+02    9.13979e-06    3.86769e-06    7.89074e-08    3.33913e-08    7.04305e+01    1.03466e-02    1.86653e+02    1.47283e-05    6.23260e-06    6.43249e+01    5.07571e-06    2.14789e-06    2.58482e+02    2.03962e-05    8.63106e-06    4.06967e+01    3.21127e-06    1.35892e-06    3.29294e+02    2.59838e-05    1.09956e-05    2.86904e+01    2.26389e-06    9.58012e-07    1.16840e+02    9.21957e-06    3.90145e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.63711e+03    2.35523e+00    1.91344e+02    4.78360e+01    1.34577e+02    1.13963e+03    1.24732e+01    2.44726e+02    1.67126e+02
  mc.p5.hnu.341.nodk            341        0.11628        0.34100        0.29503        0.00250        0.21280        0.00050        0.89900        0.02500     1513.42852     1398.94500       62.43720     1395.00000    1.19006e+02    5.59237e+02    1.19006e+02    9.35589e-06    3.99317e-06    7.86167e-08    3.35542e-08    7.27829e+01   -5.42023e-02    1.92834e+02    1.51600e-05    6.47039e-06    6.68138e+01    5.25268e-06    2.24188e-06    2.66660e+02    2.09639e-05    8.94756e-06    4.20726e+01    3.30761e-06    1.41171e-06    3.40480e+02    2.67674e-05    1.14245e-05    2.97100e+01    2.33570e-06    9.96896e-07    1.16034e+02    9.12221e-06    3.89343e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.68008e+03    7.83010e+00    1.95705e+02    4.89262e+01    1.73542e+02    1.27190e+03    1.37754e+01    3.41082e+02    1.65559e+02
  mc.p5.hnu.342.nodk            342        0.11696        0.34200        0.29255        0.00250        0.21282        0.00049        0.89900        0.02500     1445.42439     1367.15379       59.95834     1379.00000    1.15964e+02    5.44883e+02    1.15964e+02    9.11574e-06    3.92515e-06    7.86081e-08    3.38479e-08    7.04426e+01    1.68168e-01    1.86789e+02    1.46831e-05    6.32242e-06    6.43950e+01    5.06197e-06    2.17964e-06    2.58617e+02    2.03294e-05    8.75366e-06    4.07322e+01    3.20188e-06    1.37870e-06    3.29430e+02    2.58958e-05    1.11505e-05    2.87100e+01    2.25684e-06    9.71772e-07    1.28106e+02    1.00702e-05    4.33611e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.60355e+03    7.47827e+00    1.86911e+02    4.67277e+01    1.23789e+02    1.21408e+03    1.51083e+01    2.33604e+02    1.63749e+02
  mc.p5.hnu.343.nodk            343        0.11765        0.34300        0.29107        0.00250        0.21281        0.00049        0.89900        0.02500     1389.02879     1340.21757       58.33348     1352.00000    1.13319e+02    5.32483e+02    1.13319e+02    8.90830e-06    3.87089e-06    7.86126e-08    3.41593e-08    6.88695e+01    1.71083e-01    1.83149e+02    1.43978e-05    6.25624e-06    6.31233e+01    4.96229e-06    2.15625e-06    2.51959e+02    1.98072e-05    8.60675e-06    3.97651e+01    3.12604e-06    1.35835e-06    3.21781e+02    2.52960e-05    1.09918e-05    2.80829e+01    2.20767e-06    9.59292e-07    1.25463e+02    9.86299e-06    4.28573e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.53994e+03    7.18649e+00    1.79618e+02    4.49046e+01    1.05481e+02    1.18799e+03    1.70050e+01    1.58741e+02    1.61930e+02
