             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2         ses_br         ses_u2     comb_sigma        dt_pull    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape        err_km3
  mc.p5.hnu.280.nodk            280        0.07840        0.28000        0.29642        0.00370        0.21031        0.00049        0.89900        0.02500     3219.40106     2040.36199       96.22263     1944.00000    1.74644e+02    8.30413e+02    1.74644e+02    1.38926e-05    4.73107e-06    7.95480e-08    2.70898e-08    1.06297e+02   -9.06531e-01    2.81469e+02    2.23903e-05    7.62494e-06    9.77739e+01    7.77772e-06    2.64867e-06    3.88293e+02    3.08879e-05    1.05188e-05    6.16438e+01    4.90364e-06    1.66992e-06    4.96118e+02    3.94652e-05    1.34397e-05    4.37458e+01    3.47989e-06    1.18507e-06    1.02807e+02    8.17811e-06    2.78503e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.57862e+03    3.06377e+03    4.16308e+02    1.04077e+02    3.42667e+02    7.68041e+02    4.74928e-02    7.50153e+02    2.35107e+02
  mc.p5.hnu.281.nodk            281        0.07896        0.28100        0.29671        0.00370        0.21141        0.00049        0.89900        0.02500     3289.81277     2062.55375       98.48512     1968.00000    1.77991e+02    8.41917e+02    1.77991e+02    1.40850e-05    4.79856e-06    7.91335e-08    2.69596e-08    1.08452e+02   -8.71847e-01    2.87824e+02    2.27765e-05    7.75961e-06    9.97434e+01    7.89305e-06    2.68904e-06    3.96644e+02    3.13878e-05    1.06934e-05    6.29347e+01    4.98024e-06    1.69669e-06    5.05460e+02    3.99988e-05    1.36270e-05    4.46810e+01    3.53576e-06    1.20458e-06    1.06887e+02    8.45834e-06    2.88163e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.66348e+03    3.13078e+03    4.25413e+02    1.06353e+02    4.29564e+02    8.35707e+02    8.22440e-02    8.67468e+02    2.40466e+02
  mc.p5.hnu.282.nodk            282        0.07952        0.28200        0.29772        0.00370        0.21219        0.00049        0.89900        0.02500     3252.70378     2050.88798       94.56410     1948.00000    1.71739e+02    8.09360e+02    1.71739e+02    1.35404e-05    4.61525e-06    7.88429e-08    2.68737e-08    1.04849e+02   -9.81299e-01    2.77565e+02    2.18841e-05    7.45920e-06    9.64524e+01    7.60459e-06    2.59203e-06    3.83390e+02    3.02276e-05    1.03031e-05    6.09289e+01    4.80381e-06    1.63738e-06    4.89213e+02    3.85710e-05    1.31470e-05    4.31589e+01    3.40277e-06    1.15984e-06    9.74305e+01    7.68171e-06    2.61832e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.59877e+03    2.58983e+03    4.20614e+02    1.05154e+02    3.67575e+02    8.30298e+02    1.45877e-01    7.85868e+02    2.44112e+02
  mc.p5.hnu.283.nodk            283        0.08009        0.28300        0.29803        0.00370        0.21289        0.00049        0.89900        0.02500     3301.38937     2066.17954       96.14882     1975.00000    1.74920e+02    8.21649e+02    1.74920e+02    1.37460e-05    4.68800e-06    7.85845e-08    2.68008e-08    1.06352e+02   -8.57336e-01    2.81744e+02    2.21407e-05    7.55099e-06    9.74578e+01    7.65867e-06    2.61195e-06    3.88568e+02    3.05354e-05    1.04139e-05    6.17453e+01    4.85222e-06    1.65483e-06    4.96392e+02    3.90087e-05    1.33037e-05    4.38146e+01    3.44315e-06    1.17427e-06    1.05649e+02    8.30236e-06    2.83148e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.66103e+03    2.62860e+03    4.26910e+02    1.06727e+02    4.02187e+02    8.91318e+02    2.55764e-01    8.79447e+02    2.48126e+02
  mc.p5.hnu.284.nodk            284        0.08066        0.28400        0.29806        0.00370        0.21413        0.00049        0.89900        0.02500     3345.55574     2079.95442       96.29397     2025.00000    1.74464e+02    8.14742e+02    1.74464e+02    1.36304e-05    4.65161e-06    7.81274e-08    2.66623e-08    1.06548e+02   -5.15771e-01    2.82292e+02    2.20548e-05    7.52657e-06    9.78429e+01    7.64421e-06    2.60872e-06    3.90122e+02    3.04792e-05    1.04016e-05    6.17740e+01    4.82624e-06    1.64704e-06    4.96937e+02    3.88244e-05    1.32495e-05    4.38747e+01    3.42781e-06    1.16980e-06    1.28485e+02    1.00382e-05    3.42571e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.70280e+03    2.42725e+03    4.32621e+02    1.08155e+02    4.32491e+02    9.62949e+02    4.22324e-01    9.54134e+02    2.51710e+02
  mc.p5.hnu.285.nodk            285        0.08123        0.28500        0.29877        0.00370        0.21513        0.00049        0.89900        0.02500     3372.64072     2088.35691       96.99197     2020.00000    1.76165e+02    8.18885e+02    1.76165e+02    1.36997e-05    4.67871e-06    7.77664e-08    2.65587e-08    1.07218e+02   -6.37548e-01    2.83991e+02    2.20850e-05    7.54242e-06    9.85912e+01    7.66708e-06    2.61845e-06    3.91815e+02    3.04701e-05    1.04061e-05    6.21533e+01    4.83344e-06    1.65071e-06    5.00640e+02    3.89330e-05    1.32963e-05    4.41069e+01    3.43004e-06    1.17142e-06    1.20473e+02    9.36879e-06    3.19962e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.73720e+03    2.44690e+03    4.36123e+02    1.09031e+02    4.52952e+02    9.95228e+02    7.01806e-01    9.73873e+02    2.55434e+02
  mc.p5.hnu.286.nodk            286        0.08180        0.28600        0.29885        0.00350        0.20869        0.00049        0.89900        0.02500     2972.62389     1960.60301       88.84906     1928.00000    1.62861e+02    7.80405e+02    1.62861e+02    1.30560e-05    4.46251e-06    8.01663e-08    2.74007e-08    9.92711e+01   -3.28424e-01    2.62686e+02    2.10586e-05    7.19779e-06    9.11645e+01    7.30832e-06    2.49797e-06    3.63516e+02    2.91417e-05    9.96058e-06    5.76851e+01    4.62440e-06    1.58061e-06    4.63333e+02    3.71436e-05    1.26956e-05    4.07685e+01    3.26826e-06    1.11708e-06    1.33827e+02    1.07284e-05    3.66695e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.28339e+03    2.02105e+03    3.84396e+02    9.60991e+01    3.17229e+02    8.62902e+02    8.94533e-01    6.94258e+02    2.33938e+02
  mc.p5.hnu.287.nodk            287        0.08237        0.28700        0.29900        0.00350        0.20950        0.00049        0.89900        0.02500     3066.52625     1991.32904       92.32450     1933.00000    1.68510e+02    8.04336e+02    1.68510e+02    1.34563e-05    4.60352e-06    7.98547e-08    2.73189e-08    1.02543e+02   -5.68823e-01    2.71334e+02    2.16673e-05    7.41254e-06    9.39618e+01    7.50329e-06    2.56694e-06    3.75161e+02    2.99583e-05    1.02490e-05    5.95611e+01    4.75623e-06    1.62714e-06    4.77979e+02    3.81689e-05    1.30579e-05    4.21465e+01    3.36559e-06    1.15140e-06    1.19880e+02    9.57301e-06    3.27500e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.40028e+03    2.08489e+03    3.96539e+02    9.91348e+01    4.00216e+02    9.93481e+02    1.07656e+00    9.10024e+02    2.38170e+02
  mc.p5.hnu.288.nodk            288        0.08294        0.28800        0.30040        0.00350        0.21125        0.00049        0.89900        0.02500     3061.62250     1989.73621       91.01298     1948.00000    1.66154e+02    7.86525e+02    1.66154e+02    1.31583e-05    4.50604e-06    7.91939e-08    2.71197e-08    1.01356e+02   -4.11777e-01    2.68984e+02    2.13019e-05    7.29478e-06    9.30644e+01    7.37013e-06    2.52388e-06    3.70805e+02    2.93655e-05    1.00561e-05    5.89167e+01    4.66584e-06    1.59780e-06    4.72625e+02    3.74290e-05    1.28175e-05    4.16557e+01    3.29887e-06    1.12969e-06    1.29978e+02    1.02935e-05    3.52497e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.38538e+03    2.08156e+03    3.95905e+02    9.89763e+01    3.44252e+02    9.54248e+02    1.33475e+00    7.80475e+02    2.41238e+02
  mc.p5.hnu.289.nodk            289        0.08352        0.28900        0.30067        0.00350        0.21206        0.00049        0.89900        0.02500     3082.28039     1996.43766       89.27626     1981.00000    1.63954e+02    7.73150e+02    1.63954e+02    1.29346e-05    4.43420e-06    7.88919e-08    2.70455e-08    9.98333e+01   -1.54634e-01    2.64782e+02    2.08892e-05    7.16116e-06    9.15542e+01    7.22288e-06    2.47613e-06    3.65607e+02    2.88434e-05    9.88801e-06    5.78557e+01    4.56434e-06    1.56473e-06    4.65419e+02    3.67178e-05    1.25875e-05    4.09890e+01    3.23370e-06    1.10857e-06    1.49554e+02    1.17986e-05    4.04477e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.39660e+03    1.82807e+03    3.98576e+02    9.96441e+01    3.44090e+02    9.15942e+02    1.61604e+00    7.41123e+02    2.44582e+02
  mc.p5.hnu.290.nodk            290        0.08410        0.29000        0.30156        0.00350        0.21386        0.00049        0.89900        0.02500     3040.94558     1983.00590       88.41094     2005.00000    1.63008e+02    7.62222e+02    1.63008e+02    1.27518e-05    4.37663e-06    7.82282e-08    2.68492e-08    9.89924e+01    2.22180e-01    2.61827e+02    2.04822e-05    7.02985e-06    9.10647e+01    7.12382e-06    2.44502e-06    3.61650e+02    2.82912e-05    9.71004e-06    5.75341e+01    4.50079e-06    1.54475e-06    4.61470e+02    3.60999e-05    1.23901e-05    4.07497e+01    3.18778e-06    1.09410e-06    1.85192e+02    1.44872e-05    4.97226e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.35167e+03    1.80356e+03    3.93231e+02    9.83078e+01    3.77478e+02    8.70241e+02    1.90247e+00    6.70638e+02    2.49461e+02
  mc.p5.hnu.291.nodk            291        0.08468        0.29100        0.30157        0.00350        0.21387        0.00049        0.89900        0.02500     3012.21215     1973.61511       84.99325     1984.00000    1.57324e+02    7.35592e+02    1.57324e+02    1.23063e-05    4.22903e-06    7.82223e-08    2.68810e-08    9.59034e+01    1.08285e-01    2.54152e+02    1.98803e-05    6.83185e-06    8.78825e+01    6.87437e-06    2.36237e-06    3.50976e+02    2.74541e-05    9.43457e-06    5.55476e+01    4.34506e-06    1.49317e-06    4.47796e+02    3.50276e-05    1.20372e-05    3.93553e+01    3.07846e-06    1.05791e-06    1.68418e+02    1.31741e-05    4.52725e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.30020e+03    1.54949e+03    3.89516e+02    9.73789e+01    2.83288e+02    8.27698e+02    2.28271e+00    5.22028e+02    2.51966e+02
  mc.p5.hnu.292.nodk            292        0.08526        0.29200        0.30259        0.00350        0.21564        0.00049        0.89900        0.02500     3033.81230     1980.67872       85.15419     1979.00000    1.57556e+02    7.30653e+02    1.57556e+02    1.22236e-05    4.20629e-06    7.75829e-08    2.66972e-08    9.60829e+01   -1.74716e-02    2.54381e+02    1.97356e-05    6.79126e-06    8.81043e+01    6.83539e-06    2.35214e-06    3.51204e+02    2.72474e-05    9.37615e-06    5.57208e+01    4.32298e-06    1.48759e-06    4.48022e+02    3.47588e-05    1.19609e-05    3.94896e+01    3.06371e-06    1.05426e-06    1.56554e+02    1.21459e-05    4.17954e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.32256e+03    1.56060e+03    3.92309e+02    9.80772e+01    2.88186e+02    8.26895e+02    2.64547e+00    5.04349e+02    2.55616e+02
  mc.p5.hnu.293.nodk            293        0.08585        0.29300        0.30331        0.00350        0.21686        0.00049        0.89900        0.02500     3079.95708     1995.68510       86.25056     1939.00000    1.59275e+02    7.34452e+02    1.59275e+02    1.22872e-05    4.23425e-06    7.71447e-08    2.65846e-08    9.71331e+01   -5.83582e-01    2.57099e+02    1.98338e-05    6.83488e-06    8.90938e+01    6.87312e-06    2.36852e-06    3.54921e+02    2.73803e-05    9.43544e-06    5.63580e+01    4.34772e-06    1.49825e-06    4.53748e+02    3.50042e-05    1.20627e-05    3.99462e+01    3.08164e-06    1.06195e-06    1.12594e+02    8.68604e-06    2.99327e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.37519e+03    1.37931e+03    3.98276e+02    9.95690e+01    3.82968e+02    9.02094e+02    2.81561e+00    6.41171e+02    2.57766e+02
  mc.p5.hnu.294.nodk            294        0.08644        0.29400        0.30294        0.00350        0.21705        0.00049        0.89900        0.02500     3063.91251     1990.48021       84.36289     1928.00000    1.56690e+02    7.21906e+02    1.56690e+02    1.20773e-05    4.16829e-06    7.70774e-08    2.66021e-08    9.54336e+01   -6.54698e-01    2.52514e+02    1.94631e-05    6.71740e-06    8.77741e+01    6.76540e-06    2.33497e-06    3.49342e+02    2.69264e-05    9.29324e-06    5.53201e+01    4.26393e-06    1.47163e-06    4.45157e+02    3.43116e-05    1.18421e-05    3.92523e+01    3.02546e-06    1.04419e-06    1.06185e+02    8.18446e-06    2.82474e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.34900e+03    1.37212e+03    3.96201e+02    9.90503e+01    2.91206e+02    8.39102e+02    3.42126e+00    5.05810e+02    2.61188e+02
  mc.p5.hnu.295.nodk            295        0.08702        0.29500        0.30258        0.00350        0.21794        0.00050        0.89900        0.02500     3061.57113     1989.71952       82.86774     1941.00000    1.54279e+02    7.07901e+02    1.54279e+02    1.18430e-05    4.09408e-06    7.67633e-08    2.65368e-08    9.41105e+01   -5.17684e-01    2.49105e+02    1.91221e-05    6.61043e-06    8.62843e+01    6.62347e-06    2.28971e-06    3.43927e+02    2.64010e-05    9.12671e-06    5.45737e+01    4.18926e-06    1.44821e-06    4.39753e+02    3.37569e-05    1.16696e-05    3.86767e+01    2.96895e-06    1.02636e-06    1.13373e+02    8.70285e-06    3.00854e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.33729e+03    1.17223e+03    3.95898e+02    9.89746e+01    2.89402e+02    8.36230e+02    4.36331e+00    4.66724e+02    2.65948e+02
  mc.p5.hnu.296.nodk            296        0.08762        0.29600        0.30384        0.00330        0.21160        0.00049        0.89900        0.02500     2788.61850     1898.95308       80.91273     1803.00000    1.50411e+02    7.10834e+02    1.50411e+02    1.18921e-05    4.11812e-06    7.90636e-08    2.73790e-08    9.19012e+01   -1.04409e+00    2.43237e+02    1.92312e-05    6.65959e-06    8.45106e+01    6.68171e-06    2.31382e-06    3.36061e+02    2.65702e-05    9.20103e-06    5.33508e+01    4.21811e-06    1.46069e-06    4.28881e+02    3.39089e-05    1.17423e-05    3.77626e+01    2.98564e-06    1.03390e-06    8.26013e+01    6.53076e-06    2.26154e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.05161e+03    1.06772e+03    3.60602e+02    9.01506e+01    2.49834e+02    9.63492e+02    4.81463e+00    5.18202e+02    2.40448e+02
  mc.p5.hnu.297.nodk            297        0.08821        0.29700        0.30388        0.00330        0.21214        0.00050        0.89900        0.02500     2864.18405     1924.50988       83.73898     1800.00000    1.55178e+02    7.31477e+02    1.55178e+02    1.22374e-05    4.24541e-06    7.88606e-08    2.73584e-08    9.45343e+01   -1.31709e+00    2.51010e+02    1.97948e-05    6.86722e-06    8.64894e+01    6.82061e-06    2.36621e-06    3.45828e+02    2.72722e-05    9.46130e-06    5.48250e+01    4.32353e-06    1.49992e-06    4.41651e+02    3.48289e-05    1.20829e-05    3.87787e+01    3.05811e-06    1.06092e-06    7.40771e+01    5.84176e-06    2.02663e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.14490e+03    1.09665e+03    3.70374e+02    9.25935e+01    3.31272e+02    1.05338e+03    5.06918e+00    6.73503e+02    2.44473e+02
  mc.p5.hnu.298.nodk            298        0.08880        0.29800        0.30476        0.00330        0.21373        0.00050        0.89900        0.02500     2861.25614     1923.52596       83.32855     1817.00000    1.54557e+02    7.23138e+02    1.54557e+02    1.20979e-05    4.20506e-06    7.82749e-08    2.72072e-08    9.41657e+01   -1.13126e+00    2.49383e+02    1.95204e-05    6.78502e-06    8.64473e+01    6.76665e-06    2.35199e-06    3.44205e+02    2.69426e-05    9.36486e-06    5.46662e+01    4.27899e-06    1.48731e-06    4.40031e+02    3.44434e-05    1.19720e-05    3.87341e+01    3.03191e-06    1.05385e-06    8.09199e+01    6.33399e-06    2.20160e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.13957e+03    1.01059e+03    3.69995e+02    9.24988e+01    3.56433e+02    1.06253e+03    5.56569e+00    6.58619e+02    2.47846e+02
  mc.p5.hnu.299.nodk            299        0.08940        0.29900        0.30533        0.00330        0.21387        0.00049        0.89900        0.02500     2826.33466     1911.75166       80.98451     1842.00000    1.50832e+02    7.05244e+02    1.50832e+02    1.17985e-05    4.10926e-06    7.82231e-08    2.72440e-08    9.20339e+01   -7.57891e-01    2.43658e+02    1.90597e-05    6.63822e-06    8.43120e+01    6.59515e-06    2.29699e-06    3.36481e+02    2.63206e-05    9.16709e-06    5.33080e+01    4.16992e-06    1.45232e-06    4.29300e+02    3.35811e-05    1.16958e-05    3.77701e+01    2.95450e-06    1.02901e-06    9.65858e+01    7.55524e-06    2.63138e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.09061e+03    8.87293e+02    3.65479e+02    9.13699e+01    3.30022e+02    1.00177e+03    6.42372e+00    5.34185e+02    2.51329e+02
  mc.p5.hnu.300.nodk            300        0.09000        0.30000        0.30545        0.00330        0.21621        0.00049        0.89900        0.02500     2825.01515     1911.30534       80.19121     1854.00000    1.50133e+02    6.94371e+02    1.50133e+02    1.16166e-05    4.05447e-06    7.73755e-08    2.70058e-08    9.13342e+01   -6.27425e-01    2.41958e+02    1.87216e-05    6.53427e-06    8.35462e+01    6.46443e-06    2.25623e-06    3.33778e+02    2.58263e-05    9.01395e-06    5.29104e+01    4.09397e-06    1.42889e-06    4.26603e+02    3.30086e-05    1.15208e-05    3.75227e+01    2.90334e-06    1.01333e-06    1.03225e+02    7.98712e-06    2.78768e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.08664e+03    8.86879e+02    3.65309e+02    9.13272e+01    2.47360e+02    9.78223e+02    6.97172e+00    5.13544e+02    2.54376e+02
  mc.p5.hnu.301.nodk            301        0.09060        0.30100        0.30651        0.00330        0.21696        0.00049        0.89900        0.02500     2790.35730     1899.54502       78.61315     1833.00000    1.47516e+02    6.79911e+02    1.47516e+02    1.13747e-05    3.97884e-06    7.71084e-08    2.69723e-08    8.98864e+01   -7.40323e-01    2.38344e+02    1.83783e-05    6.42867e-06    8.23642e+01    6.35097e-06    2.22155e-06    3.29167e+02    2.53816e-05    8.87839e-06    5.20332e+01    4.01220e-06    1.40345e-06    4.19988e+02    3.23846e-05    1.13280e-05    3.68481e+01    2.84130e-06    9.93878e-07    9.52685e+01    7.34600e-06    2.56961e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.04249e+03    8.75999e+02    3.60827e+02    9.02068e+01    1.97001e+02    9.20374e+02    6.51687e+00    4.30157e+02    2.56458e+02
  mc.p5.hnu.302.nodk            302        0.09120        0.30200        0.30629        0.00330        0.21778        0.00049        0.89900        0.02500     2747.03668     1884.74201       74.75272     1828.00000    1.41673e+02    6.50546e+02    1.41673e+02    1.08835e-05    3.81584e-06    7.68209e-08    2.69341e-08    8.64448e+01   -6.56396e-01    2.29504e+02    1.76307e-05    6.18147e-06    7.93739e+01    6.09757e-06    2.13786e-06    3.16324e+02    2.43003e-05    8.51990e-06    5.00068e+01    3.84157e-06    1.34689e-06    4.04147e+02    3.10470e-05    1.08853e-05    3.54791e+01    2.72554e-06    9.55598e-07    9.60966e+01    7.38223e-06    2.58827e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.97842e+03    7.04771e+02    3.55225e+02    8.88063e+01    1.46633e+02    7.79672e+02    6.51352e+00    2.68600e+02    2.59331e+02
  mc.p5.hnu.303.nodk            303        0.09181        0.30300        0.30699        0.00330        0.21939        0.00051        0.89900        0.02500     2735.65356     1880.83298       73.28922     1853.00000    1.39474e+02    6.35740e+02    1.39474e+02    1.06358e-05    3.73804e-06    7.62564e-08    2.68010e-08    8.51595e+01   -3.26834e-01    2.25297e+02    1.71803e-05    6.03820e-06    7.80105e+01    5.94880e-06    2.09076e-06    3.12130e+02    2.38019e-05    8.36541e-06    4.93351e+01    3.76212e-06    1.32223e-06    3.97947e+02    3.03460e-05    1.06654e-05    3.49533e+01    2.66541e-06    9.36785e-07    1.14958e+02    8.76628e-06    3.08099e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.95945e+03    6.11039e+02    3.53753e+02    8.84383e+01    1.60142e+02    7.09394e+02    6.48552e+00    2.20236e+02    2.62375e+02
  mc.p5.hnu.304.nodk            304        0.09242        0.30400        0.30727        0.00330        0.21955        0.00050        0.89900        0.02500     2810.25053     1906.30419       75.50160     1855.00000    1.43381e+02    6.53062e+02    1.43381e+02    1.09255e-05    3.84962e-06    7.61992e-08    2.68488e-08    8.72169e+01   -5.88237e-01    2.31208e+02    1.76179e-05    6.20767e-06    8.01882e+01    6.11028e-06    2.15296e-06    3.19029e+02    2.43098e-05    8.56555e-06    5.04560e+01    3.84471e-06    1.35468e-06    4.06845e+02    3.10013e-05    1.09233e-05    3.57721e+01    2.72580e-06    9.60437e-07    1.00840e+02    7.68392e-06    2.70743e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.04724e+03    6.27702e+02    3.63400e+02    9.08499e+01    1.63525e+02    8.21455e+02    6.90472e+00    3.13448e+02    2.65966e+02
  mc.p5.hnu.305.nodk            305        0.09302        0.30500        0.30814        0.00330        0.22194        0.00050        0.89900        0.02500     2828.24492     1912.39761       77.00671     1876.00000    1.45487e+02    6.55511e+02    1.45487e+02    1.09665e-05    3.87427e-06    7.53782e-08    2.66297e-08    8.85575e+01   -4.11005e-01    2.34309e+02    1.76618e-05    6.23958e-06    8.10567e+01    6.10991e-06    2.15851e-06    3.24136e+02    2.44328e-05    8.63164e-06    5.13726e+01    3.87237e-06    1.36804e-06    4.13958e+02    3.12034e-05    1.10236e-05    3.63194e+01    2.73769e-06    9.67174e-07    1.13647e+02    8.56649e-06    3.02638e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.07268e+03    6.31721e+02    3.65726e+02    9.14316e+01    1.92032e+02    9.13254e+02    6.88256e+00    3.86122e+02    2.70185e+02
  mc.p5.hnu.306.nodk            306        0.09364        0.30600        0.30875        0.00330        0.22237        0.00050        0.89900        0.02500     2832.37939     1913.79491       75.73566     1902.00000    1.43292e+02    6.44394e+02    1.43292e+02    1.07805e-05    3.81905e-06    7.52348e-08    2.66522e-08    8.74625e+01   -1.34857e-01    2.32123e+02    1.74638e-05    6.18660e-06    8.02960e+01    6.04105e-06    2.14006e-06    3.19942e+02    2.40708e-05    8.52716e-06    5.06003e+01    3.80691e-06    1.34861e-06    4.08765e+02    3.07534e-05    1.08945e-05    3.59055e+01    2.70134e-06    9.56960e-07    1.32670e+02    9.98139e-06    3.53594e-06    0.00000e+00    0.00000e+00    0.00000e+00    3.06894e+03    5.59944e+02    3.66261e+02    9.15653e+01    1.95175e+02    8.81139e+02    6.81275e+00    2.91555e+02    2.74503e+02
  mc.p5.hnu.307.nodk            307        0.09425        0.30700        0.30867        0.00310        0.21525        0.00049        0.89900        0.02500     2565.33311     1821.34227       73.42205     1796.00000    1.39573e+02    6.48425e+02    1.39573e+02    1.08480e-05    3.85394e-06    7.77223e-08    2.76123e-08    8.49243e+01   -2.98410e-01    2.25402e+02    1.75188e-05    6.22386e-06    7.79091e+01    6.05527e-06    2.15125e-06    3.11228e+02    2.41893e-05    8.59371e-06    4.91925e+01    3.82336e-06    1.35832e-06    3.97046e+02    3.08594e-05    1.09634e-05    3.48183e+01    2.70616e-06    9.61414e-07    1.16619e+02    9.06388e-06    3.22011e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.79057e+03    3.99795e+02    3.31729e+02    8.29322e+01    2.39177e+02    9.46573e+02    6.93575e+00    3.45346e+02    2.47743e+02
  mc.p5.hnu.308.nodk            308        0.09486        0.30800        0.30939        0.00310        0.21642        0.00049        0.89900        0.02500     2585.58601     1828.51774       74.69106     1816.00000    1.41268e+02    6.52754e+02    1.41268e+02    1.09204e-05    3.89123e-06    7.73027e-08    2.75450e-08    8.60655e+01   -1.45444e-01    2.28095e+02    1.76324e-05    6.28289e-06    7.89420e+01    6.10243e-06    2.17446e-06    3.14920e+02    2.43441e-05    8.67446e-06    4.98829e+01    3.85608e-06    1.37402e-06    4.01737e+02    3.10553e-05    1.10659e-05    3.53226e+01    2.73053e-06    9.72962e-07    1.29707e+02    1.00267e-05    3.57277e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.81663e+03    4.02952e+02    3.34348e+02    8.35869e+01    2.51572e+02    1.01381e+03    7.50925e+00    4.18226e+02    2.50121e+02
  mc.p5.hnu.309.nodk            309        0.09548        0.30900        0.30945        0.00310        0.21735        0.00049        0.89900        0.02500     2670.83703     1858.41789       77.21042     1795.00000    1.45251e+02    6.68286e+02    1.45251e+02    1.11803e-05    3.99615e-06    7.69722e-08    2.75121e-08    8.84300e+01   -7.17153e-01    2.34075e+02    1.80172e-05    6.43990e-06    8.08608e+01    6.22403e-06    2.22465e-06    3.23903e+02    2.49315e-05    8.91126e-06    5.12265e+01    3.94302e-06    1.40935e-06    4.12716e+02    3.17677e-05    1.13547e-05    3.63313e+01    2.79650e-06    9.99550e-07    9.49548e+01    7.30888e-06    2.61241e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.91553e+03    4.16238e+02    3.45372e+02    8.63429e+01    3.39254e+02    1.08969e+03    8.61696e+00    5.08143e+02    2.52268e+02
  mc.p5.hnu.310.nodk            310        0.09610        0.31000        0.31113        0.00310        0.21992        0.00050        0.89900        0.02500     2677.54646     1860.75070       78.33100     1781.00000    1.46545e+02    6.66368e+02    1.46545e+02    1.11482e-05    3.99749e-06    7.60734e-08    2.72783e-08    8.94231e+01   -8.91835e-01    2.37376e+02    1.80580e-05    6.47520e-06    8.20931e+01    6.24510e-06    2.23936e-06    3.27196e+02    2.48909e-05    8.92533e-06    5.17268e+01    3.93503e-06    1.41102e-06    4.18019e+02    3.18001e-05    1.14028e-05    3.66995e+01    2.79186e-06    1.00110e-06    8.71582e+01    6.63042e-06    2.37752e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.92695e+03    4.89217e+02    3.46239e+02    8.65598e+01    3.49422e+02    1.11915e+03    8.43503e+00    5.55567e+02    2.54206e+02
  mc.p5.hnu.311.nodk            311        0.09672        0.31100        0.31225        0.00310        0.22109        0.00050        0.89900        0.02500     2674.19251     1859.58493       78.39068     1797.00000    1.46786e+02    6.63933e+02    1.46786e+02    1.11074e-05    3.99615e-06    7.56708e-08    2.72243e-08    8.94689e+01   -6.99516e-01    2.37618e+02    1.79808e-05    6.46900e-06    8.22376e+01    6.22298e-06    2.23886e-06    3.27436e+02    2.47774e-05    8.91423e-06    5.18121e+01    3.92066e-06    1.41055e-06    4.17251e+02    3.15737e-05    1.13594e-05    3.67559e+01    2.78135e-06    1.00065e-06    9.70330e+01    7.34256e-06    2.64166e-06    0.00000e+00    0.00000e+00    0.00000e+00    2.92450e+03    5.19835e+02    3.45806e+02    8.64514e+01    3.27151e+02    1.12287e+03    8.42517e+00    5.54879e+02    2.55185e+02
