             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2         ses_br         ses_u2     comb_sigma        dt_pull    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape        err_km3
  mc.p5.hnu.280.nodk            280        0.07840        0.28000        0.29642        0.00370        0.21031        0.00049        0.88996        0.01471     1115.16471     2019.84804       84.00125     1944.00000    1.56054e+02    7.42018e+02    1.56054e+02    1.24138e-05    4.22746e-06    7.95480e-08    2.70898e-08    9.52684e+01   -7.96152e-01    2.52885e+02    2.01165e-05    6.85060e-06    8.73674e+01    6.94990e-06    2.36676e-06    3.48706e+02    2.77389e-05    9.44637e-06    5.52967e+01    4.39875e-06    1.49798e-06    4.44522e+02    3.53609e-05    1.20420e-05    3.92049e+01    3.11867e-06    1.06205e-06    9.78791e+01    7.78608e-06    2.65152e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.44774e+03    3.00248e+03    4.07979e+02    1.01995e+02    3.42667e+02    7.68041e+02    4.74928e-02    7.50153e+02    2.35107e+02
  mc.p5.hnu.281.nodk            281        0.07896        0.28100        0.29671        0.00370        0.21141        0.00049        0.88091        0.01503     1188.28841     2021.04427       86.54190     1968.00000    1.60559e+02    7.59464e+02    1.60559e+02    1.27056e-05    4.32862e-06    7.91335e-08    2.69596e-08    9.75220e+01   -5.43921e-01    2.58383e+02    2.04467e-05    6.96589e-06    8.94690e+01    7.08000e-06    2.41205e-06    3.57210e+02    2.82673e-05    9.63023e-06    5.66845e+01    4.48565e-06    1.52819e-06    4.55025e+02    3.60077e-05    1.22673e-05    4.00877e+01    3.17228e-06    1.08075e-06    1.15687e+02    9.15472e-06    3.11887e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.59960e+03    3.00604e+03    4.08462e+02    1.02115e+02    4.29564e+02    8.35707e+02    8.22440e-02    8.67468e+02    2.40466e+02
  mc.p5.hnu.282.nodk            282        0.07952        0.28200        0.29772        0.00370        0.21219        0.00049        0.89279        0.01463     1114.44913     2036.71547       81.97346     1948.00000    1.53410e+02    7.22984e+02    1.53410e+02    1.20953e-05    4.12270e-06    7.88429e-08    2.68737e-08    9.35754e+01   -9.48064e-01    2.48241e+02    1.95720e-05    6.67114e-06    8.60251e+01    6.78247e-06    2.31181e-06    3.42059e+02    2.69689e-05    9.19238e-06    5.42530e+01    4.27747e-06    1.45798e-06    4.36881e+02    3.44450e-05    1.17406e-05    3.83875e+01    3.02658e-06    1.03161e-06    8.85025e+01    6.97780e-06    2.37839e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.41896e+03    2.55416e+03    4.14821e+02    1.03705e+02    3.67575e+02    8.30298e+02    1.45877e-01    7.85868e+02    2.44112e+02
  mc.p5.hnu.283.nodk            283        0.08009        0.28300        0.29803        0.00370        0.21289        0.00049        0.88168        0.01506     1198.24832     2026.37143       83.93685     1975.00000    1.56495e+02    7.35105e+02    1.56495e+02    1.22981e-05    4.19421e-06    7.85845e-08    2.68008e-08    9.52458e+01   -5.39356e-01    2.52321e+02    1.98285e-05    6.76241e-06    8.75672e+01    6.88143e-06    2.34688e-06    3.48142e+02    2.73586e-05    9.33050e-06    5.51544e+01    4.33428e-06    1.47819e-06    4.44967e+02    3.49675e-05    1.19255e-05    3.91233e+01    3.07448e-06    1.04854e-06    1.13294e+02    8.90316e-06    3.03638e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.58250e+03    2.52829e+03    4.10618e+02    1.02655e+02    4.02187e+02    8.91318e+02    2.55764e-01    8.79447e+02    2.48126e+02
  mc.p5.hnu.284.nodk            284        0.08066        0.28400        0.29806        0.00370        0.21413        0.00049        0.87661        0.01503     1209.44438     2028.15550       83.96979     2025.00000    1.56776e+02    7.32137e+02    1.56776e+02    1.22485e-05    4.18000e-06    7.81274e-08    2.66623e-08    9.52842e+01   -3.31167e-02    2.52602e+02    1.97351e-05    6.73494e-06    8.72422e+01    6.81600e-06    2.32608e-06    3.48422e+02    2.72213e-05    9.28975e-06    5.52440e+01    4.31607e-06    1.47293e-06    4.45247e+02    3.47860e-05    1.18713e-05    3.91805e+01    3.06107e-06    1.04464e-06    1.53781e+02    1.20145e-05    4.10017e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.62718e+03    2.30786e+03    4.11341e+02    1.02835e+02    4.32491e+02    9.62949e+02    4.22324e-01    9.54134e+02    2.51710e+02
  mc.p5.hnu.285.nodk            285        0.08123        0.28500        0.29877        0.00370        0.21513        0.00049        0.87925        0.01509     1229.44435     2042.46714       84.70540     2020.00000    1.57651e+02    7.32826e+02    1.57651e+02    1.22600e-05    4.18701e-06    7.77664e-08    2.65587e-08    9.60077e+01   -2.34014e-01    2.54478e+02    1.97898e-05    6.75859e-06    8.81084e+01    6.85187e-06    2.34004e-06    3.51301e+02    2.73194e-05    9.33009e-06    5.56993e+01    4.33154e-06    1.47930e-06    4.48120e+02    3.48487e-05    1.19015e-05    3.94656e+01    3.06910e-06    1.04815e-06    1.37055e+02    1.06583e-05    3.64000e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.63481e+03    2.34054e+03    4.17167e+02    1.04292e+02    4.52952e+02    9.95228e+02    7.01806e-01    9.73873e+02    2.55434e+02
  mc.p5.hnu.286.nodk            286        0.08180        0.28600        0.29885        0.00350        0.20869        0.00049        0.86922        0.01613     1236.69538     1895.64640       78.05315     1928.00000    1.46575e+02    7.02363e+02    1.46575e+02    1.17503e-05    4.01625e-06    8.01663e-08    2.74007e-08    8.93753e+01    3.61997e-01    2.37407e+02    1.90320e-05    6.50512e-06    8.20812e+01    6.58014e-06    2.24908e-06    3.27227e+02    2.62326e-05    8.96626e-06    5.17063e+01    4.14510e-06    1.41679e-06    4.17042e+02    3.34327e-05    1.14272e-05    3.66807e+01    2.94056e-06    1.00508e-06    1.79881e+02    1.44204e-05    4.92886e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.64454e+03    1.88935e+03    3.59348e+02    8.98369e+01    3.17229e+02    8.62902e+02    8.94533e-01    6.94258e+02    2.33938e+02
  mc.p5.hnu.287.nodk            287        0.08237        0.28700        0.29900        0.00350        0.20950        0.00049        0.88391        0.01547     1174.54514     1957.90481       80.97868     1933.00000    1.51086e+02    7.21167e+02    1.51086e+02    1.20649e-05    4.12751e-06    7.98547e-08    2.73189e-08    9.22792e+01   -2.69885e-01    2.44918e+02    1.95578e-05    6.69088e-06    8.45880e+01    6.75474e-06    2.31085e-06    3.37738e+02    2.69700e-05    9.22664e-06    5.35352e+01    4.27504e-06    1.46252e-06    4.30555e+02    3.43818e-05    1.17623e-05    3.79514e+01    3.03060e-06    1.03679e-06    1.28904e+02    1.02936e-05    3.52153e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.51992e+03    2.01549e+03    3.83339e+02    9.58348e+01    4.00216e+02    9.93481e+02    1.07656e+00    9.10024e+02    2.38170e+02
  mc.p5.hnu.288.nodk            288        0.08294        0.28800        0.30040        0.00350        0.21125        0.00049        0.89017        0.01469     1056.67023     1970.20052       78.76656     1948.00000    1.48732e+02    7.04057e+02    1.48732e+02    1.17787e-05    4.03358e-06    7.91939e-08    2.71197e-08    9.04122e+01   -2.45548e-01    2.39556e+02    1.89714e-05    6.49670e-06    8.27944e+01    6.55681e-06    2.24536e-06    3.31386e+02    2.62437e-05    8.98709e-06    5.24414e+01    4.15303e-06    1.42220e-06    4.22200e+02    3.34357e-05    1.14500e-05    3.70682e+01    2.93557e-06    1.00528e-06    1.28186e+02    1.01515e-05    3.47636e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.35653e+03    2.04088e+03    3.88169e+02    9.70423e+01    3.44252e+02    9.54248e+02    1.33475e+00    7.80475e+02    2.41238e+02
  mc.p5.hnu.289.nodk            289        0.08352        0.28900        0.30067        0.00350        0.21206        0.00049        0.89963        0.01389      950.81335     1997.83284       75.91755     1981.00000    1.44306e+02    6.80500e+02    1.44306e+02    1.13846e-05    3.90283e-06    7.88919e-08    2.70455e-08    8.80983e+01   -1.91069e-01    2.33131e+02    1.83922e-05    6.30514e-06    8.06975e+01    6.36638e-06    2.18250e-06    3.22962e+02    2.54791e-05    8.73467e-06    5.10377e+01    4.02646e-06    1.38034e-06    4.11779e+02    3.24860e-05    1.11368e-05    3.61671e+01    2.85329e-06    9.78157e-07    1.29131e+02    1.01874e-05    3.49241e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18657e+03    1.83063e+03    3.99134e+02    9.97834e+01    3.44090e+02    9.15942e+02    1.61604e+00    7.41123e+02    2.44582e+02
  mc.p5.hnu.290.nodk            290        0.08410        0.29000        0.30156        0.00350        0.21386        0.00049        0.90976        0.01322      850.24282     2006.74151       74.54523     2005.00000    1.42549e+02    6.66558e+02    1.42549e+02    1.11513e-05    3.82733e-06    7.82282e-08    2.68492e-08    8.69697e+01   -2.00244e-02    2.30376e+02    1.80219e-05    6.18542e-06    7.96441e+01    6.23041e-06    2.13839e-06    3.18199e+02    2.48921e-05    8.54340e-06    5.03442e+01    3.93834e-06    1.35170e-06    4.06017e+02    3.17620e-05    1.09013e-05    3.56655e+01    2.79005e-06    9.57592e-07    1.41548e+02    1.10730e-05    3.80045e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.03690e+03    1.84699e+03    4.02701e+02    1.00675e+02    3.77478e+02    8.70241e+02    1.90247e+00    6.70638e+02    2.49461e+02
  mc.p5.hnu.291.nodk            291        0.08468        0.29100        0.30157        0.00350        0.21387        0.00049        0.91620        0.01289      801.04719     2011.37749       70.37050     1984.00000    1.37141e+02    6.41222e+02    1.37141e+02    1.07275e-05    3.68648e-06    7.82223e-08    2.68810e-08    8.34469e+01   -3.28083e-01    2.20965e+02    1.72844e-05    5.93977e-06    7.63342e+01    5.97104e-06    2.05194e-06    3.05794e+02    2.39199e-05    8.22003e-06    4.83691e+01    3.78354e-06    1.30021e-06    3.89607e+02    3.04760e-05    1.04730e-05    3.43103e+01    2.68383e-06    9.22294e-07    1.12589e+02    8.80698e-06    3.02651e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.49684e+02    1.60935e+03    4.04564e+02    1.01141e+02    2.83288e+02    8.27698e+02    2.28271e+00    5.22028e+02    2.51966e+02
  mc.p5.hnu.292.nodk            292        0.08526        0.29200        0.30259        0.00350        0.21564        0.00049        0.91607        0.01261      772.32894     2018.29053       70.20315     1979.00000    1.37066e+02    6.35635e+02    1.37066e+02    1.06340e-05    3.65928e-06    7.75829e-08    2.66972e-08    8.33473e+01   -4.71407e-01    2.20892e+02    1.71374e-05    5.89719e-06    7.62378e+01    5.91475e-06    2.03533e-06    3.04711e+02    2.36404e-05    8.13493e-06    4.82868e+01    3.74623e-06    1.28912e-06    3.89536e+02    3.02213e-05    1.03995e-05    3.42443e+01    2.65677e-06    9.14225e-07    1.03227e+02    8.00864e-06    2.75587e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.21168e+02    1.62044e+03    4.07350e+02    1.01837e+02    2.88186e+02    8.26895e+02    2.64547e+00    5.04349e+02    2.55616e+02
  mc.p5.hnu.293.nodk            293        0.08585        0.29300        0.30331        0.00350        0.21686        0.00049        0.91529        0.01287      816.78058     2031.83708       71.44161     1939.00000    1.38364e+02    6.38029e+02    1.38364e+02    1.06741e-05    3.67835e-06    7.71447e-08    2.65846e-08    8.44733e+01   -1.09901e+00    2.24194e+02    1.72954e-05    5.96010e-06    7.75531e+01    5.98281e-06    2.06172e-06    3.09014e+02    2.38388e-05    8.21501e-06    4.88762e+01    3.77054e-06    1.29936e-06    3.94837e+02    3.04596e-05    1.04966e-05    3.46904e+01    2.67618e-06    9.22230e-07    7.38192e+01    5.69476e-06    1.96245e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.71312e+02    1.42973e+03    4.12836e+02    1.03209e+02    3.82968e+02    9.02094e+02    2.81561e+00    6.41171e+02    2.57766e+02
  mc.p5.hnu.294.nodk            294        0.08644        0.29400        0.30294        0.00350        0.21705        0.00049        0.90018        0.01381      935.24821     1993.10357       70.11840     1928.00000    1.36886e+02    6.30663e+02    1.36886e+02    1.05508e-05    3.64146e-06    7.70774e-08    2.66021e-08    8.31246e+01   -7.83205e-01    2.20715e+02    1.70121e-05    5.87147e-06    7.60123e+01    5.85883e-06    2.02209e-06    3.04536e+02    2.34729e-05    8.10130e-06    4.80937e+01    3.70694e-06    1.27939e-06    3.88353e+02    2.99332e-05    1.03310e-05    3.40880e+01    2.62741e-06    9.06811e-07    8.60412e+01    6.63183e-06    2.28888e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.14356e+03    1.37574e+03    3.97246e+02    9.93115e+01    2.91206e+02    8.39102e+02    3.42126e+00    5.05810e+02    2.61188e+02
  mc.p5.hnu.295.nodk            295        0.08702        0.29500        0.30258        0.00350        0.21794        0.00050        0.89515        0.01447     1025.74469     1981.18880       69.02514     1941.00000    1.35173e+02    6.20234e+02    1.35173e+02    1.03764e-05    3.58707e-06    7.67633e-08    2.65368e-08    8.21320e+01   -4.89320e-01    2.18000e+02    1.67344e-05    5.78502e-06    7.55458e+01    5.79915e-06    2.00474e-06    3.00822e+02    2.30921e-05    7.98284e-06    4.74988e+01    3.64617e-06    1.26047e-06    3.83638e+02    2.94493e-05    1.01805e-05    3.36687e+01    2.58452e-06    8.93458e-07    1.00652e+02    7.72641e-06    2.67099e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.24897e+03    1.16220e+03    3.92511e+02    9.81277e+01    2.89402e+02    8.36230e+02    4.36331e+00    4.66724e+02    2.65948e+02
  mc.p5.hnu.296.nodk            296        0.08762        0.29600        0.30384        0.00330        0.21160        0.00049        0.89195        0.01535     1050.95727     1884.05961       68.97252     1803.00000    1.34244e+02    6.34430e+02    1.34244e+02    1.06138e-05    3.67548e-06    7.90636e-08    2.73790e-08    8.14940e+01   -9.94670e-01    2.16069e+02    1.70832e-05    5.91575e-06    7.46981e+01    5.90591e-06    2.04516e-06    2.98896e+02    2.36318e-05    8.18350e-06    4.73055e+01    3.74014e-06    1.29518e-06    3.80709e+02    3.01003e-05    1.04235e-05    3.34128e+01    2.64174e-06    9.14810e-07    7.51841e+01    5.94433e-06    2.05847e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.28567e+03    1.05104e+03    3.54968e+02    8.87420e+01    2.49834e+02    9.63492e+02    4.81463e+00    5.18202e+02    2.40448e+02
  mc.p5.hnu.297.nodk            297        0.08821        0.29700        0.30388        0.00330        0.21214        0.00050        0.88957        0.01519     1058.02069     1904.32404       71.78070     1800.00000    1.38095e+02    6.50952e+02    1.38095e+02    1.08903e-05    3.77805e-06    7.88606e-08    2.73584e-08    8.40047e+01   -1.24188e+00    2.22923e+02    1.75798e-05    6.09880e-06    7.71250e+01    6.08212e-06    2.11001e-06    3.07747e+02    2.42691e-05    8.41947e-06    4.87130e+01    3.84153e-06    1.33271e-06    3.92565e+02    3.09579e-05    1.07399e-05    3.44860e+01    2.71959e-06    9.43482e-07    6.82864e+01    5.38510e-06    1.86820e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.31770e+03    1.07377e+03    3.62645e+02    9.06613e+01    3.31272e+02    1.05338e+03    5.06918e+00    6.73503e+02    2.44473e+02
  mc.p5.hnu.298.nodk            298        0.08880        0.29800        0.30476        0.00330        0.21373        0.00050        0.88009        0.01610     1186.65213     1883.05628       72.37523     1817.00000    1.38989e+02    6.50301e+02    1.38989e+02    1.08794e-05    3.78151e-06    7.82749e-08    2.72072e-08    8.43874e+01   -7.82774e-01    2.23814e+02    1.75190e-05    6.08935e-06    7.73039e+01    6.05096e-06    2.10322e-06    3.08635e+02    2.41584e-05    8.39709e-06    4.89394e+01    3.83073e-06    1.33150e-06    3.94459e+02    3.08762e-05    1.07321e-05    3.45678e+01    2.70579e-06    9.40493e-07    8.73489e+01    6.83722e-06    2.37652e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.49543e+03    9.68511e+02    3.54590e+02    8.86475e+01    3.56433e+02    1.06253e+03    5.56569e+00    6.58619e+02    2.47846e+02
  mc.p5.hnu.299.nodk            299        0.08940        0.29900        0.30533        0.00330        0.21387        0.00049        0.88548        0.01542     1075.34280     1883.00217       69.03712     1842.00000    1.34381e+02    6.28326e+02    1.34381e+02    1.05117e-05    3.66108e-06    7.82231e-08    2.72440e-08    8.15422e+01   -5.02834e-01    2.16205e+02    1.69122e-05    5.89028e-06    7.47933e+01    5.85056e-06    2.03767e-06    2.99032e+02    2.33912e-05    8.14683e-06    4.71394e+01    3.68739e-06    1.28427e-06    3.80845e+02    2.97909e-05    1.03757e-05    3.34575e+01    2.61715e-06    9.11514e-07    9.91254e+01    7.75389e-06    2.70057e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.33837e+03    8.60807e+02    3.54570e+02    8.86424e+01    3.30022e+02    1.00177e+03    6.42372e+00    5.34185e+02    2.51329e+02
  mc.p5.hnu.300.nodk            300        0.09000        0.30000        0.30545        0.00330        0.21621        0.00049        0.88211        0.01555     1093.18197     1875.40474       68.25302     1854.00000    1.32811e+02    6.14256e+02    1.32811e+02    1.02763e-05    3.58668e-06    7.73755e-08    2.70058e-08    8.08324e+01   -2.64804e-01    2.14641e+02    1.66080e-05    5.79656e-06    7.40865e+01    5.73249e-06    2.00077e-06    2.96466e+02    2.29392e-05    8.00630e-06    4.67663e+01    3.61857e-06    1.26296e-06    3.77275e+02    2.91919e-05    1.01886e-05    3.30975e+01    2.56094e-06    8.93826e-07    1.13316e+02    8.76786e-06    3.06018e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.36448e+03    8.53875e+02    3.51714e+02    8.79286e+01    2.47360e+02    9.78223e+02    6.97172e+00    5.13544e+02    2.54376e+02
  mc.p5.hnu.301.nodk            301        0.09060        0.30100        0.30651        0.00330        0.21696        0.00049        0.89474        0.01482      980.48345     1890.53717       65.66006     1833.00000    1.29271e+02    5.95820e+02    1.29271e+02    9.96791e-06    3.48674e-06    7.71084e-08    2.69723e-08    7.87514e+01   -7.30618e-01    2.09101e+02    1.61234e-05    5.63993e-06    7.20776e+01    5.55779e-06    1.94410e-06    2.88926e+02    2.22786e-05    7.79299e-06    4.57232e+01    3.52564e-06    1.23326e-06    3.67736e+02    2.83555e-05    9.91866e-06    3.23213e+01    2.49224e-06    8.71778e-07    8.39559e+01    6.47370e-06    2.26448e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18626e+03    8.67710e+02    3.57413e+02    8.93533e+01    1.97001e+02    9.20374e+02    6.51687e+00    4.30157e+02    2.56458e+02
  mc.p5.hnu.302.nodk            302        0.09120        0.30200        0.30629        0.00330        0.21778        0.00049        0.88846        0.01476      958.16835     1862.64826       61.21855     1828.00000    1.22853e+02    5.64128e+02    1.22853e+02    9.43772e-06    3.30895e-06    7.68209e-08    2.69341e-08    7.49023e+01   -4.62579e-01    1.98681e+02    1.52629e-05    5.35130e-06    6.85657e+01    5.26728e-06    1.84675e-06    2.74505e+02    2.10877e-05    7.39354e-06    4.33019e+01    3.32649e-06    1.16630e-06    3.50322e+02    2.69121e-05    9.43561e-06    3.06534e+01    2.35482e-06    8.25621e-07    9.32847e+01    7.16622e-06    2.51254e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.16493e+03    6.88345e+02    3.46946e+02    8.67365e+01    1.46633e+02    7.79672e+02    6.51352e+00    2.68600e+02    2.59331e+02
  mc.p5.hnu.303.nodk            303        0.09181        0.30300        0.30699        0.00330        0.21939        0.00051        0.89163        0.01450      920.65020     1865.42434       59.18322     1853.00000    1.20403e+02    5.48814e+02    1.20403e+02    9.18151e-06    3.22693e-06    7.62564e-08    2.68010e-08    7.32672e+01   -1.69576e-01    1.94227e+02    1.48110e-05    5.20548e-06    6.73550e+01    5.13625e-06    1.80518e-06    2.68046e+02    2.04402e-05    7.18391e-06    4.23465e+01    3.22919e-06    1.13493e-06    3.42872e+02    2.61461e-05    9.18932e-06    3.00241e+01    2.28953e-06    8.04678e-07    1.08909e+02    8.30497e-06    2.91886e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.10798e+03    6.01069e+02    3.47981e+02    8.69952e+01    1.60142e+02    7.09394e+02    6.48552e+00    2.20236e+02    2.62375e+02
  mc.p5.hnu.304.nodk            304        0.09242        0.30400        0.30727        0.00330        0.21955        0.00050        0.88764        0.01460      958.60439     1882.21658       61.63167     1855.00000    1.24057e+02    5.65044e+02    1.24057e+02    9.45304e-06    3.33078e-06    7.61992e-08    2.68488e-08    7.53703e+01   -3.61105e-01    1.99880e+02    1.52307e-05    5.36654e-06    6.89494e+01    5.25389e-06    1.85121e-06    2.75700e+02    2.10081e-05    7.40220e-06    4.36612e+01    3.32695e-06    1.17225e-06    3.52523e+02    2.68619e-05    9.46481e-06    3.09533e+01    2.35861e-06    8.31058e-07    9.97300e+01    7.59935e-06    2.67763e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.17238e+03    6.11939e+02    3.54274e+02    8.85685e+01    1.63525e+02    8.21455e+02    6.90472e+00    3.13448e+02    2.65966e+02
  mc.p5.hnu.305.nodk            305        0.09302        0.30500        0.30814        0.00330        0.22194        0.00050        0.88290        0.01479      989.81597     1878.14809       63.64762     1876.00000    1.26796e+02    5.71297e+02    1.26796e+02    9.55764e-06    3.37653e-06    7.53782e-08    2.66297e-08    7.70011e+01   -2.78969e-02    2.04623e+02    1.54241e-05    5.44905e-06    7.07807e+01    5.33532e-06    1.88487e-06    2.82446e+02    2.12902e-05    7.52144e-06    4.46804e+01    3.36792e-06    1.18982e-06    3.60264e+02    2.71560e-05    9.59371e-06    3.16165e+01    2.38319e-06    8.41936e-07    1.24792e+02    9.40656e-06    3.32316e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.23232e+03    6.09296e+02    3.52744e+02    8.81860e+01    1.92032e+02    9.13254e+02    6.88256e+00    3.86122e+02    2.70185e+02
  mc.p5.hnu.306.nodk            306        0.09364        0.30600        0.30875        0.00330        0.22237        0.00050        0.88665        0.01447      948.48563     1887.51372       61.67942     1902.00000    1.23880e+02    5.57096e+02    1.23880e+02    9.32007e-06    3.30167e-06    7.52348e-08    2.66522e-08    7.54444e+01    1.92013e-01    1.99701e+02    1.50245e-05    5.32247e-06    6.93946e+01    5.22089e-06    1.84952e-06    2.76529e+02    2.08046e-05    7.37011e-06    4.36712e+01    3.28559e-06    1.16393e-06    3.52342e+02    2.65084e-05    9.39070e-06    3.09757e+01    2.33045e-06    8.25569e-07    1.39044e+02    1.04609e-05    3.70582e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.16516e+03    5.44670e+02    3.56271e+02    8.90677e+01    1.95175e+02    8.81139e+02    6.81275e+00    2.91555e+02    2.74503e+02
  mc.p5.hnu.307.nodk            307        0.09425        0.30700        0.30867        0.00310        0.21525        0.00049        0.88395        0.01505      929.83163     1790.84307       61.01148     1796.00000    1.21580e+02    5.64832e+02    1.21580e+02    9.44949e-06    3.35711e-06    7.77223e-08    2.76123e-08    7.42512e+01    6.94524e-02    1.97414e+02    1.53435e-05    5.45106e-06    6.80300e+01    5.28745e-06    1.87846e-06    2.72233e+02    2.11586e-05    7.51697e-06    4.30241e+01    3.34393e-06    1.18799e-06    3.47048e+02    2.69734e-05    9.58278e-06    3.04746e+01    2.36856e-06    8.41473e-07    1.27644e+02    9.92081e-06    3.52455e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.14922e+03    3.86518e+02    3.20712e+02    8.01780e+01    2.39177e+02    9.46573e+02    6.93575e+00    3.45346e+02    2.47743e+02
  mc.p5.hnu.308.nodk            308        0.09486        0.30800        0.30939        0.00310        0.21642        0.00049        0.87698        0.01562     1009.22848     1783.73864       63.16512     1816.00000    1.24521e+02    5.75370e+02    1.24521e+02    9.62579e-06    3.42993e-06    7.73027e-08    2.75450e-08    7.59840e+01    4.24581e-01    2.01347e+02    1.55646e-05    5.54609e-06    6.95371e+01    5.37540e-06    1.91540e-06    2.78170e+02    2.15033e-05    7.66219e-06    4.39275e+01    3.39572e-06    1.20998e-06    3.54988e+02    2.74415e-05    9.77815e-06    3.10975e+01    2.40392e-06    8.56581e-07    1.57878e+02    1.22044e-05    4.34876e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.26742e+03    3.83457e+02    3.18172e+02    7.95431e+01    2.51572e+02    1.01381e+03    7.50925e+00    4.18226e+02    2.50121e+02
  mc.p5.hnu.309.nodk            309        0.09548        0.30900        0.30945        0.00310        0.21735        0.00049        0.88340        0.01525      994.25719     1826.16785       65.26192     1795.00000    1.28417e+02    5.90838e+02    1.28417e+02    9.88456e-06    3.53303e-06    7.69722e-08    2.75121e-08    7.80082e+01   -3.99546e-01    2.07245e+02    1.59521e-05    5.70174e-06    7.16881e+01    5.51799e-06    1.97229e-06    2.86067e+02    2.20192e-05    7.87032e-06    4.52521e+01    3.48315e-06    1.24498e-06    3.64884e+02    2.80860e-05    1.00388e-05    3.20189e+01    2.46456e-06    8.80908e-07    1.00839e+02    7.76180e-06    2.77430e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.24237e+03    4.01917e+02    3.33489e+02    8.33722e+01    3.39254e+02    1.08969e+03    8.61696e+00    5.08143e+02    2.52268e+02
  mc.p5.hnu.310.nodk            310        0.09610        0.31000        0.31113        0.00310        0.21992        0.00050        0.89960        0.01447      897.22661     1861.98926       65.51740     1781.00000    1.28320e+02    5.83498e+02    1.28320e+02    9.76176e-06    3.50035e-06    7.60734e-08    2.72783e-08    7.84507e+01   -1.03236e+00    2.08150e+02    1.58347e-05    5.67798e-06    7.19165e+01    5.47094e-06    1.96176e-06    2.86969e+02    2.18307e-05    7.82800e-06    4.55308e+01    3.46368e-06    1.24200e-06    3.66792e+02    2.79031e-05    1.00054e-05    3.21476e+01    2.44558e-06    8.76930e-07    7.09583e+01    5.39804e-06    1.93562e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.08250e+03    4.89868e+02    3.46700e+02    8.66751e+01    3.49422e+02    1.11915e+03    8.43503e+00    5.55567e+02    2.54206e+02
  mc.p5.hnu.311.nodk            311        0.09672        0.31100        0.31225        0.00310        0.22109        0.00050        0.90411        0.01401      839.25107     1870.15413       65.12416     1797.00000    1.28711e+02    5.82176e+02    1.28711e+02    9.73964e-06    3.50406e-06    7.56708e-08    2.72243e-08    7.81749e+01   -9.35776e-01    2.07536e+02    1.57044e-05    5.65004e-06    7.14523e+01    5.40685e-06    1.94524e-06    2.86357e+02    2.16689e-05    7.79588e-06    4.52082e+01    3.42094e-06    1.23076e-06    3.65172e+02    2.76329e-05    9.94157e-06    3.20368e+01    2.42425e-06    8.72182e-07    7.44319e+01    5.63232e-06    2.02636e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.00970e+03    5.25761e+02    3.49748e+02    8.74369e+01    3.27151e+02    1.12287e+03    8.42517e+00    5.54879e+02    2.55185e+02
