             channel           mass           mean     sqrt(mean)       full_acc          width      final_acc  final_acc_err       trig_eff   raw_trig_err raw_trig_sqerr             bg         bg_err         dt_obs     ul_acc_sig    ul_orig_sig          ul_mu          ul_br          ul_u2         ses_br         ses_u2     comb_sigma        dt_pull    high1_ul_mu    high1_ul_br    high1_ul_u2     low1_ul_mu     low1_ul_br     low1_ul_u2    high2_ul_mu    high2_ul_br    high2_ul_u2     low2_ul_mu     low2_ul_br     low2_ul_u2    high3_ul_mu    high3_ul_br    high3_ul_u2     low3_ul_mu     low3_ul_br     low3_ul_u2       dt_ul_mu       dt_ul_br       dt_ul_u2       dt_ll_mu       dt_ll_br       dt_ll_u2       err_trig       err_scat        err_muv       err_flux     err_hscale       err_hval       err_k3pi     err_hshape
  mc.p5.hnu.280.nodk            280        0.07840        0.28000        0.29642        0.00370        0.21031        0.00049        0.88996        0.01471     1115.16471     2019.84804       82.56103     1944.00000    1.53974e+02    7.32130e+02    1.53974e+02    1.22483e-05    4.17113e-06    7.95480e-08    2.70898e-08    9.40009e+01   -8.06886e-01    2.48799e+02    1.97915e-05    6.73992e-06    8.60724e+01    6.84688e-06    2.33168e-06    3.43622e+02    2.73345e-05    9.30866e-06    5.44345e+01    4.33016e-06    1.47462e-06    4.38441e+02    3.48771e-05    1.18773e-05    3.85793e+01    3.06890e-06    1.04510e-06    9.60052e+01    7.63702e-06    2.60076e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.43826e+03    3.00248e+03    4.07979e+02    1.01995e+02    3.42667e+02    7.68041e+02    4.74928e+00    7.50153e+02
  mc.p5.hnu.281.nodk            281        0.07896        0.28100        0.29671        0.00370        0.21141        0.00049        0.88091        0.01503     1188.28841     2021.04427       85.12256     1968.00000    1.58496e+02    7.49703e+02    1.58496e+02    1.25423e-05    4.27298e-06    7.91335e-08    2.69596e-08    9.62647e+01   -5.51025e-01    2.55322e+02    2.02045e-05    6.88337e-06    8.81877e+01    6.97860e-06    2.37750e-06    3.52143e+02    2.78663e-05    9.49362e-06    5.58321e+01    4.41819e-06    1.50521e-06    4.48960e+02    3.55277e-05    1.21038e-05    3.95933e+01    3.13316e-06    1.06742e-06    1.13725e+02    8.99949e-06    3.06599e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.58827e+03    3.00604e+03    4.08462e+02    1.02115e+02    4.29564e+02    8.35707e+02    8.22440e+00    8.67468e+02
  mc.p5.hnu.282.nodk            282        0.07952        0.28200        0.29772        0.00370        0.21219        0.00049        0.89279        0.01463     1114.44913     2036.71547       80.50498     1948.00000    1.51305e+02    7.13061e+02    1.51305e+02    1.19293e-05    4.06612e-06    7.88429e-08    2.68737e-08    9.22918e+01   -9.61250e-01    2.45137e+02    1.93274e-05    6.58775e-06    8.47072e+01    6.67856e-06    2.27639e-06    3.37958e+02    2.66456e-05    9.08218e-06    5.36033e+01    4.22624e-06    1.44052e-06    4.30774e+02    3.39635e-05    1.15765e-05    3.78734e+01    2.98605e-06    1.01780e-06    8.66768e+01    6.83386e-06    2.32933e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.41003e+03    2.55416e+03    4.14821e+02    1.03705e+02    3.67575e+02    8.30298e+02    1.45877e+01    7.85868e+02
  mc.p5.hnu.283.nodk            283        0.08009        0.28300        0.29803        0.00370        0.21289        0.00049        0.88168        0.01506     1198.24832     2026.37143       82.53462     1975.00000    1.54472e+02    7.25600e+02    1.54472e+02    1.21391e-05    4.13998e-06    7.85845e-08    2.68008e-08    9.40124e+01   -5.46432e-01    2.49299e+02    1.95911e-05    6.68144e-06    8.63196e+01    6.78338e-06    2.31344e-06    3.44123e+02    2.70427e-05    9.22278e-06    5.45565e+01    4.28729e-06    1.46216e-06    4.38941e+02    3.44940e-05    1.17640e-05    3.86482e+01    3.03715e-06    1.03581e-06    1.11369e+02    8.75185e-06    2.98477e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.57188e+03    2.52829e+03    4.10618e+02    1.02655e+02    4.02187e+02    8.91318e+02    2.55764e+01    8.79447e+02
  mc.p5.hnu.284.nodk            284        0.08066        0.28400        0.29806        0.00370        0.21413        0.00049        0.87661        0.01503     1209.44438     2028.15550       82.64460     2025.00000    1.54863e+02    7.23206e+02    1.54863e+02    1.20990e-05    4.12901e-06    7.81274e-08    2.66623e-08    9.41185e+01   -3.35269e-02    2.49691e+02    1.95077e-05    6.65733e-06    8.65734e+01    6.76375e-06    2.30825e-06    3.44513e+02    2.69159e-05    9.18551e-06    5.44878e+01    4.25699e-06    1.45277e-06    4.39330e+02    3.43237e-05    1.17136e-05    3.86349e+01    3.01844e-06    1.03010e-06    1.51869e+02    1.18651e-05    4.04917e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.61629e+03    2.30786e+03    4.11341e+02    1.02835e+02    4.32491e+02    9.62949e+02    4.22324e+01    9.54134e+02
  mc.p5.hnu.285.nodk            285        0.08123        0.28500        0.29877        0.00370        0.21513        0.00049        0.87925        0.01509     1229.44435     2042.46714       83.54528     2020.00000    1.55975e+02    7.25033e+02    1.55975e+02    1.21296e-05    4.14248e-06    7.77664e-08    2.65587e-08    9.49857e+01   -2.36532e-01    2.51801e+02    1.95817e-05    6.68751e-06    8.71575e+01    6.77793e-06    2.31479e-06    3.47625e+02    2.70335e-05    9.23245e-06    5.50926e+01    4.28436e-06    1.46319e-06    4.43444e+02    3.44850e-05    1.17773e-05    3.90330e+01    3.03545e-06    1.03666e-06    1.35393e+02    1.05291e-05    3.59587e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.62558e+03    2.34054e+03    4.17167e+02    1.04292e+02    4.52952e+02    9.95228e+02    7.01806e+01    9.73873e+02
  mc.p5.hnu.286.nodk            286        0.08180        0.28600        0.29885        0.00350        0.20869        0.00049        0.86922        0.01613     1236.69538     1895.64640       77.06145     1928.00000    1.45157e+02    6.95571e+02    1.45157e+02    1.16367e-05    3.97742e-06    8.01663e-08    2.74007e-08    8.85105e+01    3.65534e-01    2.34989e+02    1.88382e-05    6.43886e-06    8.13519e+01    6.52168e-06    2.22910e-06    3.23807e+02    2.59584e-05    8.87254e-06    5.12640e+01    4.10964e-06    1.40467e-06    4.13630e+02    3.31592e-05    1.13337e-05    3.63726e+01    2.91586e-06    9.96636e-07    1.78466e+02    1.43069e-05    4.89009e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.63609e+03    1.88935e+03    3.59348e+02    8.98369e+01    3.17229e+02    8.62902e+02    8.94533e+01    6.94258e+02
  mc.p5.hnu.287.nodk            287        0.08237        0.28700        0.29900        0.00350        0.20950        0.00049        0.88391        0.01547     1174.54514     1957.90481       80.12449     1933.00000    1.49858e+02    7.15306e+02    1.49858e+02    1.19669e-05    4.09396e-06    7.98547e-08    2.73189e-08    9.15305e+01   -2.72093e-01    2.42687e+02    1.93797e-05    6.62996e-06    8.40211e+01    6.70947e-06    2.29536e-06    3.34506e+02    2.67118e-05    9.13833e-06    5.29847e+01    4.23107e-06    1.44748e-06    4.27329e+02    3.41242e-05    1.16742e-05    3.76103e+01    3.00336e-06    1.02747e-06    1.27691e+02    1.01967e-05    3.48838e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.51389e+03    2.01549e+03    3.83339e+02    9.58348e+01    4.00216e+02    9.93481e+02    1.07656e+02    9.10024e+02
  mc.p5.hnu.288.nodk            288        0.08294        0.28800        0.30040        0.00350        0.21125        0.00049        0.89017        0.01469     1056.67023     1970.20052       78.04233     1948.00000    1.47699e+02    6.99166e+02    1.47699e+02    1.16969e-05    4.00556e-06    7.91939e-08    2.71197e-08    8.97820e+01   -2.47271e-01    2.37520e+02    1.88101e-05    6.44147e-06    8.23937e+01    6.52508e-06    2.23450e-06    3.28344e+02    2.60028e-05    8.90460e-06    5.20143e+01    4.11921e-06    1.41061e-06    4.19164e+02    3.31952e-05    1.13676e-05    3.68205e+01    2.91596e-06    9.98561e-07    1.27162e+02    1.00705e-05    3.44860e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.35206e+03    2.04088e+03    3.88169e+02    9.70423e+01    3.44252e+02    9.54248e+02    1.33475e+02    7.80475e+02
  mc.p5.hnu.289.nodk            289        0.08352        0.28900        0.30067        0.00350        0.21206        0.00049        0.89963        0.01389      950.81335     1997.83284       75.33941     1981.00000    1.43490e+02    6.76652e+02    1.43490e+02    1.13202e-05    3.88076e-06    7.88919e-08    2.70455e-08    8.76006e+01   -1.92155e-01    2.32320e+02    1.83282e-05    6.28320e-06    8.04833e+01    6.34948e-06    2.17671e-06    3.21147e+02    2.53358e-05    8.68556e-06    5.07490e+01    4.00368e-06    1.37253e-06    4.08959e+02    3.22635e-05    1.10605e-05    3.60241e+01    2.84200e-06    9.74287e-07    1.28320e+02    1.01234e-05    3.47046e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18372e+03    1.83063e+03    3.99134e+02    9.97834e+01    3.44090e+02    9.15942e+02    1.61604e+02    7.41123e+02
  mc.p5.hnu.290.nodk            290        0.08410        0.29000        0.30156        0.00350        0.21386        0.00049        0.90976        0.01322      850.24282     2006.74151       74.12295     2005.00000    1.41956e+02    6.63786e+02    1.41956e+02    1.11050e-05    3.81141e-06    7.82282e-08    2.68492e-08    8.66080e+01   -2.01080e-02    2.29787e+02    1.79758e-05    6.16960e-06    7.96209e+01    6.22860e-06    2.13776e-06    3.16603e+02    2.47673e-05    8.50056e-06    5.01970e+01    3.92682e-06    1.34775e-06    4.04425e+02    3.16374e-05    1.08585e-05    3.55055e+01    2.77753e-06    9.53296e-07    1.40955e+02    1.10266e-05    3.78453e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.03524e+03    1.84699e+03    4.02701e+02    1.00675e+02    3.77478e+02    8.70241e+02    1.90247e+02    6.70638e+02
  mc.p5.hnu.291.nodk            291        0.08468        0.29100        0.30157        0.00350        0.21387        0.00049        0.91620        0.01289      801.04719     2011.37749       70.18136     1984.00000    1.36880e+02    6.40000e+02    1.36880e+02    1.07070e-05    3.67946e-06    7.82223e-08    2.68810e-08    8.32875e+01   -3.28711e-01    2.20706e+02    1.72641e-05    5.93278e-06    7.65946e+01    5.99140e-06    2.05894e-06    3.04526e+02    2.38207e-05    8.18595e-06    4.82035e+01    3.77059e-06    1.29576e-06    3.89351e+02    3.04559e-05    1.04661e-05    3.41852e+01    2.67405e-06    9.18933e-07    1.12332e+02    8.78689e-06    3.01960e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.49078e+02    1.60935e+03    4.04564e+02    1.01141e+02    2.83288e+02    8.27698e+02    2.28271e+02    5.22028e+02
  mc.p5.hnu.292.nodk            292        0.08526        0.29200        0.30259        0.00350        0.21564        0.00049        0.91607        0.01261      772.32894     2018.29053       70.24895     1979.00000    1.37130e+02    6.35928e+02    1.37130e+02    1.06389e-05    3.66097e-06    7.75829e-08    2.66972e-08    8.33859e+01   -4.71189e-01    2.20955e+02    1.71423e-05    5.89887e-06    7.62918e+01    5.91894e-06    2.03678e-06    3.05784e+02    2.37236e-05    8.16356e-06    4.83269e+01    3.74934e-06    1.29019e-06    3.89598e+02    3.02261e-05    1.04012e-05    3.42745e+01    2.65912e-06    9.15033e-07    1.03288e+02    8.01337e-06    2.75749e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.21315e+02    1.62044e+03    4.07350e+02    1.01837e+02    2.88186e+02    8.26895e+02    2.64547e+02    5.04349e+02
  mc.p5.hnu.293.nodk            293        0.08585        0.29300        0.30331        0.00350        0.21686        0.00049        0.91529        0.01287      816.78058     2031.83708       71.59177     1939.00000    1.38572e+02    6.38989e+02    1.38572e+02    1.06901e-05    3.68389e-06    7.71447e-08    2.65846e-08    8.46003e+01   -1.09736e+00    2.24401e+02    1.73113e-05    5.96561e-06    7.77313e+01    5.99656e-06    2.06646e-06    3.10229e+02    2.39326e-05    8.24733e-06    4.90081e+01    3.78072e-06    1.30286e-06    3.95041e+02    3.04754e-05    1.05020e-05    3.47901e+01    2.68387e-06    9.24880e-07    7.39927e+01    5.70815e-06    1.96707e-06    0.00000e+00    0.00000e+00    0.00000e+00    9.71811e+02    1.42973e+03    4.12836e+02    1.03209e+02    3.82968e+02    9.02094e+02    2.81561e+02    6.41171e+02
  mc.p5.hnu.294.nodk            294        0.08644        0.29400        0.30294        0.00350        0.21705        0.00049        0.90018        0.01381      935.24821     1993.10357       70.68718     1928.00000    1.37673e+02    6.34289e+02    1.37673e+02    1.06115e-05    3.66240e-06    7.70774e-08    2.66021e-08    8.36049e+01   -7.78705e-01    2.21495e+02    1.70723e-05    5.89224e-06    7.66849e+01    5.91067e-06    2.03998e-06    3.06324e+02    2.36106e-05    8.14886e-06    4.83639e+01    3.72776e-06    1.28658e-06    3.90136e+02    3.00707e-05    1.03784e-05    3.43407e+01    2.64689e-06    9.13533e-07    8.67540e+01    6.68677e-06    2.30784e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.14614e+03    1.37574e+03    3.97246e+02    9.93115e+01    2.91206e+02    8.39102e+02    3.42126e+02    5.05810e+02
  mc.p5.hnu.295.nodk            295        0.08702        0.29500        0.30258        0.00350        0.21794        0.00050        0.89515        0.01447     1025.74469     1981.18880       70.26065     1941.00000    1.36879e+02    6.28061e+02    1.36879e+02    1.05073e-05    3.63233e-06    7.67633e-08    2.65368e-08    8.31730e+01   -4.83195e-01    2.20706e+02    1.69421e-05    5.85682e-06    7.65209e+01    5.87399e-06    2.03062e-06    3.04527e+02    2.33765e-05    8.08116e-06    4.81224e+01    3.69403e-06    1.27701e-06    3.88343e+02    2.98105e-05    1.03054e-05    3.41130e+01    2.61863e-06    9.05250e-07    1.02292e+02    7.85224e-06    2.71449e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.25504e+03    1.16220e+03    3.92511e+02    9.81277e+01    2.89402e+02    8.36230e+02    4.36331e+02    4.66724e+02
  mc.p5.hnu.296.nodk            296        0.08762        0.29600        0.30384        0.00330        0.21160        0.00049        0.89195        0.01535     1050.95727     1884.05961       70.72960     1803.00000    1.36690e+02    6.45989e+02    1.36690e+02    1.08072e-05    3.74245e-06    7.90636e-08    2.73790e-08    8.29864e+01   -9.76782e-01    2.20520e+02    1.74351e-05    6.03762e-06    7.63064e+01    6.03306e-06    2.08920e-06    3.04343e+02    2.40624e-05    8.33261e-06    4.81694e+01    3.80845e-06    1.31883e-06    3.88161e+02    3.06894e-05    1.06275e-05    3.40876e+01    2.69509e-06    9.33286e-07    7.72879e+01    6.11066e-06    2.11607e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.29494e+03    1.05104e+03    3.54968e+02    8.87420e+01    2.49834e+02    9.63492e+02    4.81463e+02    5.18202e+02
  mc.p5.hnu.297.nodk            297        0.08821        0.29700        0.30388        0.00330        0.21214        0.00050        0.88957        0.01519     1058.02069     1904.32404       73.62348     1800.00000    1.40685e+02    6.63160e+02    1.40685e+02    1.10945e-05    3.84891e-06    7.88606e-08    2.73584e-08    8.55847e+01   -1.21896e+00    2.26507e+02    1.78625e-05    6.19686e-06    7.83727e+01    6.18052e-06    2.14415e-06    3.13336e+02    2.47098e-05    8.57235e-06    4.96691e+01    3.91693e-06    1.35886e-06    4.00158e+02    3.15567e-05    1.09477e-05    3.51068e+01    2.76854e-06    9.60464e-07    7.03652e+01    5.54904e-06    1.92508e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.32827e+03    1.07377e+03    3.62645e+02    9.06613e+01    3.31272e+02    1.05338e+03    5.06918e+02    6.73503e+02
  mc.p5.hnu.298.nodk            298        0.08880        0.29800        0.30476        0.00330        0.21373        0.00050        0.88009        0.01610     1186.65213     1883.05628       74.53927     1817.00000    1.42044e+02    6.64594e+02    1.42044e+02    1.11185e-05    3.86462e-06    7.82749e-08    2.72072e-08    8.62506e+01   -7.65865e-01    2.28869e+02    1.79147e-05    6.22690e-06    7.89492e+01    6.17974e-06    2.14799e-06    3.15692e+02    2.47107e-05    8.58909e-06    4.99613e+01    3.91071e-06    1.35931e-06    4.02507e+02    3.15062e-05    1.09511e-05    3.54112e+01    2.77180e-06    9.63439e-07    9.01196e+01    7.05410e-06    2.45190e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.51020e+03    9.68511e+02    3.54590e+02    8.86475e+01    3.56433e+02    1.06253e+03    5.56569e+02    6.58619e+02
  mc.p5.hnu.299.nodk            299        0.08940        0.29900        0.30533        0.00330        0.21387        0.00049        0.88548        0.01542     1075.34280     1883.00217       71.88690     1842.00000    1.38358e+02    6.46919e+02    1.38358e+02    1.08228e-05    3.76942e-06    7.82231e-08    2.72440e-08    8.39686e+01   -4.88304e-01    2.22176e+02    1.73793e-05    6.05297e-06    7.72272e+01    6.04095e-06    2.10398e-06    3.07001e+02    2.40146e-05    8.36394e-06    4.87455e+01    3.81303e-06    1.32802e-06    3.91820e+02    3.06494e-05    1.06747e-05    3.44935e+01    2.69819e-06    9.39742e-07    1.02941e+02    8.05239e-06    2.80453e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.35535e+03    8.60807e+02    3.54570e+02    8.86424e+01    3.30022e+02    1.00177e+03    6.42372e+02    5.34185e+02
  mc.p5.hnu.300.nodk            300        0.09000        0.30000        0.30545        0.00330        0.21621        0.00049        0.88211        0.01555     1093.18197     1875.40474       71.51644     1854.00000    1.37357e+02    6.35279e+02    1.37357e+02    1.06280e-05    3.70943e-06    7.73755e-08    2.70058e-08    8.36063e+01   -2.56018e-01    2.22188e+02    1.71919e-05    6.00037e-06    7.65230e+01    5.92101e-06    2.06657e-06    3.06007e+02    2.36775e-05    8.26397e-06    4.85041e+01    3.75303e-06    1.30989e-06    3.90829e+02    3.02406e-05    1.05547e-05    3.42817e+01    2.65257e-06    9.25806e-07    1.17811e+02    9.11573e-06    3.18159e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.38478e+03    8.53875e+02    3.51714e+02    8.79286e+01    2.47360e+02    9.78223e+02    6.97172e+02    5.13544e+02
  mc.p5.hnu.301.nodk            301        0.09060        0.30100        0.30651        0.00330        0.21696        0.00049        0.89474        0.01482      980.48345     1890.53717       68.66056     1833.00000    1.33398e+02    6.14839e+02    1.33398e+02    1.02861e-05    3.59804e-06    7.71084e-08    2.69723e-08    8.12700e+01   -7.07976e-01    2.15222e+02    1.65954e-05    5.80503e-06    7.46382e+01    5.75523e-06    2.01316e-06    2.98052e+02    2.29823e-05    8.03915e-06    4.69646e+01    3.62137e-06    1.26674e-06    3.79867e+02    2.92910e-05    1.02459e-05    3.33033e+01    2.56796e-06    8.98264e-07    8.77459e+01    6.76594e-06    2.36670e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.20058e+03    8.67710e+02    3.57413e+02    8.93533e+01    1.97001e+02    9.20374e+02    6.51687e+02    4.30157e+02
  mc.p5.hnu.302.nodk            302        0.09120        0.30200        0.30629        0.00330        0.21778        0.00049        0.88846        0.01476      958.16835     1862.64826       64.41284     1828.00000    1.27164e+02    5.83920e+02    1.27164e+02    9.76883e-06    3.42504e-06    7.68209e-08    2.69341e-08    7.75349e+01   -4.46873e-01    2.05995e+02    1.58247e-05    5.54828e-06    7.12833e+01    5.47605e-06    1.91995e-06    2.83813e+02    2.18028e-05    7.64424e-06    4.48873e+01    3.44828e-06    1.20900e-06    3.62632e+02    2.78578e-05    9.76718e-06    3.18448e+01    2.44635e-06    8.57711e-07    9.74478e+01    7.48603e-06    2.62467e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18073e+03    6.88345e+02    3.46946e+02    8.67365e+01    1.46633e+02    7.79672e+02    6.51352e+02    2.68600e+02
  mc.p5.hnu.303.nodk            303        0.09181        0.30300        0.30699        0.00330        0.21939        0.00051        0.89163        0.01450      920.65020     1865.42434       62.42589     1853.00000    1.24730e+02    5.68536e+02    1.24730e+02    9.51146e-06    3.34289e-06    7.62564e-08    2.68010e-08    7.59106e+01   -1.63671e-01    2.01557e+02    1.53700e-05    5.40194e-06    6.96016e+01    5.30757e-06    1.86540e-06    2.78381e+02    2.12283e-05    7.46091e-06    4.39411e+01    3.35079e-06    1.17767e-06    3.55200e+02    2.70863e-05    9.51973e-06    3.10981e+01    2.37143e-06    8.33462e-07    1.13217e+02    8.63352e-06    3.03433e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.12262e+03    6.01069e+02    3.47981e+02    8.69952e+01    1.60142e+02    7.09394e+02    6.48552e+02    2.20236e+02
  mc.p5.hnu.304.nodk            304        0.09242        0.30400        0.30727        0.00330        0.21955        0.00050        0.88764        0.01460      958.60439     1882.21658       65.06528     1855.00000    1.28695e+02    5.86169e+02    1.28695e+02    9.80646e-06    3.45531e-06    7.61992e-08    2.68488e-08    7.82030e+01   -3.48025e-01    2.07521e+02    1.58130e-05    5.57170e-06    7.19476e+01    5.48235e-06    1.93171e-06    2.86341e+02    2.18190e-05    7.68791e-06    4.52256e+01    3.44615e-06    1.21425e-06    3.65156e+02    2.78246e-05    9.80400e-06    3.20538e+01    2.44247e-06    8.60605e-07    1.04272e+02    7.94541e-06    2.79957e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18981e+03    6.11939e+02    3.54274e+02    8.85685e+01    1.63525e+02    8.21455e+02    6.90472e+02    3.13448e+02
  mc.p5.hnu.305.nodk            305        0.09302        0.30500        0.30814        0.00330        0.22194        0.00050        0.88290        0.01479      989.81597     1878.14809       66.93986     1876.00000    1.31287e+02    5.91533e+02    1.31287e+02    9.89618e-06    3.49614e-06    7.53782e-08    2.66297e-08    7.97439e+01   -2.69374e-02    2.11108e+02    1.59129e-05    5.62174e-06    7.31700e+01    5.51542e-06    1.94849e-06    2.91933e+02    2.20054e-05    7.77409e-06    4.61531e+01    3.47893e-06    1.22904e-06    3.72754e+02    2.80975e-05    9.92631e-06    3.26487e+01    2.46100e-06    8.69424e-07    1.29284e+02    9.74517e-06    3.44279e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.25106e+03    6.09296e+02    3.52744e+02    8.81860e+01    1.92032e+02    9.13254e+02    6.88256e+02    3.86122e+02
  mc.p5.hnu.306.nodk            306        0.09364        0.30600        0.30875        0.00330        0.22237        0.00050        0.88665        0.01447      948.48563     1887.51372       64.97104     1902.00000    1.28324e+02    5.77080e+02    1.28324e+02    9.65440e-06    3.42010e-06    7.52348e-08    2.66522e-08    7.81585e+01    1.85345e-01    2.07149e+02    1.55848e-05    5.52097e-06    7.17419e+01    5.39749e-06    1.91208e-06    2.85970e+02    2.15149e-05    7.62172e-06    4.53415e+01    3.41126e-06    1.20845e-06    3.64785e+02    2.74445e-05    9.72233e-06    3.21073e+01    2.41558e-06    8.55729e-07    1.43481e+02    1.07948e-05    3.82409e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.18208e+03    5.44670e+02    3.56271e+02    8.90677e+01    1.95175e+02    8.81139e+02    6.81275e+02    2.91555e+02
  mc.p5.hnu.307.nodk            307        0.09425        0.30700        0.30867        0.00310        0.21525        0.00049        0.88395        0.01505      929.83163     1790.84307       64.65960     1796.00000    1.26534e+02    5.87847e+02    1.26534e+02    9.83453e-06    3.49390e-06    7.77223e-08    2.76123e-08    7.72768e+01    6.67332e-02    2.05367e+02    1.59616e-05    5.67065e-06    7.08142e+01    5.50384e-06    1.95534e-06    2.83186e+02    2.20099e-05    7.81942e-06    4.47888e+01    3.48109e-06    1.23672e-06    3.61001e+02    2.80578e-05    9.96806e-06    3.17264e+01    2.46585e-06    8.76037e-07    1.32595e+02    1.03056e-05    3.66126e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.16879e+03    3.86518e+02    3.20712e+02    8.01780e+01    2.39177e+02    9.46573e+02    6.93575e+02    3.45346e+02
  mc.p5.hnu.308.nodk            308        0.09486        0.30800        0.30939        0.00310        0.21642        0.00049        0.87698        0.01562     1009.22848     1783.73864       67.14172     1816.00000    1.29986e+02    6.00623e+02    1.29986e+02    1.00483e-05    3.58047e-06    7.73027e-08    2.75450e-08    7.93205e+01    4.06721e-01    2.10819e+02    1.62969e-05    5.80701e-06    7.27587e+01    5.62444e-06    2.00414e-06    2.90639e+02    2.24671e-05    8.00564e-06    4.60176e+01    3.55728e-06    1.26755e-06    3.70453e+02    2.86370e-05    1.02041e-05    3.24713e+01    2.51012e-06    8.94423e-07    1.63329e+02    1.26258e-05    4.49890e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.29230e+03    3.83457e+02    3.18172e+02    7.95431e+01    2.51572e+02    1.01381e+03    7.50925e+02    4.18226e+02
  mc.p5.hnu.309.nodk            309        0.09548        0.30900        0.30945        0.00310        0.21735        0.00049        0.88340        0.01525      994.25719     1826.16785       69.90970     1795.00000    1.34852e+02    6.20443e+02    1.34852e+02    1.03798e-05    3.71006e-06    7.69722e-08    2.75121e-08    8.19362e+01   -3.80392e-01    2.17682e+02    1.67554e-05    5.98889e-06    7.52563e+01    5.79264e-06    2.07046e-06    3.00505e+02    2.31306e-05    8.26755e-06    4.75002e+01    3.65619e-06    1.30683e-06    3.82314e+02    2.94275e-05    1.05183e-05    3.36105e+01    2.58708e-06    9.24697e-07    1.07113e+02    8.24472e-06    2.94691e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.26981e+03    4.01917e+02    3.33489e+02    8.33722e+01    3.39254e+02    1.08969e+03    8.61696e+02    5.08143e+02
  mc.p5.hnu.310.nodk            310        0.09610        0.31000        0.31113        0.00310        0.21992        0.00050        0.89960        0.01447      897.22661     1861.98926       69.94902     1781.00000    1.34444e+02    6.11343e+02    1.34444e+02    1.02276e-05    3.66740e-06    7.60734e-08    2.72783e-08    8.21879e+01   -9.85416e-01    2.18277e+02    1.66051e-05    5.95422e-06    7.52175e+01    5.72205e-06    2.05180e-06    3.01098e+02    2.29056e-05    8.21343e-06    4.75804e+01    3.61960e-06    1.29791e-06    3.83914e+02    2.92057e-05    1.04725e-05    3.37134e+01    2.56470e-06    9.19643e-07    7.61924e+01    5.79622e-06    2.07840e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.10198e+03    4.89868e+02    3.46700e+02    8.66751e+01    3.49422e+02    1.11915e+03    8.43503e+02    5.55567e+02
  mc.p5.hnu.311.nodk            311        0.09672        0.31100        0.31225        0.00310        0.22109        0.00050        0.90411        0.01401      839.25107     1870.15413       69.55484     1797.00000    1.34817e+02    6.09793e+02    1.34817e+02    1.02017e-05    3.67029e-06    7.56708e-08    2.72243e-08    8.19026e+01   -8.93185e-01    2.17647e+02    1.64695e-05    5.92529e-06    7.52229e+01    5.69218e-06    2.04789e-06    2.99461e+02    2.26604e-05    8.15261e-06    4.74766e+01    3.59259e-06    1.29252e-06    3.82279e+02    2.89274e-05    1.04073e-05    3.35947e+01    2.54214e-06    9.14594e-07    7.97837e+01    6.03729e-06    2.17206e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.02752e+03    5.25761e+02    3.49748e+02    8.74369e+01    3.27151e+02    1.12287e+03    8.42517e+02    5.54879e+02
  mc.p5.hnu.312.nodk            312        0.09734        0.31200        0.31232        0.00310        0.22205        0.00050        0.88976        0.01488      957.73564     1850.74819       70.34990     1834.00000    1.35132e+02    6.08560e+02    1.35132e+02    1.01811e-05    3.67553e-06    7.53413e-08    2.71995e-08    8.24612e+01   -2.03104e-01    2.18964e+02    1.64971e-05    5.95572e-06    7.57154e+01    5.70450e-06    2.05942e-06    3.01783e+02    2.27367e-05    8.20833e-06    4.76886e+01    3.59293e-06    1.29711e-06    3.85606e+02    2.90521e-05    1.04883e-05    3.38315e+01    2.54891e-06    9.20200e-07    1.20003e+02    9.04120e-06    3.26402e-06    0.00000e+00    0.00000e+00    0.00000e+00    1.20583e+03    5.14906e+02    3.42527e+02    8.56317e+01    3.22828e+02    1.10903e+03    8.03401e+02    5.64948e+02
